cpd	dose	replicate_correlation_cellpainting	signature_strength_cellpainting	MAS	replicate_correlation_l1000	signature_strength_l1000	TAS	Metadata_broad_sample	broad_id	moa	median_replicate_score_cellpainting	median_replicate_score_l1000	pass_cellpainting_thresh	pass_l1000_thresh	pass_both	cell_painting_num_reproducible	l1000_num_reproducible	total_reproducible
BI-2536	0.04 uM	0.7056529089261865	722.6	0.7978629320970864	0.3680310617495588	443.3333333333333	0.4084491560317199	BRD-K64890080-001-13-8	BRD-K64890080	PLK inhibitor	0.7056529089261865	0.36803106174955885	TRUE	TRUE	TRUE	6	6	12
BIBX-1382	0.04 uM	0.0748795380462701	277.4	0.16103435886984918	0.059229723247051	304	0.1356866799643124	BRD-K70914287-300-02-8	BRD-K70914287	EGFR inhibitor|Tyrosine kinase inhibitor	0.0748795380462701	0.05922972324705102	FALSE	FALSE	FALSE	4	2	6
BIIB021	0.04 uM	0.6997020440471855	685	0.7735450279896402	0.184281214409986	382.6666666666667	0.26852295764185735	BRD-K51967704-001-03-6	BRD-K51967704	HSP inhibitor	0.6997020440471855	0.184281214409986	TRUE	TRUE	TRUE	6	6	12
BMS-299897	0.04 uM	0.0187611028608254	301	0.08396459007166758	0.1014269358419672	216.25	0.14975636272189105	BRD-K02950022-001-02-9	BRD-K02950022	Gamma secretase inhibitor	0.018761102860825465	0.10142693584196724	FALSE	FALSE	FALSE	2	0	2
BMS-777607	0.04 uM	0.0154715505244379	201.5	0.06238615029521356	0.094687833914864	211.66666666666666	0.1431541355397501	BRD-K40738845-001-05-0	BRD-K40738845	AXL kinase inhibitor|C-Met inhibitor|FLT3 inhibitor|Hepatocyte growth factor receptor inhibitor|Macrophage inhibitor|Tyrosine kinase inhibitor	0.01547155052443797	0.09468783391486406	FALSE	FALSE	FALSE	2	0	2
BMY-14802	0.04 uM	0.5857750053704689	648.8	0.6888181482102663	0.1619300022865957	335	0.23551395038116246	BRD-A15435692-003-02-3	BRD-A15435692	Sigma receptor antagonist	0.5857750053704689	0.1619300022865957	TRUE	TRUE	TRUE	6	2	8
CGS-20625	0.04 uM	0.0545019473787441	266	0.1345335400993664	0.145272597909234	147.33333333333334	0.14793567970304844	BRD-K68103045-001-02-9	BRD-K68103045	Benzodiazepine receptor agonist	0.054501947378744156	0.145272597909234	FALSE	FALSE	FALSE	0	1	1
CI-966	0.04 uM	0.0796181596570371	317.2	0.17756460463164586	0.0218951567850516	216.66666666666666	0.06964671760220967	BRD-K67680372-003-02-6	BRD-K67680372	GAT inhibitor	0.07961815965703718	0.021895156785051658	TRUE	FALSE	FALSE	3	0	3
CI-976	0.04 uM	0.062021654664836	363.2	0.167698174917014	-0.0579090979783934	121	0	BRD-K88544581-001-06-1	BRD-K88544581	ACAT inhibitor	0.062021654664836036	-0.057909097978393435	FALSE	FALSE	FALSE	0	1	1
CL-218872	0.04 uM	0.0052200374531835	304.25	0.04452827231231805	0.0376855443446488	157.33333333333334	0.07786249947414146	BRD-K00662280-001-09-4	BRD-K00662280	GABA receptor agonist	0.0052200374531835205	0.03768554434464881	FALSE	FALSE	FALSE	0	0	0
CP-724714	0.04 uM	0.0152405386346866	272.8	0.07204537115628472	0.0123980540963137	151.33333333333334	0.04380005291340311	BRD-K76908866-001-07-6	BRD-K76908866	Tyrosine kinase inhibitor|EGFR inhibitor	0.01524053863468669	0.012398054096313792	FALSE	FALSE	FALSE	2	1	3
CYT-997	0.04 uM	0.5569578745084853	626.6	0.6600701776398546	0.0330037470961091	248.66666666666666	0.09160538076539464	BRD-K23363278-001-02-1	BRD-K23363278	Tubulin inhibitor	0.5569578745084853	0.033003747096109134	TRUE	FALSE	FALSE	6	5	11
CYT387	0.04 uM	0.0351446173891114	338.4	0.12185078431649891	0.0640933809032991	193.33333333333334	0.11256167123367537	BRD-K87737963-001-06-0	BRD-K87737963	JAK inhibitor	0.03514461738911149	0.06409338090329919	FALSE	FALSE	FALSE	3	2	5
D-4476	0.04 uM	0.0452745010133841	323.4	0.13520121236468047	0.0613559725080349	161	0.10050135860568536	BRD-K09132007-001-07-5	BRD-K09132007	TGF beta receptor inhibitor	0.04527450101338414	0.06135597250803491	FALSE	FALSE	FALSE	3	1	4
DMP-543	0.04 uM	0.0445465105961687	316.8	0.13273430303459693	0.0459062078627321	166.33333333333334	0.08836004481630699	BRD-K89274813-001-02-3	BRD-K89274813	Acetylcholine release stimulant	0.04454651059616875	0.04590620786273211	FALSE	FALSE	FALSE	0	0	0
ENMD-2076	0.04 uM	0.1070673386757824	289.2	0.1966126198351654	0.0609091765557257	207	0.1135421489040331	BRD-K68488863-001-04-9	BRD-K68488863	Aurora kinase inhibitor|FLT3 inhibitor|VEGFR inhibitor	0.10706733867578244	0.06090917655572572	TRUE	FALSE	FALSE	5	3	8
EX-527	0.04 uM	0.001304743758581	296.2	0.021965388199760037	0.0938510891677506	184.33333333333334	0.1330001618433728	BRD-A73908300-001-06-7	BRD-A73908300	SIRT inhibitor	0.0013047437585810757	0.09385108916775069	FALSE	FALSE	FALSE	1	0	1
FK-888	0.04 uM	0.1669728767967721	456.6	0.3085138464314977	0.0836347408538489	200.33333333333334	0.1308882131954517	BRD-K83508485-001-02-7	BRD-K83508485	Tachykinin antagonist	0.1669728767967721	0.08363474085384894	TRUE	FALSE	FALSE	5	1	6
FPL-55712	0.04 uM	0.0282514803814433	294.2	0.10186516220566671	0.0288883576061239	213.33333333333334	0.07938187596509673	BRD-A96456596-001-02-2	BRD-A96456596	Leukotriene receptor antagonist	0.028251480381443393	0.028888357606123936	FALSE	FALSE	FALSE	1	1	2
GSK-461364	0.04 uM	0.6277378183754099	716.8	0.7495004313831732	0.0989295360695393	314	0.1782207975655569	BRD-K92428232-001-10-6	BRD-K92428232	PLK inhibitor	0.6277378183754099	0.09892953606953932	TRUE	FALSE	FALSE	6	3	9
IKK-2-inhibitor-V	0.04 uM	0.0709400188666909	324.2	0.1694477853374949	-0.0823655121888853	114	0	BRD-K74305673-001-06-2	BRD-K74305673	IKK inhibitor|NFkB pathway inhibitor	0.07094001886669095	-0.0823655121888853	FALSE	FALSE	FALSE	5	3	8
JNJ-26854165	0.04 uM	0.6058579090662856	628.2	0.6893155867392299	0.6118164452032937	465.3333333333333	0.5395394781678494	BRD-K83837640-001-04-8	BRD-K83837640	HDAC inhibitor	0.6058579090662856	0.6118164452032937	TRUE	TRUE	TRUE	6	6	12
JNJ-38877605	0.04 uM	0.0191832684207085	269.75	0.08037588548127493	-0.0352528648942382	248.5	0	BRD-K02123250-001-06-7	BRD-K02123250	Tyrosine kinase inhibitor	0.019183268420708527	-0.03525286489423824	FALSE	FALSE	FALSE	1	1	2
JTC-801	0.04 uM	0.0598901038601996	343.6	0.16028314399880933	-0.0137060235274319	344.3333333333333	0	BRD-K17705806-003-04-4	BRD-K17705806	Opioid receptor antagonist	0.05989010386019969	-0.013706023527431914	FALSE	FALSE	FALSE	4	2	6
JTE-907	0.04 uM	0.0218261228950096	284	0.08796931497548925	0.0282410255033551	191.66666666666666	0.07439506012387354	BRD-K63150726-001-02-1	BRD-K63150726	Cannabinoid receptor inverse agonist	0.021826122895009667	0.028241025503355117	FALSE	FALSE	FALSE	4	1	5
L-690330	0.04 uM	0.0319173391427797	461.8	0.13565132663246662	0.1376860947350318	190.33333333333334	0.16369410522822764	BRD-K28470988-001-02-0	BRD-K28470988	Inositol monophosphatase inhibitor	0.03191733914277975	0.13768609473503188	FALSE	FALSE	FALSE	0	0	0
MDL-73005EF	0.04 uM	0.0280507999663761	372.8	0.11426002622238819	-0.1117093543995031	263.3333333333333	0	BRD-A50764878-003-02-8	BRD-A50764878	Serotonin receptor antagonist	0.028050799966376196	-0.1117093543995031	FALSE	FALSE	FALSE	0	0	0
MK-1775	0.04 uM	0.1813637138427339	316.4	0.26765612093870805	0.1624619912475794	301.3333333333333	0.22373300020557005	BRD-K54256913-001-08-7	BRD-K54256913	WEE1 kinase inhibitor	0.18136371384273398	0.1624619912475794	TRUE	TRUE	TRUE	6	5	11
MK-2206	0.04 uM	0.0952173872435017	390.4	0.21542533481748913	0.1415272922437948	286.6666666666667	0.20367572443925833	BRD-K68065987-300-09-1	BRD-K68065987	AKT inhibitor	0.09521738724350173	0.14152729224379487	TRUE	FALSE	FALSE	6	3	9
MLN-2238	0.04 uM	0.1112721706968533	396.8	0.23478094907398075	0.0603578962216751	266.5	0.12824670811449673	BRD-K78659596-001-03-9	BRD-K78659596	Proteasome inhibitor	0.11127217069685337	0.06035789622167518	TRUE	FALSE	FALSE	6	4	10
MLN-4924	0.04 uM	0.282870819206665	460.8	0.40339828846825215	0.2039341197796972	265.3333333333333	0.23521847256961328	BRD-K67844266-003-01-9	BRD-K67844266	Nedd activating enzyme inhibitor	0.282870819206665	0.20393411977969728	TRUE	TRUE	TRUE	6	6	12
MLN-8054	0.04 uM	0.1761714510540128	370	0.2852675483555743	0.0858660864947464	198.33333333333334	0.13195907509446508	BRD-K83963101-001-06-9	BRD-K83963101	Aurora kinase inhibitor|Mitotic inhibitor|Protein kinase inhibitor	0.17617145105401288	0.08586608649474642	TRUE	FALSE	FALSE	6	3	9
NF-449	0.04 uM	0.0560069279049567	294.2	0.1434253610569098	0.0597622129670619	206.33333333333334	0.11228677411419306	BRD-K36324071-363-01-3	BRD-K36324071	Purinergic receptor antagonist	0.056006927904956705	0.059762212967061995	FALSE	FALSE	FALSE	0	0	0
NVP-BEZ235	0.04 uM	0.0624827094249395	341.6	0.16323850162854275	0.0717103059860544	186.33333333333334	0.11688711431801997	BRD-K12184916-001-15-4	BRD-K12184916	MTOR inhibitor|PI3K inhibitor	0.062482709424939525	0.0717103059860544	FALSE	FALSE	FALSE	5	3	8
PCA-4248	0.04 uM	0.0375140566187527	321.8	0.12276477624723828	0.0477316261177316	197	0.09805433547118886	BRD-A29289453-001-04-7	BRD-A29289453	Platelet activating factor receptor antagonist	0.03751405661875275	0.047731626117731615	FALSE	FALSE	FALSE	1	1	2
PD-0325901	0.04 uM	0.4672986424388467	652	0.6167438102067784	0.3757405110257215	321.5	0.3514512336392542	BRD-K49865102-001-08-4	BRD-K49865102	MEK inhibitor|MAP kinase inhibitor|Protein kinase inhibitor	0.4672986424388467	0.37574051102572154	TRUE	TRUE	TRUE	6	6	12
PD-184352	0.04 uM	0.0807814382582868	415.6	0.20472802743800536	0.0352311271897236	168.33333333333334	0.07787156510090591	BRD-K05104363-001-10-0	BRD-K05104363	MEK inhibitor	0.08078143825828688	0.03523112718972367	TRUE	FALSE	FALSE	6	4	10
PF-04217903	0.04 uM	0.0466383316054433	245.6	0.11958299497425345	0.1753455223616624	192	0.1855361442731238	BRD-K73319509-001-08-0	BRD-K73319509	C-Met inhibitor	0.04663833160544332	0.17534552236166245	FALSE	TRUE	FALSE	1	5	6
PF-562271	0.04 uM	0.4088660721791027	593.6	0.5504542448853074	0.0447476579593424	219.33333333333334	0.10017700581445484	BRD-K99545815-001-06-3	BRD-K99545815	Focal adhesion kinase inhibitor	0.40886607217910276	0.04474765795934246	TRUE	FALSE	FALSE	6	3	9
PHA-793887	0.04 uM	0.3079757418252122	399.8	0.39206980063050223	0.0973167463050442	189.66666666666666	0.13737884747165952	BRD-K64800655-001-07-4	BRD-K64800655	CDK inhibitor	0.30797574182521226	0.09731674630504422	TRUE	FALSE	FALSE	6	5	11
PK-11195	0.04 uM	-0.0555576414768322	224.5	0	0.0525243503840723	275.6666666666667	0.1216754734852601	BRD-A41451487-001-11-2	BRD-A41451487	Benzodiazepine receptor antagonist	-0.055557641476832266	0.05252435038407231	FALSE	FALSE	FALSE	0	0	0
PX-12	0.04 uM	0.0087589196484444	326.4	0.05974259572854893	0.0119719094978131	242	0.054427698222639306	BRD-A56592690-001-04-3	BRD-A56592690	Thioredoxin inhibitor	0.008758919648444432	0.011971909497813146	FALSE	FALSE	FALSE	1	0	1
RHO-kinase-inhibitor-III[rockout]	0.04 uM	0.1121656182577264	354.2	0.22270906654917388	0.5814140610703135	317.5	0.4344554031556161	BRD-K23875128-001-04-2	BRD-K23875128	Rho associated kinase inhibitor	0.11216561825772647	0.5814140610703135	TRUE	TRUE	TRUE	6	3	9
SCH-28080	0.04 uM	0.023256512277359	307.4	0.09447305644776169	0.0108920559967299	133.33333333333334	0.038534956548219035	BRD-K55748775-001-02-2	BRD-K55748775	ATPase inhibitor	0.02325651227735904	0.01089205599672999	FALSE	FALSE	FALSE	0	0	0
SR-27897	0.04 uM	0.058062743422343	312.4	0.15048320442132007	0.0546223614105074	253	0.11887104179557273	BRD-K35629949-001-02-0	BRD-K35629949	CCK receptor antagonist	0.05806274342234302	0.05462236141050747	FALSE	FALSE	FALSE	2	1	3
SR-57227A	0.04 uM	-0.0078030578983253	316.4	0	0.0539027295177021	256.6666666666667	0.1189380151223782	BRD-K09397065-003-06-1	BRD-K09397065	Serotonin receptor agonist	-0.007803057898325348	0.05390272951770212	FALSE	FALSE	FALSE	0	3	3
TAK-715	0.04 uM	0.0428364015055992	379.8	0.1425173414851793	-0.2088982735782489	293	0	BRD-K52751261-001-06-1	BRD-K52751261	P38 MAPK inhibitor	0.042836401505599295	-0.20889827357824892	FALSE	FALSE	FALSE	4	0	4
TG100-115	0.04 uM	0.0198029388140136	281.4	0.08340855767523171	0.0332279431363194	225.33333333333334	0.08749737470041914	BRD-K64785675-001-04-0	BRD-K64785675	PI3K inhibitor	0.019802938814013654	0.03322794313631943	FALSE	FALSE	FALSE	0	1	1
THM-I-94	0.04 uM	0.2175403252169202	389.8	0.3253677814726265	0.0740812279607216	211.33333333333334	0.1265227609613142	BRD-K12867552-001-04-7	BRD-K12867552	HDAC inhibitor	0.21754032521692024	0.07408122796072165	TRUE	FALSE	FALSE	6	5	11
TTNPB	0.04 uM	0.2498029154641486	373.8	0.3414303646181302	0.1555775076717971	237.33333333333334	0.19430471843676161	BRD-K49685476-001-15-9	BRD-K49685476	Retinoid receptor agonist	0.24980291546414862	0.15557750767179715	TRUE	FALSE	FALSE	6	0	6
XL-147	0.04 uM	0.0272840837979956	316.4	0.10381417732102494	-0.0137284548553289	182.66666666666666	0	BRD-K95901403-001-04-5	BRD-K95901403	PI3K inhibitor	0.02728408379799565	-0.013728454855328986	FALSE	FALSE	FALSE	3	0	3
Y-26763	0.04 uM	0.0268973516583074	325.2	0.10449939375414208	0.1243029431306824	261.6666666666667	0.182366674794282	BRD-K45117373-001-02-9	BRD-K45117373	Potassium channel activator	0.026897351658307415	0.12430294313068249	FALSE	FALSE	FALSE	0	2	2
Y-27152	0.04 uM	-0.0206232078978583	286	0	0.0315829177652602	233.33333333333334	0.08680506967468964	BRD-K42679050-001-02-1	BRD-K42679050	Potassium channel activator	-0.02062320789785835	0.031582917765260204	FALSE	FALSE	FALSE	0	0	0
Y-27632	0.04 uM	0.3611047404895999	500.4	0.4749621341645374	0.0887075907798033	323	0.17116392070886294	BRD-A58280226-312-01-3	BRD-A58280226	Rho associated kinase inhibitor	0.36110474048959995	0.0887075907798033	TRUE	FALSE	FALSE	6	3	9
Y-39983	0.04 uM	0.0571975842229631	331.8	0.15392557196367185	0.0257610544151038	175.33333333333334	0.06795863306872847	BRD-K56751279-300-01-4	BRD-K56751279	Rho associated kinase inhibitor	0.05719758422296319	0.02576105441510382	FALSE	FALSE	FALSE	5	0	5
ZD-7288	0.04 uM	0.328792368330111	592.2	0.49303620028135847	0.0531758258315069	358.3333333333333	0.13958260494132194	BRD-K18678457-003-02-8	BRD-K18678457	HCN channel blocker	0.32879236833011105	0.05317582583150695	TRUE	FALSE	FALSE	4	0	4
ZK-93423	0.04 uM	0.1113269144554344	297.2	0.20323955280754807	-0.0227669652725508	244.33333333333334	0	BRD-K33882852-003-02-8	BRD-K33882852	Benzodiazepine receptor agonist	0.11132691445543444	-0.022766965272550857	TRUE	FALSE	FALSE	6	3	9
ZK-93426	0.04 uM	0.0484207902528323	286	0.13148696318847314	-0.0187949314722522	356	0	BRD-K68392338-003-02-0	BRD-K68392338	Benzodiazepine receptor antagonist	0.04842079025283234	-0.018794931472252273	FALSE	FALSE	FALSE	1	1	2
abacavir	0.04 uM	0.0252711152829536	329.4	0.10194307837573006	0.0434266262886201	186.33333333333334	0.09096072115606066	BRD-A95032015-065-01-2	BRD-A95032015	Reverse transcriptase inhibitor	0.025271115282953664	0.043426626288620124	FALSE	FALSE	FALSE	0	0	0
abiraterone-acetate	0.04 uM	0.1012065108763671	328.2	0.20363726554128836	0.0255615831216008	208.33333333333334	0.07379107339150251	BRD-K16133773-001-01-9	BRD-K16133773	17,20 lyase inhibitor|Cytochrome P450 inhibitor|Steroid sulfatase inhibitor|Androgen biosynthesis inhibitor	0.10120651087636715	0.025561583121600864	TRUE	FALSE	FALSE	6	0	6
abt-202	0.04 uM	0.0363639590163168	323.2	0.12113091500265431	-0.0080625737437901	161.66666666666666	0	BRD-A29844814-300-01-5	BRD-A29844814	acetylcholine receptor agonist	0.03636395901631689	-0.008062573743790187	FALSE	FALSE	FALSE	0	0	0
abt-239	0.04 uM	0.0620057884315428	310	0.15491044657849548	0.0851261833181408	171	0.12200010621958095	BRD-K22749967-046-02-3	BRD-K22749967	histamine receptor antagonist	0.06200578843154286	0.08512618331814086	FALSE	FALSE	FALSE	2	1	3
abt-724	0.04 uM	0.0212880019053489	289	0.0876395448757281	0.0237496030262275	330.6666666666667	0.0896094803274717	BRD-K37714784-305-02-1	BRD-K37714784	dopamine receptor agonist	0.021288001905348988	0.02374960302622757	FALSE	FALSE	FALSE	0	0	0
acarbose	0.04 uM	0.0298690422819356	302.5	0.10620796320684346	-0.0223532002863004	243	0	BRD-K01621533-001-01-1	BRD-K01621533	Glucosidase inhibitor	0.029869042281935612	-0.022353200286300418	FALSE	FALSE	FALSE	0	0	0
acebutolol	0.04 uM	0.0747866873079473	317	0.1720384500929549	0.1161719032155775	134	0.12616344055634218	BRD-A29260609-003-26-0	BRD-A29260609	Adrenergic receptor antagonist	0.07478668730794735	0.11617190321557756	FALSE	FALSE	FALSE	0	2	2
acecainide	0.04 uM	0.0538338260154856	397.6	0.16346867901351414	0.0286173740236131	169	0.070321611536356	BRD-K07753030-003-17-6	BRD-K07753030	Polarization inhibitor	0.05383382601548563	0.028617374023613192	FALSE	FALSE	FALSE	2	0	2
acenocoumarol	0.04 uM	0.0479667404522401	314.4	0.1372129540323635	0.0801848748128682	227	0.13642367013659668	BRD-A65051990-001-12-9	BRD-A65051990	Vitamin K antagonist	0.047966740452240184	0.08018487481286825	FALSE	FALSE	FALSE	0	2	2
acetazolamide	0.04 uM	0.0881803683674708	412	0.21296993793999366	-0.082417055685879	276	0	BRD-K43457670-001-27-8	BRD-K43457670	Carbonic anhydrase inhibitor	0.08818036836747084	-0.08241705568587905	TRUE	FALSE	FALSE	4	0	4
acetylcysteine	0.04 uM	0.0447968678491038	307.6	0.13115979594711674	0.065729023988702	185.66666666666666	0.1117059058147845	BRD-K67174965-001-02-7	BRD-K67174965	Mucolytic agent	0.04479686784910383	0.06572902398870209	FALSE	FALSE	FALSE	0	0	0
acexamic-acid	0.04 uM	0.0512085656644904	270.8	0.1315768175014134	0.2279612312442491	243	0.23799301254618874	BRD-K72215350-001-06-5	BRD-K72215350	Gastrin inhibitor|Reducing agent|5 alpha reductase inhibitor	0.05120856566449046	0.22796123124424916	FALSE	TRUE	FALSE	5	3	8
acifran	0.04 uM	0.0291207491570698	301.6	0.10471301930371739	0.1155270320927008	211.66666666666666	0.15812430005165287	BRD-A29520968-001-02-7	BRD-A29520968	Cholesterol inhibitor	0.029120749157069872	0.11552703209270086	FALSE	FALSE	FALSE	0	1	1
acipimox	0.04 uM	0.009870536673298	301.8	0.060983696149107446	-0.1396555201272302	246	0	BRD-K63736853-001-04-8	BRD-K63736853	Cholesterol inhibitor	0.009870536673298028	-0.1396555201272302	FALSE	FALSE	FALSE	0	0	0
acivicin	0.04 uM	0.1201452361605349	410	0.2479870189753866	0.1454705993608069	200	0.17247779227002205	BRD-K13050541-001-01-9	BRD-K13050541	Gamma glutamyltransferase Inhibitors	0.12014523616053499	0.14547059936080692	TRUE	FALSE	FALSE	6	3	9
aclidinium	0.04 uM	0.0629404018044775	312	0.15657621647073627	0.1489062688366035	169	0.16040962210666432	BRD-K74363950-004-01-0	BRD-K74363950	Acetylcholine receptor antagonist	0.06294040180447757	0.14890626883660357	FALSE	FALSE	FALSE	0	0	0
acrivastine	0.04 uM	0.0634619794147589	356.8	0.16813300370633164	0.0700037413663422	187.66666666666666	0.11590035560719439	BRD-K50163129-001-01-4	BRD-K50163129	Histamine receptor antagonist	0.06346197941475898	0.07000374136634223	FALSE	FALSE	FALSE	1	3	4
actarit	0.04 uM	0.0331231728730608	342.6	0.11902642425444775	0.0380938401393533	146.33333333333334	0.07549698058033273	BRD-K33483813-001-10-0	BRD-K33483813	Interleukin receptor agonist	0.0331231728730608	0.03809384013935334	FALSE	FALSE	FALSE	0	1	1
acy-1215	0.04 uM	0.0617414796342477	354.2	0.16523290446266056	0.17300427526142859	143.5	0.15932537189943943	BRD-K82928847-001-04-7	BRD-K82928847	HDAC inhibitor	0.06174147963424771	0.17300427526142867	FALSE	TRUE	FALSE	4	4	8
adapalene	0.04 uM	0.1642118019557847	398.2	0.28571731037282894	0.0371936828196423	233.66666666666666	0.09426783778585965	BRD-K33127281-001-05-6	BRD-K33127281	Retinoid receptor agonist	0.1642118019557847	0.03719368281964235	TRUE	FALSE	FALSE	6	2	8
adarotene	0.04 uM	0.0584013748400534	392.5	0.16916678981830155	-0.0788284121417122	238.33333333333334	0	BRD-K00152668-001-01-5	BRD-K00152668	Retinoid receptor agonist	0.05840137484005342	-0.07882841214171227	FALSE	FALSE	FALSE	5	3	8
adatanserin	0.04 uM	0.0621364659512268	274	0.1457915313899059	0.1103470393360122	173.66666666666666	0.13998101864466606	BRD-K67789209-001-01-0	BRD-K67789209	Serotonin receptor agonist|Serotonin receptor antagonist	0.0621364659512268	0.11034703933601227	FALSE	FALSE	FALSE	0	3	3
adenosine	0.04 uM	0.0188276616511156	273.75	0.08021562994287464	0.0157652582308727	288.5	0.06819523428472132	BRD-K01577834-001-15-1	BRD-K01577834	Adenosine receptor agonist	0.018827661651115657	0.01576525823087271	FALSE	FALSE	FALSE	0	0	0
adoprazine	0.04 uM	0.0964767155145843	364.6	0.209557558043382	0.0926188986354522	217.33333333333334	0.14346420276342434	BRD-K34870043-001-01-8	BRD-K34870043	Dopamine receptor antagonist|Serotonin receptor agonist	0.09647671551458432	0.09261889863545222	TRUE	FALSE	FALSE	4	0	4
afatinib	0.04 uM	0.1002101604602725	459.2	0.23968483697941573	0.0626189651622672	207.66666666666666	0.11530998394815106	BRD-K66175015-001-09-0	BRD-K66175015	EGFR inhibitor	0.10021016046027253	0.06261896516226723	TRUE	FALSE	FALSE	6	3	9
afloqualone	0.04 uM	0.0311833244603846	270.6	0.10263815693810235	-0.0529591986951627	216	0	BRD-K69247067-001-01-8	BRD-K69247067	Acetylcholine receptor antagonist	0.031183324460384618	-0.0529591986951627	FALSE	FALSE	FALSE	2	0	2
agi-5198	0.04 uM	0.0656277727964732	289.2	0.15393122275630436	0.0104094344651806	185	0.044374145644685	BRD-A56371469-001-03-3	BRD-A56371469	isocitrate dehydrogenase inhibitor	0.06562777279647324	0.01040943446518063	FALSE	FALSE	FALSE	1	0	1
agi-6780	0.04 uM	-0.003983977322611	341.4	0	0.0357067191856552	174	0.07970400981299462	BRD-K04691817-001-01-8	BRD-K04691817	isocitrate dehydrogenase inhibitor	-0.0039839773226110755	0.03570671918565521	FALSE	FALSE	FALSE	1	0	1
