compound	no_of_compounds	well	dose_recode	median_score	p_value
amlexanox	3	E12	1	-0.0220375114409235	0.862
amlodipine	3	H12	1	0.0299532772988231	0.167
ammonium-glycyrrhizinate	3	O18	1	0.1359249279012008	0.0
amonafide	3	C18	1	0.0034064971399348	0.654
amoxapine	4	I18	1	0.104244170683162	0.0
ampalex	3	A18	1	0.0141672341140764	0.522
amrinone	3	L12	1	0.0186496201879696	0.247
amsacrine	3	D12	1	0.3948806289291927	0.0
amtolmetin-guacil	3	K06	1	-0.0078752286030127	0.707
amuvatinib	3	M18	1	0.0687771183474704	0.032
anamorelin	4	E24	1	0.0565067905572046	0.252
anandamide	2	K18	1	-9.34702073893404e-05	0.579
andrographolide	3	N24	1	0.2563742800942345	0.0
anecortave-acetate	3	G24	1	0.0854898053935929	0.066
anidulafungin	3	J12	1	-0.0029735757429538	0.572
aniracetam	3	D24	1	-0.010887990038342	0.919
anisodamine	3	N06	1	0.0533384415041661	0.075
ap26113	2	B18	1	0.0650919815934509	0.158
apafant	3	I06	1	0.0441310295523241	0.088
apd668	3	L24	1	0.1396034178482836	0.007
aphidicolin	3	M06	1	0.2486291973994498	0.0
api-001	3	H18	1	-0.0016111469245187	0.604
apixaban	3	P12	1	0.0838266542689297	0.036
apocynin	3	P24	1	0.2694021250456314	0.707
apremilast	3	D06	1	0.0074209561609344	0.496
aprepitant	3	K06	1	0.0527800763875988	0.051
arbutin	3	B18	1	0.0428021772708276	0.19
argatroban	3	J24	1	0.0235965493888779	0.575
arglabin	3	D18	1	0.0450792321446673	0.121
aripiprazole	3	F24	1	0.0783343203302899	0.132
arofylline	3	I12	1	-0.0301554044920813	0.884
arry-334543	3	D12	1	0.0534362706344711	0.039
artesunate	3	M18	1	0.0409835756273097	0.169
asa-404	3	G12	1	0.0160170640725548	0.394
asc-j9	3	P12	1	0.1119237808157933	0.005
asenapine	3	I18	1	0.0138796106605461	0.522
aspirin	3	O24	1	0.0823663179509927	0.083
at13387	3	F06	1	0.1788168314923254	0.0
ataluren	3	I06	1	0.0544878780594152	0.042
atenolol	2	B18	1	-0.0451205919643283	0.924
atipamezole	2	F18	1	0.045806201199498	0.164
atn-161	3	D06	1	0.0367017640364609	0.185
atomoxetine	3	E12	1	-0.0152984221523449	0.795
atorvastatin	3	H06	1	0.0731693069947672	0.016
atracurium	3	J24	1	0.0608667509230626	0.146
atrasentan	3	D24	1	0.0627308755675098	0.17
av-608	3	G24	1	0.0895372353498049	0.054
avagacestat	3	J06	1	-0.0022548413571509	0.678
avanafil	3	L18	1	0.0192285425663366	0.321
avasimibe	3	B12	1	0.050679574571268	0.089
avl-292	3	A24	1	0.0653837818263378	0.191
avn-944	3	A18	1	-0.0166677782082742	0.889
azacitidine	3	L18	1	0.100721730989915	0.002
azathioprine	3	F24	1	0.0716215430534627	0.174
azd1208	3	G06	1	0.0857168958426159	0.003
azd1480	3	L24	1	0.0531867832581308	0.178
azd1981	3	B18	1	0.0329841182572223	0.285
azd2014	3	H06	1	0.0671668754468154	0.025
azd3514	3	D24	1	0.1110916173198319	0.003
azd4547	2	B24	1	0.0149552014031745	0.721
azd5363	3	N12	1	0.0666453581710481	0.025
azd7545	3	B12	1	-0.0324435500507852	0.95
azd7687	3	L18	1	0.0270025156979555	0.253
azd7762	3	P12	1	0.0957083710632788	0.019
azd8931	3	M06	1	0.0750766804953968	0.035
azd9668	3	L24	1	0.0738041381644652	0.081
azelaic-acid	3	F18	1	-0.0114399093770301	0.744
azelastine	3	E12	1	-0.0139982652382826	0.785
balaglitazone	4	B12	1	-0.0025707257485158	0.744
balapiravir	3	M18	1	0.1317368293789429	0.0
balicatib	3	P24	1	-0.0350432114899672	0.994
balsalazide	2	J12	1	0.0078254017431987	0.44
bambuterol	3	I24	1	0.0831854330410357	0.026
bardoxolone-methyl	3	H18	1	0.3181865201463073	0.0
basimglurant	3	E12	1	-0.0083889141929046	0.71
batimastat	3	A24	1	0.1313374791854601	0.009
bavisant	2	O18	1	-0.0065487609199722	0.706
bay-87-2243	3	H06	1	0.562919732374774	0.0
bazedoxifene	3	H12	1	0.0585271692739688	0.038
bci-540	3	I12	1	0.0140109171738966	0.331
beclomethasone-dipropionate	3	O18	1	0.4929392639634599	0.0
belinostat	3	L24	1	0.0947132922628842	0.027
bemegride	3	N12	1	0.0512597854228827	0.075
benazepril	3	M18	1	-0.0117858296485988	0.799
bendamustine	3	J06	1	0.0208603579840342	0.355
bendroflumethiazide	3	O18	1	0.0227922717832088	0.367
benzbromarone	3	P24	1	0.1369283547342209	0.9
benzthiazide	3	E24	1	0.0905190502797496	0.09
benzydamine	3	J06	1	0.0520345346579149	0.072
benzylpenicillin	3	L24	1	0.1119223691738395	0.013
bepotastine	3	C06	1	0.0586734687235769	0.024
berberine	3	L18	1	0.0238256112907483	0.277
betahistine	3	J24	1	0.0705616572798052	0.091
betulinic-acid	2	B18	1	0.0405355342805308	0.292
bevirimat-dimeglumine	3	G24	1	0.0643662725241601	0.164
bexarotene	3	A18	1	0.0725834178403083	0.049
bezafibrate	3	K18	1	0.0909331180832109	0.003
bicalutamide	3	E06	1	0.0272441846724791	0.252
bifemelane	3	A18	1	0.0150838147291653	0.508
bifonazole	3	F06	1	0.0158403530519816	0.341
bimatoprost	3	J24	1	0.0076747925844705	0.776
bindarit	3	O18	1	0.0269035259388626	0.334
biperiden	3	C12	1	0.0279476179331026	0.24
birinapant	3	H24	1	0.0445546887744	0.353
bisindolylmaleimide	3	B18	1	0.0478987073369258	0.155
bisoprolol	3	F18	1	0.0329542766755149	0.175
bitopertin	3	I12	1	0.0594373142126847	0.021
blonanserin	3	C12	1	0.0682764067742629	0.026
bms-599626	3	K24	1	0.0096801903563299	0.825
bms-707035	3	O24	1	0.0381381401976253	0.461
bms-927711	3	A18	1	-0.0087761086122357	0.832
bopindolol	3	M24	1	0.1721470600249684	0.559
bortezomib	3	D18	1	0.3820854284746594	0.0
bosentan	2	E06	1	0.0264963311235808	0.332
bosutinib	3	N24	1	0.0968237082815839	0.025
brequinar	2	K24	1	0.4211841435876274	0.023
bretazenil	3	N18	1	0.0394571195591176	0.2
brexpiprazole	4	F06	1	0.0005768868078407	0.603
brivanib	3	C06	1	0.0262673937739333	0.254
brivudine	3	H18	1	0.0613717476085992	0.025
bromocriptine	3	H12	1	0.0010838290967175	0.557
broxuridine	3	M24	1	0.1438678364886689	0.644
bruceantin	3	O12	1	0.4507831017592826	0.0
bts-54505	3	C12	1	0.0011802452904615	0.557
bucladesine	3	P24	1	0.4164552095182688	0.382
budipine	3	P12	1	0.142248446483762	0.001
bumetanide	3	M12	1	0.0371283894261914	0.13
bupivacaine	4	G12	1	-0.0006541241792479	0.716
bupropion	3	F06	1	0.0854305951589632	0.0
buspirone	3	L06	1	0.0242384188277651	0.297
butoconazole	3	E24	1	0.0920821139098451	0.083
butorphanol-(+)-tartrate	2	L18	1	0.0120939134332123	0.43
bvd-523	3	D18	1	0.0456136980026784	0.121
cabazitaxel	3	J24	1	0.3079233862367673	0.0
cabergoline	3	P24	1	0.6215920853963093	0.056
cabozantinib	3	C06	1	0.0534570134530492	0.043
caffeine	4	L12	1	0.0337520120484592	0.049
calcitriol	3	I18	1	0.1359089778257376	0.0
camicinal	3	M12	1	0.0407835015436858	0.101
camptothecin	2	D12	1	0.3889442724476196	0.0
canagliflozin	3	M12	1	-0.019102712858612	0.833
candesartan	3	I24	1	0.0945563807313163	0.014
canertinib	3	B12	1	0.1957351824983611	0.0
canrenoic-acid	3	L18	1	0.0257693176308057	0.265
capecitabine	3	K18	1	0.0117656266351695	0.414
capsaicin	3	P18	1	0.0250714450096854	0.448
carbachol	2	E18	1	0.07395595411173	0.1
carbamazepine	3	N06	1	0.0472672445346335	0.118
carbenoxolone	3	F06	1	0.0101016908687474	0.428
carbimazole	3	E06	1	-0.0149753889859983	0.794
carglumic-acid	3	N24	1	0.1469714758729627	0.001
cariprazine	3	J24	1	0.0492530487588627	0.254
carisoprodol	3	N24	1	0.0266700707771223	0.545
carprofen	3	I18	1	0.0198697955530914	0.446
carvedilol	3	N12	1	-0.0111742954140786	0.743
cb-10-277-(free-acid)	3	N12	1	0.1174259339513754	0.0
cc-401	3	D24	1	0.0192819879065263	0.664
cc-930	3	J06	1	0.0140041790154056	0.443
cediranib	3	F24	1	0.0855131326470161	0.093
cefdinir	3	B18	1	-0.0203851440173283	0.899
cefepime	3	A18	1	0.1791382327114127	0.004
cefoperazone	4	I24	1	0.0785900884894426	0.015
cefotetan	2	N24	1	0.1571723915986045	0.012
cefozopran	3	L24	1	0.066678513851368	0.102
celecoxib	4	L18	1	0.0419254909867642	0.047
cep-37440	3	O12	1	0.006081450299502	0.53
cepharanthine	3	D24	1	0.1217145585287728	0.002
cgp12177	2	H06	1	-0.0204736378257226	0.723
chlorambucil	3	D24	1	0.0573902629764167	0.203
chlormezanone	3	O24	1	0.0226536659505675	0.667
chloroxine	3	I12	1	0.0105335322044664	0.392
chlorphenamine	3	D06	1	0.0478258812876247	0.095
chlorpromazine	3	G12	1	-0.0220814609900892	0.863
chlorpropamide	3	A18	1	0.2587484115867785	0.002
chlortalidone	3	O12	1	-0.0504722278341748	0.984
cholic-acid	2	M18	1	0.0284848673987741	0.351
choline-alfoscerate	3	J24	1	0.0165869035736235	0.675
cianidanol	3	J12	1	0.0456115241640847	0.067
ciclesonide	3	M06	1	0.4068071391266272	0.0
ciglitazone	3	D18	1	0.0241195244071499	0.328
cilengitide	3	C18	1	-0.0152412658766753	0.869
cilomilast	2	F06	1	-0.0076637534721219	0.564
cilostazol	3	L18	1	0.0616679024370423	0.036
cimetidine	3	O18	1	0.0568965213464721	0.077
cinaciguat	3	P24	1	0.3962636027980955	0.425
cinepazide	3	L18	1	0.0444607689116445	0.098
cinnarizine	3	N06	1	0.0367390014964304	0.189
cinoxacin	3	K18	1	0.0592222859014341	0.037
ciprofloxacin	3	C18	1	0.0020129229949305	0.669
cisapride	3	F06	1	0.0043072390723144	0.499
citalopram	3	C18	1	-0.0302498856238103	0.95
cladribine	3	K06	1	-0.0503655111987932	0.979
clarithromycin	3	H12	1	0.0808570602247683	0.007
clenbuterol	2	H06	1	-0.0282246845004378	0.782
climbazole	3	A12	1	0.0228033174457249	0.498
clinafloxacin	3	G12	1	0.0572214667554805	0.052
clindamycin	3	F06	1	0.1656137689651913	0.0
clinofibrate	3	G24	1	0.0276243124237624	0.545
clioquinol	3	H06	1	0.0150457002341291	0.399
clobetasol	3	D18	1	0.3430219408010059	0.0
clofarabine	3	I24	1	0.1844434552507048	0.0
clofazimine	3	D06	1	0.0476325166705188	0.097
clofibric-acid	3	A24	1	0.1112839897022215	0.02
clofoctol	4	L24	1	0.0867036867281623	0.025
clomethiazole	3	O12	1	0.0564813750748418	0.042
clomifene	3	E24	1	0.0939271532487722	0.081
clonazepam	2	D24	1	-0.0362756470862564	0.929
clonidine	3	B24	1	0.1589305422111046	0.008
clotrimazole	3	B24	1	0.1368434670845074	0.021
clozapine	2	A12	1	0.0930911526850696	0.084
co-102862	3	H18	1	0.0626682675776565	0.021
cobimetinib	4	O24	1	0.0811589165927992	0.052
colchicine	2	A24	1	0.1360945847608955	0.043
colforsin-daproate	3	D06	1	-0.0037695994225624	0.638
combretastatin-a-4	3	O12	1	0.3108532194951096	0.0
conivaptan	2	A18	1	0.0396185095673949	0.328
cordycepin	2	L12	1	0.1015582674602693	0.012
cp-945,598	3	F24	1	0.0751613236797259	0.146
cpi-1189	3	N18	1	-0.0058730788288156	0.766
cpi-613	3	K18	1	0.0082663649341993	0.471
cromoglicic-acid	3	L18	1	0.0472639035347822	0.079
ct-7758	3	P12	1	0.1857878327163683	0.0
cts-1027	3	P24	1	0.4383670091304409	0.34
curcumin	3	N18	1	0.0731336221719755	0.036
cx-4945	3	C12	1	0.0416110442079278	0.116
cx-5461	3	D18	1	0.133291429245863	0.0
cx516	3	B12	1	0.0045461298851324	0.61
cyanocobalamin	3	P24	1	0.4836350024951182	0.26
cyclizine	2	P12	1	-0.0590696158159703	0.98
cyclobenzaprine	2	L12	1	-0.0341858999920465	0.822
cyclosporin-a	3	N06	1	0.3163907043023036	0.0
cyproheptadine	3	H18	1	0.0361348141078978	0.128
cyproterone-acetate	3	H12	1	-0.0095260377471118	0.697
cytarabine	3	M12	1	0.0055914639589854	0.519
cytisine	3	A12	1	0.1702324408530931	0.0
d-serine	3	M12	1	-0.0021773020299882	0.603
dabigatran-etexilate	3	F18	1	0.0425086782413746	0.107
dabrafenib	3	I24	1	0.1683941442417064	0.001
dacarbazine	3	N06	1	0.0697157044363321	0.023
dacinostat	3	E18	1	0.5908252431914526	0.0
dacomitinib	3	F24	1	0.351883020057941	0.0
danazol	3	A24	1	0.1871920686575258	0.001
danegaptide	3	N12	1	0.0523828724229734	0.073
dantrolene	3	C06	1	0.1783122873174707	0.0
danusertib	3	A12	1	0.1293785322703932	0.002
dapagliflozin	3	F18	1	0.0060273969423283	0.508
dapivirine	3	E06	1	0.0738179551166371	0.015
dapsone	3	F06	1	0.0919227156220822	0.0
darifenacin	3	F24	1	0.0630537847755966	0.235
darunavir	3	D18	1	0.0012285404002018	0.666
dasabuvir	4	M06	1	0.0140647131710624	0.586
dasatinib	3	L18	1	0.2286143728514418	0.0
dazoxiben	3	G06	1	0.0516395599773565	0.071
decitabine	3	B24	1	0.2066160420004426	0.006
defactinib	2	N24	1	-0.0132093289356575	0.855
deferasirox	3	M24	1	0.1072136297524128	0.72
deferiprone	3	K06	1	0.0688741260189845	0.011
deforolimus	3	E24	1	0.5811338754738267	0.0
dehydroepiandrosterone	3	E12	1	0.0127756840043958	0.408
delanzomib	3	L06	1	0.2560369155937654	0.0
delivert	3	D18	1	0.0776528239067766	0.014
deoxycholic-acid	3	P06	1	0.1314594677650383	0.003
dequalinium	3	M06	1	0.2433128236627188	0.0
desmopressin-acetate	3	L24	1	0.0571581200226799	0.153
dexamethasone	2	N06	1	0.354135193936741	0.0
dexamethasone	4	F06	1	0.354135193936741	0.0
dexfenfluramine	3	I12	1	0.0473873890755241	0.056
dexloxiglumide	3	P06	1	-0.0070942649355821	0.858
dexniguldipine	2	O24	1	0.0251748585341767	0.583
dextromethorphan	3	G12	1	0.0400475395189268	0.134
diacerein	3	F24	1	0.0373817580292328	0.526
diazepam	2	E18	1	0.1514417226644191	0.001
diazoxide	3	P24	1	0.6701856978231792	0.026
diclofenac	3	C12	1	-0.0020017103477306	0.618
diclofensine	3	M18	1	0.0647688982168885	0.042
dicloxacillin	3	H06	1	0.0421058846600161	0.108
dicoumarol	3	G24	1	0.0672530642307087	0.144
dideoxyadenosine	3	K18	1	0.0953173948975467	0.002
dienogest	3	J06	1	0.0389262154927389	0.145
diethylcarbamazine	3	C12	1	0.0320823845311035	0.213
diethylstilbestrol	3	C18	1	0.0930524619357461	0.01
diflunisal	3	G12	1	0.0339444321121769	0.185
dihydroergocristine	2	O18	1	-0.0182411585645296	0.795
dihydroergotamine	3	N24	1	0.0774975087655393	0.066
dilazep	3	N24	1	0.1456845581611115	0.001
diltiazem	3	F18	1	0.073902031996039	0.013
dimesna	3	O12	1	0.0572945695596146	0.042
dimethyl-fumarate	3	A12	1	0.0854008837208228	0.031
diminazene-aceturate	3	C12	1	-0.0572669481494226	0.985
dinaciclib	3	J06	1	0.4092568322741264	0.0
dinoprost	3	A12	1	0.018974405109281	0.539
diosmin	3	E18	1	0.0145917491968622	0.532
diphenidol	4	H12	1	0.0243479860772578	0.126
dipraglurant	3	I18	1	0.006108914472267	0.647
dipyridamole	3	P18	1	0.0323818353190858	0.363
disopyramide	3	M24	1	0.027055725074536	0.941
disulfiram	3	E24	1	0.0700316594571997	0.207
dmp-777	3	L12	1	0.0126484029645102	0.32
docetaxel	3	H18	1	0.3845546570848702	0.0
dofequidar	3	N06	1	-0.0067974489455004	0.7
dolutegravir	2	P12	1	0.1688967440793916	0.008
donepezil	2	L12	1	0.0589674661029133	0.093
donitriptan	3	I18	1	0.0326343251855804	0.276
dopamine	2	O12	1	0.0566012238399771	0.123
doramapimod	2	C06	1	0.1310115264858988	0.006
dorzolamide	3	K18	1	-0.0425325951727931	0.965
doxapram	3	F06	1	0.0608746262024046	0.019
doxazosin	3	H12	1	0.0749438754408708	0.011
doxepin	3	N06	1	0.1115949292671541	0.0
doxifluridine	3	H24	1	0.1509083553244035	0.001
doxofylline	3	J12	1	0.008476072560426	0.392
doxorubicin	3	L24	1	0.5133299052907871	0.0
doxycycline-hyclate	3	D12	1	0.0643158893337982	0.017
dpcpx	4	I06	1	0.0868916256839792	0.0
dpi-201106	3	H24	1	0.0403670347485115	0.396
dronedarone	3	G06	1	0.0005793707514406	0.612
droperidol	3	J06	1	0.0078973612224922	0.541
drospirenone	4	E12	1	-0.0004575175549238	0.622
du-728	3	E12	1	-0.0053839146617496	0.676
duloxetine	3	L18	1	-0.0008997000780547	0.645
dutasteride	3	L06	1	0.0646025096407313	0.036
e-2012	3	O18	1	0.0474581297459201	0.143
ebselen	3	L24	1	0.0739656253352742	0.081
econazole	3	D18	1	0.0851918110776058	0.005
edoxaban	3	K24	1	0.0224917077613099	0.703
edoxudine	3	E24	1	0.0459739846877579	0.416
efaproxiral	2	B12	1	-0.0651587724971638	0.97
efavirenz	2	G24	1	0.0044427560320498	0.756
eflornithine	3	L24	1	0.0523646491220918	0.18
elesclomol	3	O18	1	0.4309405832927013	0.0
ellagic-acid	3	P18	1	0.070119183358195	0.06
emd-1214063	3	P12	1	0.0311069755913515	0.47
emd-53998	3	L06	1	0.0365417854756057	0.182
emedastine	2	M18	1	0.0025722831005504	0.614
emtricitabine	3	O24	1	0.0718214252537055	0.157
enalapril	3	H06	1	0.071068833010382	0.019
enoxacin	2	L24	1	0.1994823272429299	0.02
entecavir	3	C06	1	0.0376359900074552	0.139
entinostat	3	A24	1	0.0948834548004954	0.061
enzalutamide	3	I24	1	0.0418239558260573	0.287
enzastaurin	2	P06	1	-0.0010858836898936	0.709
eperezolid	3	H12	1	0.0401261439502055	0.094
epinastine	3	M12	1	0.016246545697883	0.372
epinephrine	3	E06	1	0.0071133575658662	0.529
epirizole	2	E24	1	-0.0001677174376525	0.808
epirubicin	3	E12	1	0.6909831885653778	0.0
epitiostanol	4	J24	1	0.184109482449544	0.0
epothilone-b	3	C12	1	0.4649680964035493	0.0
equol	3	L06	1	0.0336204789639848	0.207
ercalcitriol	3	J24	1	0.0526085165176794	0.221
erlotinib	3	G06	1	0.1286338923303872	0.0
erteberel	3	B24	1	0.1015128538759406	0.041
erythromycin	2	C12	1	0.0237518955684432	0.366
erythromycin	4	G12	1	0.0237518955684432	0.251
escitalopram	3	H24	1	0.027798691256037	0.547
esmolol	3	M18	1	-0.0605009736757936	0.99
estramustine	3	H12	1	0.1441983314996905	0.0
estramustine-phosphate	4	A12	1	0.0468056975517245	0.175
estriol	3	P18	1	0.1132003557001519	0.001
estrone	2	C18	1	-0.0089522241339379	0.732
etacrynic-acid	3	H12	1	0.0680530101921823	0.022
etanidazole	3	K18	1	0.0508782236888919	0.068
etazolate	3	J06	1	0.0774405139034473	0.012
ethinyl-estradiol	4	K06	1	0.0436567813880579	0.036
ethylenediaminetetraacetic-acid	3	B12	1	0.0709313441818169	0.033
etizolam	3	D12	1	0.0416138395774062	0.085
etodolac	3	J06	1	0.060947729731351	0.03
etofylline-clofibrate	3	N18	1	0.0320761826960558	0.276
etomidate	3	O18	1	0.0299027947325747	0.308
etomoxir	3	E18	1	0.0128551892953048	0.557
etoposide	3	P24	1	0.3466727605454389	0.556
etoricoxib	3	K06	1	0.0361574153581049	0.145
etravirine	3	I12	1	0.0257340327219181	0.198
eugenol	3	M06	1	0.0308487975139376	0.32
everolimus	3	H06	1	0.3448881007559765	0.0
evp-6124	3	M06	1	0.0513488765136277	0.148
exalamide	3	C12	1	0.0147410477816341	0.375
exemestane	2	A24	1	0.0426517555427595	0.45
exherin	3	H18	1	0.0290740386864598	0.186
fadrozole	3	N18	1	0.1003993620127363	0.006
famciclovir	3	B24	1	0.0777743304419447	0.12
famotidine	4	D24	1	0.0338163947239774	0.492
faropenem	3	M06	1	0.3565303038290867	0.0
fasudil	3	L06	1	-0.0033969614137019	0.662
favipiravir	3	B24	1	0.0051157135079029	0.87
fdcyd	3	P06	1	0.6732485248213828	0.0
febuxostat	3	I18	1	0.0256847004363156	0.36
felbinac	3	P18	1	-0.0040367950253652	0.756
felodipine	3	G12	1	-0.0389200811856871	0.953
fenobam	2	O18	1	0.0278725832899028	0.391
fenoterol	3	I06	1	0.0453286222308143	0.081
fenticonazole	3	N24	1	0.1548609311079831	0.0
fexofenadine	3	L12	1	-0.0103163259574031	0.66
fiacitabine	3	L24	1	-0.0330655840788292	0.976
fidarestat	3	G12	1	0.0040719413744307	0.577
fidaxomicin	3	D18	1	0.1189859526133881	0.0
filgotinib	3	H18	1	0.1492995235418908	0.0
finasteride	3	A18	1	0.047553202264302	0.157
fipronil	3	O24	1	0.0726703044501793	0.148
firategrast	3	L06	1	0.0679261294814936	0.029
flavoxate	2	H18	1	0.0336883840296896	0.234
flecainide	3	I06	1	0.0081679365589407	0.498
floxuridine	3	P18	1	0.8060126839770623	0.0
fluconazole	3	G24	1	0.1370536156849414	0.001
fludarabine-phosphate	3	K24	1	0.1001012905889782	0.157
fludroxycortide	3	N12	1	0.3921473557575698	0.0
flumatinib	3	F06	1	0.1363268907750247	0.0
flumazenil	3	M06	1	-0.0118580167882518	0.832
fluocinonide	3	P12	1	0.2153711088860107	0.0
fluorometholone	2	G06	1	0.276020254434347	0.0
fluorouracil	3	J24	1	0.0190170969265278	0.649
fluoxetine	3	A18	1	0.1090873934020708	0.012
fluphenazine	3	K24	1	0.0446477199365891	0.515
fluspirilene	2	L12	1	0.0404035314468404	0.171
flutamide	2	A24	1	0.0694225043285657	0.267
fluticasone	3	B24	1	0.3421146179859073	0.002
flutrimazole	4	B18	1	0.0300752519254038	0.259
fluvoxamine	3	H18	1	-0.0015358551403415	0.604
folic-acid	3	O24	1	0.1084313248472535	0.021
fomepizole	3	F06	1	0.0363379433457412	0.105
fomocaine	3	B18	1	0.0003376225957077	0.704
foretinib	4	P24	1	0.7370644986307687	0.002
formestane	3	O18	1	0.1861426463360572	0.0
formoterol	2	I18	1	0.0706393880347018	0.119
forskolin	3	J12	1	0.0349640655558372	0.113
fosfomycin	3	I24	1	0.0892568349275644	0.018
fostamatinib	3	D24	1	0.0770660859900016	0.086
fpl-62064	3	M12	1	0.024849029336222	0.257
ftorafur	3	O12	1	-0.0348681499188887	0.939
fulvestrant	4	O12	1	0.0628769996097273	0.005
fusidic-acid	3	L18	1	-0.001999400993742	0.655
gabapentin	3	M24	1	0.5582189720753236	0.004
galeterone	3	A18	1	0.0295912269113375	0.329
ganaxolone	3	H24	1	0.020823850143432	0.65
gatifloxacin	3	B12	1	0.0583785779555999	0.066
gdc-0068	3	I12	1	0.1332296805455778	0.0
gdc-0152	3	M06	1	0.1196044205174713	0.005
gdc-0199	3	G06	1	0.0725262876533498	0.016
gdc-0834	3	H12	1	0.0465670076458358	0.069
gefitinib	3	H18	1	0.0724508478217249	0.011
gemcitabine	3	N18	1	0.476835823527058	0.0
gemfibrozil	3	M24	1	0.1617599011527046	0.594
gemifloxacin	2	H24	1	-0.0484567394522418	0.965
genz-644282	3	E06	1	0.5919725075287651	0.0
gestrinone	3	P18	1	0.2373843865409474	0.0
gimeracil	3	N18	1	0.1204387817010175	0.001
ginkgolide-b	3	F18	1	0.0145150918255577	0.399
glasdegib	3	L06	1	0.0272879574449703	0.278
gliclazide	3	P06	1	0.0387546898240936	0.293
glimepiride	3	K24	1	0.0315418868591382	0.623
glipizide	3	B18	1	0.0711684428207343	0.027
gliquidone	3	B18	1	0.0091354130539908	0.598
glycitein	3	M18	1	0.0371675139674243	0.199
glycopyrrolate	3	N24	1	0.1275407822864136	0.003
golvatinib	3	F18	1	0.01255830793942	0.418
goserelin-acetate	3	L24	1	0.0359670487022421	0.358
granisetron	3	M12	1	0.0581001635417739	0.034
grazoprevir	3	N12	1	0.0272611213420837	0.229
griseofulvin	3	C06	1	0.0502933640191991	0.057
gsk1292263	3	G24	1	0.092470268049373	0.048
