compound	no_of_compounds	well	dose_recode	median_score	p_value
amonafide	5	C18	1	-0.001344086021508	0.842
amoxapine	4	I18	1	0.0795310183505041	0.15
ampalex	5	A18	1	-0.0019987476901786	0.976
amrinone	5	L12	1	0.0004187041886924	0.606
amsacrine	5	D12	1	0.8559220986391138	0.0
amtolmetin-guacil	5	K06	1	-0.0008939178013166	0.769
amuvatinib	5	M18	1	-0.0013440860215049	0.736
anamorelin	4	E24	1	0.0208838725716029	0.174
anandamide	2	K18	1	0.0057993528571344	0.392
andrographolide	5	N24	1	0.001967648149927	0.509
anecortave-acetate	5	G24	1	-0.0013440860215054	0.896
anidulafungin	5	J12	1	8.940760572000953e-05	0.625
aniracetam	5	D24	1	-1.3114509478384662e-15	0.838
anisodamine	5	N06	1	0.3581965484146304	0.002
ap26113	5	B18	1	0.003279802193786	0.429
apafant	5	I06	1	0.0021740875662094	0.491
apd668	5	L24	1	0.0023559184409189	0.402
aphidicolin	5	M06	1	0.5443261122094969	0.0
api-001	5	H18	1	0.0031831023838582	0.37
apixaban	5	P12	1	0.0673130976287273	0.098
apocynin	5	P24	1	0.0032502363610751	0.681
apremilast	5	D06	1	0.0219900506399417	0.207
aprepitant	5	K06	1	0.0016117631446051	0.589
arbutin	5	B18	1	-0.0016703471770846	0.861
argatroban	5	J24	1	0.00251989268273	0.369
arglabin	5	D18	1	0.1114157637403132	0.028
aripiprazole	5	F24	1	-0.0166495198678644	0.996
arofylline	5	I12	1	0.2358236377449503	0.037
arry-334543	5	D12	1	0.0282896588373282	0.181
artesunate	5	M18	1	0.0002510186086305	0.59
asa-404	5	G12	1	0.097854937602826	0.203
asc-j9	5	P12	1	0.1723121615102775	0.03
asenapine	5	I18	1	-0.0004610837305665	0.736
aspirin	5	O24	1	0.3405063876001094	0.021
at13387	5	F06	1	-0.0013440860211903	0.853
ataluren	5	I06	1	0.4857872182209416	0.004
atenolol	5	B18	1	0.0020622516053612	0.481
atipamezole	2	F18	1	-0.0037039298769381	0.718
atn-161	4	D06	1	0.0307112574936841	0.229
atomoxetine	5	E12	1	0.1333882418827627	0.048
atorvastatin	5	H06	1	-0.0013440860215054	0.803
atracurium	5	J24	1	0.5941393878334023	0.003
atrasentan	5	D24	1	0.0013435705030079	0.703
av-608	5	G24	1	-0.0034584019647648	0.961
avagacestat	5	J06	1	0.2865999098977644	0.064
avanafil	5	L18	1	0.3193320701972982	0.008
avasimibe	5	B12	1	0.3918315344943044	0.009
avl-292	5	A24	1	0.2255139663589269	0.057
avn-944	5	A18	1	-0.0017997912078087	0.971
azacitidine	5	L18	1	0.3268470409719215	0.008
azathioprine	5	F24	1	0.0209525980976663	0.109
azd1208	5	G06	1	0.2624730841916828	0.134
azd1480	5	L24	1	-0.0046107379660569	0.946
azd1981	5	B18	1	0.0030571805894702	0.432
azd2014	5	H06	1	0.0013440860215055	0.621
azd3514	5	D24	1	-0.0013521000275746	0.932
azd4547	5	B24	1	0.1065439735631755	0.062
azd5363	5	N12	1	6.245004513516506e-17	0.601
azd7545	5	B12	1	0.0012148565778912	0.707
azd7687	5	L18	1	0.0156258451711611	0.186
azd7762	5	P12	1	0.0068933322293986	0.461
azd8931	5	M06	1	0.0010393582663917	0.499
azd9668	5	L24	1	-0.0022657608516251	0.914
azelaic-acid	5	F18	1	0.0066705412563905	0.311
azelastine	5	E12	1	-0.0018124179260882	0.84
balaglitazone	4	B12	1	0.0012600400698977	0.658
balapiravir	5	M18	1	0.0030812549208316	0.297
balicatib	5	P24	1	-0.000435309486419	0.879
balsalazide	2	J12	1	-0.0366286839604086	0.931
bambuterol	5	I24	1	-0.0012810406724841	0.879
bardoxolone-methyl	5	H18	1	0.0013440860215337	0.491
basimglurant	5	E12	1	0.1821356615774667	0.032
batimastat	5	A24	1	0.0206978906414293	0.338
bavisant	5	O18	1	0.0051465705784854	0.295
bay-87-2243	5	H06	1	0.0394798483200107	0.289
bazedoxifene	5	H12	1	-0.0013426802754075	0.773
bci-540	5	I12	1	0.1885806668708026	0.054
beclomethasone-dipropionate	5	O18	1	0.0199655809833922	0.171
belinostat	5	L24	1	0.026972522507846	0.135
bemegride	5	N12	1	-0.0053054437780006	0.843
benazepril	5	M18	1	0.0183056648187557	0.161
bendamustine	5	J06	1	-0.002451564427211	0.897
bendroflumethiazide	5	O18	1	0.0002743183022319	0.726
benzbromarone	5	P24	1	0.4524963581358519	0.088
benzthiazide	5	E24	1	-0.0013409939440407	0.786
benzydamine	5	J06	1	-0.0023324691968813	0.895
benzylpenicillin	5	L24	1	0.0006928686594193	0.675
bepotastine	5	C06	1	0.0521230791137846	0.137
berberine	5	L18	1	0.0027261090383636	0.333
betahistine	5	J24	1	-0.0001377264877384	0.742
betulinic-acid	2	B18	1	-0.0060154334084322	0.778
bevirimat-dimeglumine	5	G24	1	0.00133907711994	0.686
bexarotene	5	A18	1	0.8359912214842541	0.002
bezafibrate	5	K18	1	0.0013087783361519	0.627
bicalutamide	5	E06	1	0.0207377821743745	0.268
bifemelane	5	A18	1	0.0036526804540147	0.599
bifonazole	5	F06	1	0.4438777820395355	0.016
bimatoprost	5	J24	1	0.0664609203454863	0.061
bindarit	5	O18	1	0.0027736204699807	0.356
biperiden	4	C12	1	0.3648585197685118	0.008
birinapant	5	H24	1	-0.0067509358345807	0.98
bisindolylmaleimide	5	B18	1	0.0003123335044705	0.685
bisoprolol	5	F18	1	0.0012894905545037	0.582
bitopertin	5	I12	1	0.0805680135931137	0.13
blonanserin	5	C12	1	0.0016020698568843	0.431
bms-599626	5	K24	1	0.223422518853625	0.024
bms-707035	5	O24	1	0.2053131138992205	0.053
bms-927711	5	A18	1	0.0793030729710515	0.142
bopindolol	5	M24	1	0.5511751621771297	0.04
bortezomib	5	D18	1	0.5775633312922652	0.0
bosentan	5	E06	1	0.449728368135563	0.009
bosutinib	5	N24	1	0.298942004993644	0.011
brequinar	5	K24	1	0.0109120628710752	0.304
bretazenil	5	N18	1	0.1714743767703527	0.011
brexpiprazole	4	F06	1	-0.0002892890432823	0.745
brivanib	5	C06	1	0.0015717974546467	0.508
brivudine	5	H18	1	-0.0055974830532789	0.918
bromocriptine	5	H12	1	-0.0135860601314598	0.967
broxuridine	5	M24	1	-0.0029417903865492	0.987
bruceantin	5	O12	1	0.7757189683184116	0.0
bts-54505	5	C12	1	-0.001338678839661	0.788
bucladesine	5	P24	1	-0.0007514149914059	0.887
budipine	5	P12	1	-5.205146599571076e-05	0.808
bumetanide	5	M12	1	0.000592170689714	0.508
bupivacaine	4	G12	1	0.0575469377606368	0.334
bupropion	5	F06	1	0.3522131412504941	0.046
buspirone	5	L06	1	0.2740110448966597	0.042
butoconazole	5	E24	1	0.0059306368129071	0.177
butorphanol-(+)-tartrate	2	L18	1	-0.0106093639191282	0.791
bvd-523	5	D18	1	0.0571662262784292	0.06
cabazitaxel	5	J24	1	0.7470783339694868	0.0
cabergoline	5	P24	1	0.0126810782226364	0.455
cabozantinib	5	C06	1	-0.0004472382731164	0.774
caffeine	4	L12	1	-0.0113431097166421	0.87
calcitriol	5	I18	1	0.3473709513825544	0.006
camicinal	5	M12	1	-8.730586588023083e-05	0.592
camptothecin	2	D12	1	0.0025289175140434	0.395
canagliflozin	5	M12	1	-0.0191763019415706	0.969
candesartan	5	I24	1	0.3045387459976138	0.009
canertinib	5	B12	1	0.0049931336941408	0.482
canrenoic-acid	5	L18	1	0.0467329270225602	0.093
capecitabine	5	K18	1	0.0032293276122689	0.392
capsaicin	5	P18	1	0.0018048712353283	0.621
carbachol	5	E18	1	0.0042397211446947	0.388
carbamazepine	5	N06	1	-0.0008447939588044	0.734
carbenoxolone	5	F06	1	0.001341577321632	0.615
carbimazole	5	E06	1	0.00220466408784	0.505
carglumic-acid	5	N24	1	0.3532322971037579	0.006
cariprazine	5	J24	1	-0.0001570156888092	0.745
carisoprodol	5	N24	1	0.0020215312677515	0.504
carprofen	5	I18	1	0.3138611872940164	0.009
carvedilol	5	N12	1	-0.0011098299378849	0.681
cb-10-277-(free-acid)	5	N12	1	-0.0009948872291025	0.68
cc-401	5	D24	1	-0.0014124929973733	0.937
cc-930	5	J06	1	0.0225928265147786	0.38
cediranib	5	F24	1	-0.0013875280896102	0.81
cefdinir	5	B18	1	1.021241425853514e-06	0.705
cefepime	5	A18	1	0.3750750948761207	0.013
cefoperazone	4	I24	1	0.3149721016509075	0.03
cefotetan	5	N24	1	-8.9770364557587e-05	0.85
cefozopran	5	L24	1	0.1864069397822652	0.016
celecoxib	4	L18	1	0.0077565921271497	0.321
cep-37440	5	O12	1	-0.0006064894453541	0.78
cepharanthine	5	D24	1	0.001633583645851	0.586
cgp12177	2	H06	1	-0.0253345154211571	0.842
chlorambucil	5	D24	1	0.0059913308327704	0.359
chlormezanone	5	O24	1	0.0265270625856784	0.374
chloroxine	5	I12	1	0.002804265325993	0.473
chlorphenamine	5	D06	1	0.0821230241721608	0.076
chlorpromazine	5	G12	1	0.0030824474055898	0.541
chlorpropamide	5	A18	1	-0.0015849283505408	0.957
chlortalidone	5	O12	1	-0.0013387705599753	0.807
cholic-acid	2	M18	1	0.0052541709161849	0.391
choline-alfoscerate	5	J24	1	-0.0035857534155664	0.94
cianidanol	5	J12	1	0.0101530332964783	0.208
ciclesonide	5	M06	1	0.0077398553626104	0.226
ciglitazone	5	D18	1	0.0003265213168166	0.611
cilengitide	5	C18	1	-0.0014729319190595	0.857
cilomilast	2	F06	1	0.001874909245984	0.506
cilostazol	5	L18	1	-0.001160651863127	0.759
cimetidine	5	O18	1	0.2432297186451166	0.008
cinaciguat	5	P24	1	-0.0012805707457327	0.918
cinepazide	5	L18	1	3.122935937627247e-15	0.671
cinnarizine	5	N06	1	-0.0004414099294411	0.705
cinoxacin	5	K18	1	0.0519788645138692	0.116
ciprofloxacin	5	C18	1	-0.0017729072076623	0.885
cisapride	5	F06	1	0.1596134711045931	0.134
citalopram	5	C18	1	0.0005568240065068	0.663
cladribine	5	K06	1	0.4567110054736011	0.003
clarithromycin	5	H12	1	0.0013440860215054	0.571
clenbuterol	5	H06	1	0.3079520129824631	0.029
climbazole	5	A12	1	0.2201909690579428	0.024
clinafloxacin	5	G12	1	-0.0021665395467055	0.89
clindamycin	5	F06	1	-0.0025585981012801	0.91
clinofibrate	5	G24	1	0.0110806822459205	0.29
clioquinol	5	H06	1	0.284074086047533	0.041
clobetasol	5	D18	1	0.0214595734507258	0.154
clofarabine	5	I24	1	0.0032328176391627	0.477
clofazimine	5	D06	1	-0.0013440860215056	0.749
clofibric-acid	5	A24	1	0.0078714562530158	0.422
clofoctol	4	L24	1	0.2297112694611901	0.03
clomethiazole	5	O12	1	-0.0054938139379804	0.912
clomifene	5	E24	1	0.000164626476054	0.613
clonazepam	2	D24	1	0.0489345734475807	0.287
clonidine	5	B24	1	0.001714306280341	0.669
clotrimazole	5	B24	1	0.0022690492924718	0.572
clozapine	2	A12	1	0.04719839041974	0.296
co-102862	5	H18	1	-0.0013440860215052	0.81
cobimetinib	4	O24	1	0.2574584731838027	0.08
colchicine	4	A24	1	0.0177250372828337	0.436
colforsin-daproate	5	D06	1	0.0013440860215367	0.503
combretastatin-a-4	5	O12	1	0.5992416283042252	0.001
conivaptan	2	A18	1	0.0433899373939877	0.349
cordycepin	5	L12	1	0.0016486690078594	0.466
cp-945,598	5	F24	1	0.0038990768748708	0.245
cpi-1189	5	N18	1	0.0094855475456541	0.196
cpi-613	5	K18	1	-0.0013440860212845	0.833
cromoglicic-acid	5	L18	1	0.0320404621083704	0.128
ct-7758	5	P12	1	0.2249876930341058	0.021
cts-1027	5	P24	1	0.5391085411839902	0.08
curcumin	5	N18	1	0.1975409504314214	0.008
cx-4945	5	C12	1	0.0908515593525855	0.054
cx-5461	5	D18	1	0.0384338160104733	0.091
cx516	5	B12	1	-2.895687162274285e-15	0.781
cyanocobalamin	5	P24	1	0.6233109745099478	0.054
cyclizine	5	P12	1	0.0011394663582994	0.74
cyclobenzaprine	2	L12	1	0.0018732143985847	0.429
cyclosporin-a	5	N06	1	0.0016337073829381	0.439
cyproheptadine	5	H18	1	0.3407349876956483	0.001
cyproterone-acetate	5	H12	1	0.4621947120344861	0.005
cytarabine	5	M12	1	0.0240763821779404	0.139
cytisine	5	A12	1	0.0015891418709212	0.723
d-serine	5	M12	1	-0.0011571811550214	0.691
dabigatran-etexilate	5	F18	1	-0.0076520852180124	0.927
dabrafenib	5	I24	1	0.0014132655846941	0.662
dacarbazine	5	N06	1	0.0183392725055812	0.147
dacinostat	5	E18	1	0.3495103461136675	0.007
dacomitinib	5	F24	1	0.3730049886215376	0.002
danazol	5	A24	1	0.0013485488362178	0.704
danegaptide	5	N12	1	0.0022533863585805	0.4
dantrolene	5	C06	1	0.0470123910003967	0.147
danusertib	5	A12	1	0.0058255656024853	0.519
dapagliflozin	5	F18	1	0.0019770012273165	0.41
dapivirine	5	E06	1	0.0115656976113079	0.336
dapsone	5	F06	1	-0.0096455203088192	0.968
darifenacin	5	F24	1	0.001344086021496	0.52
darunavir	5	D18	1	0.0014418206929904	0.426
dasabuvir	4	M06	1	0.0176709409771261	0.253
dasatinib	5	L18	1	0.4875373436533141	0.002
dazoxiben	5	G06	1	0.1834111717617172	0.197
decitabine	5	B24	1	0.0244968196676906	0.226
defactinib	2	N24	1	0.0024202887791482	0.443
deferasirox	5	M24	1	0.0034729935145642	0.638
deferiprone	5	K06	1	0.0107059606076399	0.427
deforolimus	5	E24	1	0.1244222329657317	0.013
dehydroepiandrosterone	5	E12	1	0.0055305793794699	0.256
delanzomib	5	L06	1	0.2017284393953923	0.073
delivert	5	D18	1	-0.0023746869496908	0.865
deoxycholic-acid	5	P06	1	-0.0013458354489067	0.895
dequalinium	5	M06	1	0.0035805351411541	0.291
desmopressin-acetate	5	L24	1	0.0018354837114644	0.468
dexamethasone	5	F06	1	0.0226259284796015	0.298
dexamethasone	5	N06	1	0.0226259284796015	0.13
dexfenfluramine	5	I12	1	0.2461403120704451	0.03
dexloxiglumide	5	P06	1	-0.0005456066777002	0.839
dexniguldipine	2	O24	1	0.0076605653155562	0.526
dextromethorphan	5	G12	1	-0.0106112915016678	0.973
diacerein	5	F24	1	-0.0010796067951837	0.765
diazepam	5	E18	1	0.0095591385414647	0.32
diazoxide	5	P24	1	0.1308761859577931	0.142
diclofenac	5	C12	1	-0.0004253293265213	0.725
diclofensine	5	M18	1	0.2793637333336755	0.008
dicloxacillin	5	H06	1	0.00134408602151	0.618
dicoumarol	5	G24	1	0.0030174863899079	0.462
dideoxyadenosine	5	K18	1	0.001458927367284	0.555
dienogest	5	J06	1	0.0990117882753804	0.195
diethylcarbamazine	5	C12	1	-0.0033130151351007	0.901
diethylstilbestrol	5	C18	1	0.0016962084955847	0.513
diflunisal	5	G12	1	0.0008489795791778	0.684
dihydroergocristine	5	O18	1	-0.0018393776595913	0.943
dihydroergotamine	5	N24	1	0.0528552632746043	0.096
dilazep	5	N24	1	0.0337023434873755	0.149
diltiazem	5	F18	1	-0.003758841999015	0.893
dimesna	5	O12	1	0.0926836085152078	0.072
dimethyl-fumarate	5	A12	1	0.0019005097882017	0.681
diminazene-aceturate	5	C12	1	0.0136880697521934	0.228
dinaciclib	5	J06	1	0.0153320042667247	0.414
dinoprost	5	A12	1	0.0213395572093843	0.28
diosmin	5	E18	1	0.0001307957580859	0.699
diphenidol	4	H12	1	0.0849348011231361	0.209
dipraglurant	5	I18	1	0.0006871593382608	0.606
dipyridamole	5	P18	1	0.0364060581019509	0.222
disopyramide	5	M24	1	0.0180465748485738	0.433
disulfiram	5	E24	1	0.0034452932926525	0.212
dmp-777	5	L12	1	0.0044418259938129	0.371
docetaxel	5	H18	1	0.76328401513255	0.0
dofequidar	5	N06	1	0.2039320657697257	0.009
dolutegravir	5	P12	1	0.0039587357946912	0.531
donepezil	5	L12	1	0.0003723664658974	0.609
donitriptan	5	I18	1	0.0024923160201442	0.393
dopamine	2	O12	1	0.0293856204312802	0.401
doramapimod	5	C06	1	0.4740925253691377	0.001
dorzolamide	5	K18	1	-0.0008647778255046	0.809
doxapram	5	F06	1	0.0036224459789025	0.424
doxazosin	5	H12	1	0.1474852604721364	0.106
doxepin	5	N06	1	-0.0013770758300248	0.77
doxifluridine	5	H24	1	0.3443574963960293	0.003
doxofylline	5	J12	1	-0.0005486148882343	0.708
doxorubicin	5	L24	1	0.6438912410919416	0.003
doxycycline-hyclate	5	D12	1	0.0035900462373954	0.326
dpcpx	4	I06	1	0.0667392896051382	0.293
dpi-201106	5	H24	1	0.2803892997039109	0.006
dronedarone	5	G06	1	0.0063932748321322	0.612
droperidol	5	J06	1	0.3517825040058225	0.037
drospirenone	4	E12	1	0.2923756199732269	0.015
du-728	5	E12	1	-0.0096260462022881	0.95
duloxetine	5	L18	1	-0.0013087776136356	0.766
dutasteride	5	L06	1	0.5460455479883796	0.001
e-2012	5	O18	1	0.003792152603737	0.325
ebselen	5	L24	1	0.021761671239522	0.158
econazole	5	D18	1	-0.0017288967928324	0.833
edoxaban	5	K24	1	-0.0016382517100258	0.87
edoxudine	5	E24	1	0.1136649121740383	0.014
efaproxiral	2	B12	1	-0.0594333166591083	0.983
efavirenz	2	G24	1	-0.1117566308171983	0.975
eflornithine	5	L24	1	-0.0013440860211117	0.848
elesclomol	5	O18	1	0.0105489122976376	0.235
ellagic-acid	5	P18	1	-0.0016178788901342	0.915
emd-1214063	5	P12	1	0.3172166838794471	0.014
emd-53998	5	L06	1	-0.0036193467101217	0.855
emedastine	5	M18	1	0.0239298482909128	0.135
emtricitabine	5	O24	1	-0.0019341613086836	0.988
enalapril	5	H06	1	0.1586916324457647	0.122
enoxacin	5	L24	1	-0.001525679567728	0.871
entecavir	5	C06	1	0.0182965214183104	0.248
entinostat	5	A24	1	0.0130464235585036	0.381
enzalutamide	5	I24	1	-0.0013440860215054	0.894
enzastaurin	5	P06	1	-0.001709801156485	0.931
eperezolid	5	H12	1	0.0013440860215043	0.577
epinastine	5	M12	1	0.0024996717181964	0.303
epinephrine	5	E06	1	-0.0005256427100092	0.79
epirizole	2	E24	1	0.0022476455779231	0.395
epirubicin	5	E12	1	0.5787808584348236	0.001
epitiostanol	4	J24	1	0.1288363507074398	0.068
epothilone-b	5	C12	1	0.0025153454558792	0.365
equol	5	L06	1	0.4417308876855647	0.007
ercalcitriol	5	J24	1	0.0075824506577129	0.25
erlotinib	5	G06	1	0.505574487418932	0.005
erteberel	5	B24	1	0.0045897156750724	0.475
erythromycin	5	G12	1	0.0066349386503486	0.487
erythromycin	5	C12	1	0.0066349386503486	0.281
escitalopram	5	H24	1	0.0026585551664125	0.433
esmolol	5	M18	1	0.0006077235227676	0.566
estramustine	5	H12	1	-0.0015795016569397	0.812
estramustine-phosphate	4	A12	1	0.3576712636609516	0.022
estriol	5	P18	1	0.1461729057174344	0.052
estrone	2	C18	1	-0.0340236351232006	0.923
etacrynic-acid	5	H12	1	-0.005027420344494	0.897
etanidazole	5	K18	1	-0.0030951921305281	0.908
etazolate	5	J06	1	0.0749936914822762	0.224
ethinyl-estradiol	4	K06	1	0.2081740572914669	0.085
ethylenediaminetetraacetic-acid	5	B12	1	5.627768216720508e-15	0.774
etizolam	5	D12	1	0.0529502694401061	0.128
etodolac	5	J06	1	2.497654549106281e-06	0.75
etofylline-clofibrate	5	N18	1	0.1833896140343451	0.009
etomidate	5	O18	1	0.1945393763573544	0.01
etomoxir	5	E18	1	0.1208057605350653	0.071
etoposide	5	P24	1	0.7500427450027425	0.008
etoricoxib	5	K06	1	0.3193590370767852	0.026
etravirine	5	I12	1	0.4700414023203403	0.001
eugenol	5	M06	1	0.0333072170250761	0.145
everolimus	5	H06	1	0.8370341976774001	0.001
evp-6124	5	M06	1	-0.001637452372102	0.806
exalamide	5	C12	1	0.0134951038930509	0.228
exemestane	5	A24	1	0.017792859890879	0.351
exherin	5	H18	1	5.24969091055081e-05	0.661
fadrozole	5	N18	1	-0.0002338807329434	0.734
famciclovir	5	B24	1	0.0040215878665121	0.482
famotidine	4	D24	1	0.1878299912762874	0.067
faropenem	5	M06	1	0.0001834366891153	0.588
fasudil	5	L06	1	-1.8030282128433934e-16	0.67
favipiravir	5	B24	1	0.269440149900063	0.026
fdcyd	5	P06	1	0.6547410380835956	0.0
febuxostat	5	I18	1	0.1437019671073236	0.069
felbinac	5	P18	1	0.1689202992192073	0.041
felodipine	5	G12	1	0.003099334744815	0.541
fenobam	5	O18	1	-0.0013440860214955	0.891
fenoterol	5	I06	1	0.3195029729901323	0.039
fenticonazole	5	N24	1	0.0909818928639756	0.05
fexofenadine	5	L12	1	-0.0011813499846746	0.722
fiacitabine	5	L24	1	-0.0009575518043622	0.804
fidarestat	5	G12	1	-0.0050769636229911	0.943
fidaxomicin	5	D18	1	0.0587818802765905	0.06
filgotinib	5	H18	1	0.3182236800422066	0.001
finasteride	5	A18	1	0.6736989355886709	0.002
fipronil	5	O24	1	0.5063988398324601	0.009
firategrast	5	L06	1	-0.0016049166712235	0.788
flavoxate	5	H18	1	-0.0008648779396205	0.748
flecainide	5	I06	1	-0.0126525196487329	0.966
floxuridine	5	P18	1	0.8915684205247578	0.0
fluconazole	5	G24	1	0.3975944565931608	0.0
fludarabine-phosphate	5	K24	1	0.0552946532315166	0.089
fludroxycortide	5	N12	1	0.0338699789970351	0.105
flumatinib	5	F06	1	-0.001726151976436	0.89
flumazenil	5	M06	1	0.0017007406704542	0.387
fluocinonide	5	P12	1	0.7532878491246056	0.002
fluorometholone	5	G06	1	-0.0013440860214995	0.883
fluorouracil	5	J24	1	0.004582490635437	0.295
fluoxetine	5	A18	1	0.0032527708327055	0.609
fluphenazine	5	K24	1	0.1588638078689938	0.037
fluspirilene	5	L12	1	0.3793543078718266	0.006
flutamide	5	A24	1	0.2508298583078192	0.053
fluticasone	5	B24	1	0.3188535919917385	0.015
flutrimazole	4	B18	1	0.4062770758847024	0.004
fluvoxamine	5	H18	1	-0.0013440860215053	0.81
folic-acid	5	O24	1	0.7357394783372632	0.002
fomepizole	5	F06	1	0.1988314317136421	0.114
fomocaine	5	B18	1	0.0018935977007161	0.503
foretinib	4	P24	1	0.77102249001145	0.0
formestane	5	O18	1	-0.001295825138748	0.872
formoterol	5	I18	1	0.0010336411756101	0.568
forskolin	5	J12	1	-0.0016136010852677	0.825
fosfomycin	5	I24	1	0.0341812650494344	0.208
fostamatinib	5	D24	1	0.0011115389122715	0.752
fpl-62064	5	M12	1	0.3579012968072194	0.001
ftorafur	5	O12	1	-0.0042958129098179	0.905
fulvestrant	4	O12	1	0.2398484289113798	0.045
fusidic-acid	5	L18	1	-0.001344086021498	0.773
gabapentin	5	M24	1	0.0021366545691757	0.706
galeterone	5	A18	1	0.001894698397882	0.69
ganaxolone	5	H24	1	0.0036177315313075	0.396
gatifloxacin	5	B12	1	0.0006788442103898	0.737
gdc-0068	5	I12	1	0.015598851621977	0.322
gdc-0152	5	M06	1	0.0002965022349954	0.576
gdc-0199	5	G06	1	0.3654576461475734	0.06
gdc-0834	5	H12	1	0.0012788386415121	0.603
gefitinib	5	H18	1	0.0018070771927524	0.425
gemcitabine	5	N18	1	0.6054694356111994	0.0
gemfibrozil	5	M24	1	0.0040645852365003	0.622
gemifloxacin	2	H24	1	-0.0186579943317757	0.907
genz-644282	5	E06	1	0.0908699512615788	0.15
gestrinone	5	P18	1	-0.0190206566560156	0.998
gimeracil	5	N18	1	6.511935088382437e-15	0.684
ginkgolide-b	5	F18	1	0.0193095140437527	0.227
glasdegib	5	L06	1	0.2924296900843854	0.036
gliclazide	5	P06	1	-0.0011069000237815	0.865
glimepiride	5	K24	1	0.0021754319000194	0.446
glipizide	5	B18	1	0.0540134739321493	0.107
gliquidone	5	B18	1	0.0128941771835047	0.278
glycitein	5	M18	1	0.0013427657135138	0.496
glycopyrrolate	5	N24	1	0.0024972943880349	0.435
golvatinib	5	F18	1	0.0129377620171228	0.267
goserelin-acetate	5	L24	1	0.0015360639419398	0.547
granisetron	5	M12	1	6.56557041353818e-05	0.545
