,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6
MEK inhibitor,0.22247885479793406,0.3870783619858302,0.5948051957332823,0.6676275489586447,0.7981244095930529,0.8242060626452523
NFkB pathway inhibitor,0.2732503307796134,0.21790449381830324,0.19241136754792654,-0.00439977800437244,0.1446955316894524,0.040728413079240675
O6-alkylguanine-DNA alkyltransferase inhibitor,0.1946688775814636,0.2373780836067336,0.4295497766605474,-0.04369070906953512,0.3236808905386898,0.12929318316875513
P glycoprotein inhibitor,-0.2720221635693174,-0.185820272953522,0.5721038193805048,0.37808072483832955,0.09573563849377573,0.5742759933959867
PARP inhibitor,0.14521295559293607,0.07896888406319756,-0.05974289964365786,-0.023851760562900195,-0.014110290635564324,-0.0257258761124314
PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor,-0.11611663600604914,0.6459739931708763,0.18276452452461148,0.024966546314572142,0.17162025873637282,0.08261376049635548
PI3K inhibitor,0.09635116129259427,0.17463239175836492,0.1445084684966203,0.21976074588188713,0.1598187548876324,0.25650327865076217
PKC activator,0.9694941591916145,0.9708425194333381,0.9450675626480758,0.9245840732250075,0.9295554802870428,0.8748509390505982
PKC inhibitor,0.024313831891229095,0.1407049637468,0.0683916400282901,0.1508440327109696,0.14912049059142263,0.3001109491392051
PLK inhibitor,0.841543542398957,0.7852316983110559,0.7389943079565535,0.8211474216090437,0.8317894011552063,0.7756511660473413
PPAR receptor agonist,-0.04604855298618873,-0.23578517125346882,-0.25315596823858977,0.20449308704350272,-0.013581534752463605,0.20249982142626088
Pim kinase inhibitor,-0.20621787180071469,-0.40781826420135625,0.3569523815827794,0.31814286655264,0.25043835500306194,0.4767726944011185
RAF inhibitor,0.06821698417857762,0.0700319152458244,0.10920009554682962,-0.022168232724838515,-0.03139451488463688,0.11877114026592477
RNA polymerase inhibitor,0.3384079100585264,0.24523945810251754,0.09101403568764684,-0.017439037241274442,0.204296139845462,0.2523876922064063
RNA synthesis inhibitor,0.634004269272105,0.09914524836331884,-0.46940764252757483,-0.3893079448504292,-0.5290279710377075,-0.42785598507950157
T-type calcium channel blocker,-0.07938204795347946,-0.18682750538544626,-0.08128791775870108,-0.0024684067047020634,-0.11382900659803008,0.06282755365582787
TGF beta receptor inhibitor,0.332283609054614,0.3718622398726513,0.22469747455537176,0.48444646958748744,0.30850239400891816,0.3529001764383274
TRPV antagonist,-0.18681073344911003,-0.3133550246059765,-0.05776113436689427,0.23079750232617818,0.23553286432788695,0.6431787040040985
VEGFR inhibitor,0.13103090712892296,0.0783612799188672,0.12175797220956625,0.042923720468349184,0.019427014548766608,0.2228820741278131
XIAP inhibitor,0.026132806390915562,0.3983290353187632,0.345963827999633,0.3348041785950685,0.32444885438535587,0.24865200292496692
acetylcholine receptor agonist,0.25243336650129977,0.105758358763124,0.19012968496142305,0.10145036205160324,0.005578329321644385,0.05886955509150697
acetylcholine receptor antagonist,0.05194987101584605,0.10740942642476607,0.16858788493587745,0.10350562462063582,0.0533944800014825,0.0631631458476011
acetylcholine release enhancer,0.13281961468942965,-0.6453596711894348,-0.26205909624185403,-0.49737931883572256,-0.25993585214868165,-0.3493698812751516
acetylcholinesterase inhibitor,-0.24979300141162716,-0.12637480203608084,-0.3781480653152234,-0.37588807712624905,-0.2902984790605252,-0.3031350046239629
adenosine receptor agonist,-0.22052026023481539,-0.15078667837138357,-0.06381433920462444,0.10074337454809852,0.2067279876375815,0.5044945806576793
adenosine receptor antagonist,0.2660081725083252,0.23575683863982633,0.345521894509274,-0.0937831229946989,-0.16756262536182898,-0.11064501785678346
adenylyl cyclase activator,0.25883702598335395,0.5718595273967315,0.3412145258012899,0.2840570215590434,0.44935511145027307,0.7717045225996775
adrenergic inhibitor,-0.4268777463038714,-0.20102166492384393,0.013778367379463967,0.06085154962195832,-0.16908828681471197,-0.12062527662990793
adrenergic receptor agonist,0.04090551209980421,0.06481097287669688,0.1219411528856195,0.023666183288623462,0.04275811357110641,0.0012980812340407882
adrenergic receptor antagonist,0.06900887382087643,0.11268459146896168,0.10717240378584228,0.09882430494714309,0.06616637851385056,0.029879336100868622
alcohol dehydrogenase inhibitor,-0.5062988461107074,-0.47881506216037584,0.03675082666310183,0.1775419707706691,0.2013272223159534,0.43782373441505346
aldose reductase inhibitor,0.8034128843452478,0.6663097144265292,0.8220882656173304,0.7639674639156239,0.6835228443629109,0.6216835962868239
androgen receptor antagonist,0.14060339775623537,0.22969796009863402,0.016821955840247337,-0.031294274401594026,-0.10241580649749292,-0.051336551613263455
androgen receptor modulator,0.046472019192737975,0.05804639229952368,0.12429041223030811,0.07782492106296862,0.021122609240403156,0.08489212460218669
angiogenesis inhibitor,0.26461981281681485,0.2512570490702819,-0.02703726968249523,-0.002608029071295417,-0.029258921824753304,0.12142896243968007
angiogenesis inhibitor|tumor necrosis factor production inhibitor,-0.5912723063911985,-0.4945841258953809,0.035329682556678385,-0.11239664330300757,-0.5001202791676302,-0.3758349759249378
angiotensin converting enzyme inhibitor,-0.07876325120993334,0.07668949900491587,0.17815596932877042,0.2968628883392068,0.2937612751981537,0.20133604501000757
angiotensin receptor antagonist,0.16701721813093606,0.0815638828718645,0.10484123258742807,-0.0926232107335893,0.01985587770788631,-0.13315806208799955
anthelmintic agent,0.8859801510938295,0.3688627914352495,0.7459774918966514,0.7851176203928286,0.6308878599702158,-0.004717069370980475
antimalarial agent,-0.16237929673259013,-0.06704158371485087,-0.4329556177566479,-0.4140360999486669,0.39482514928834705,0.46632026412391125
antioxidant,-0.5362083027056834,-0.1956912126986359,-0.4225528910875448,-0.3111211485578479,0.120802488843335,-0.3118712870725159
antithyroid agent,-0.396260586169166,-0.1865769736302062,-0.25167196202692105,-0.5169860307362267,-0.46815182738990774,-0.08770764105330046
aromatase inhibitor,0.2345804448506349,0.3162719805004468,-0.05548108138655924,0.00217753947466876,0.10088247411913207,0.2070252736788762
bacterial 30S ribosomal subunit inhibitor,0.1147869568237883,0.013295904883061642,0.023436438452006353,-0.0293407873330085,0.028819548048969842,0.041971048331942915
bacterial 50S ribosomal subunit inhibitor,0.02462240849869953,0.03682230207815797,-0.05139892019573956,-0.00870894104063286,0.01930856348679412,-0.1499325542343377
bacterial DNA gyrase inhibitor,0.19668132898753374,0.07795712013174945,0.14430992517640676,0.06184255886324482,-0.054178477408458124,0.2421201140887127
bacterial antifolate,-0.3818961949702965,-0.11249105608131423,-0.38699099029650114,0.08092444956297377,0.5116870102234509,0.5686400162769257
bacterial cell wall synthesis inhibitor,-0.012150809002226403,-0.027641521987641818,0.056524352378975566,0.041959443915828246,-0.012405845402622967,0.01833439126303175
benzodiazepine receptor agonist,0.283793144076897,0.06386795578921978,0.08258885476766539,9.879236004935617e-05,0.028449665829340047,-0.043628279462769315
benzodiazepine receptor antagonist,-0.19056337590729513,0.0657938099746983,-0.029736458731557055,0.04099988901197865,0.010268874428268637,0.08175895996816107
beta lactamase inhibitor,0.48828391929394516,-0.040192887458791716,0.06380805469337282,-0.3229984644557754,0.16010790305384642,-0.40617592737211455
beta-secretase inhibitor,-0.41305997091301505,-0.30724908106989474,0.19862043184227718,-0.08991963274447742,-0.032191652887477495,0.09944389404989833
c-Met inhibitor,0.5877101572634088,0.6077687121163978,0.6161345966924952,0.6243683072071367,0.5660233659926391,-0.04509512045342218
calcineurin inhibitor,0.05648425596932609,-0.3542116593799201,-0.2223416638573146,-0.25924330450873495,0.26694133745204585,0.5684174999497513
calcitonin antagonist,-0.19094442768753916,0.2728339145607824,0.2974404271462915,0.04272562108259535,0.13773793715247853,0.2193209724889614
calcium channel blocker,0.04198304411164519,0.10555347874862296,0.23329229441234334,0.012948305715252706,0.08225541677829343,0.07419465884363903
calmodulin antagonist,-0.25537523926956773,-0.21253424985500563,-0.0295855689729717,-0.20112641707480325,-0.003176863378209865,0.23483074463944742
cannabinoid receptor agonist,-0.15248271668837945,0.028376253284033332,-0.056142731038116775,0.23048654395150112,0.06752257991697726,-0.13603594717587933
cannabinoid receptor antagonist,-0.15090851903089245,0.3847358382630674,-0.33535370499288725,0.3182876935925619,0.41709354443465707,0.1502792683815621
cannabinoid receptor inverse agonist,-0.043531162058823854,-0.005244542366826388,-0.3116036529297078,-0.013529810181382036,0.19400063662243597,0.2124360701596868
carbonic anhydrase inhibitor,0.013670738878031635,0.032047383754310335,0.005428535576805758,0.04196444022571859,-0.1005382464512537,0.02075339570846903
carnitine palmitoyltransferase inhibitor,0.7976085284564511,0.6834035485294742,0.8167170727668095,0.7223440007267529,0.4927050357178315,0.3295971013492114
cathepsin inhibitor,-0.035663919306066466,-0.12935399550459262,-0.6849610378744633,-0.5931775326069112,-0.15177680254685155,-0.27627836541907097
chelating agent,0.31727142022975985,0.29471595123744887,0.359354149452911,0.2786368055988449,0.5224097108654026,0.4857800248375046
cholesterol inhibitor,0.6182866412542001,0.6620679231102566,0.5776270680238325,0.4160252391090184,0.2109380921143369,0.28696458284164583
cholesteryl ester transfer protein inhibitor,0.540327481865874,0.04069153303425899,0.3782832480159942,0.020918154557208263,-0.023860925456772673,0.29900124696316144
coagulation factor inhibitor,-0.16668928297856506,-0.1351148111901703,-0.0006428014723053183,-0.14551521857367108,-0.13758972900111402,-0.06943167557546508
cyclooxygenase inhibitor,0.10004508723485858,0.054330168325912954,0.08004417820072818,0.058629659196546814,0.05869688721970957,0.023043728263224324
cyclooxygenase inhibitor|prostanoid receptor antagonist,0.06470729657934068,0.010242140143030376,0.01027823476853566,-0.05031718301778461,-0.1190426060998705,-0.14014825516583806
cytochrome P450 inhibitor,0.010349021566176831,-0.371830908939235,-0.13610229531120707,-0.09805989962092294,-0.010180764816206295,0.08773072036137364
dehydrogenase inhibitor|inositol monophosphatase inhibitor,-0.39247395418802256,0.7970249128597061,0.920306515535932,0.9210812114769843,0.952880919297427,0.951477251638749
diacylglycerol O acyltransferase inhibitor,-0.13781087905021727,0.11832374105850219,0.38625685799424364,0.5300899228510555,0.4284167422662066,0.005327843831300416
dihydrofolate reductase inhibitor,-0.1979853288026183,-0.1892845609761587,-0.10020153620739054,-0.18703429718011028,-0.13083211647936466,0.06742329511155547
dihydroorotate dehydrogenase inhibitor,0.22618877021688177,0.20195674231427654,0.045768687862337946,0.16120100341890553,0.06290167626781255,0.5646964242232937
dipeptidyl peptidase inhibitor,-0.2943429708532074,-0.11254549311933913,0.07582740448651219,-0.10295929887361406,0.08809993477528058,0.24592315647901947
diuretic,-0.028124552462341038,-0.2071095125916362,-0.03346403748782506,0.11593142788088086,-0.06494807504198911,-0.002170187523571321
dopamine receptor agonist,0.03031987797600373,0.03074943568304544,-0.004962425670504895,-0.006792533458549419,0.07475026055365627,0.04943975263735913
dopamine receptor antagonist,0.07873035546038704,0.07710204689416113,0.12340668529829474,0.0722115294118354,0.08402335561756083,0.24855173646154335
dopamine receptor antagonist|serotonin receptor antagonist,-0.01682009000134494,0.0023849200575199484,0.002362173276909085,0.026211789140538264,0.07364660444835229,0.07995705671360291
dopamine reuptake inhibitor,0.04219615752944941,0.17998492190142598,0.11629540038032599,-0.04461804800053126,-0.11740461661802899,0.10393585677131913
elastase inhibitor,-0.13224874475859305,-0.08660086464191873,0.009985628947919057,0.27802698264893816,0.2023038146528226,0.2771557947025406
endothelin receptor antagonist,0.054219566301784664,-0.16501021555232903,-0.195388161570844,-0.032759829543711275,0.15122296444108171,0.03746847886373897
estrogen receptor agonist,0.08357102132124763,0.07796459315504017,0.125071695307812,-0.045545209203425495,-0.07137497494042705,0.21891279395520546
estrogen receptor agonist|estrogenic hormone,-0.10960329996904894,-0.29202959281646507,-0.30891601220550796,-0.543443051048599,-0.38176920879595244,-0.045759473337524455
estrogen receptor antagonist,0.5460014888399531,-0.03874284481386326,-0.30167167622352775,-0.2416564336009884,0.05196407354108373,0.5442451791155218
estrogen receptor antagonist|selective estrogen receptor modulator (SERM),-0.12012175792037862,0.24952575256754958,0.38901148516054407,0.5775862519034353,0.48704998540004285,0.7022380888987012
farnesyltransferase inhibitor,-0.08206876063521396,-0.06398444963821662,0.17244880337281862,0.06673497149806873,0.030518172485247366,0.293949371944757
fatty acid synthase inhibitor,0.5426576090015565,0.4372717692462248,0.2771616138979684,0.3692125108375232,0.4885770222105326,0.4890810151126937
focal adhesion kinase inhibitor,-0.13206750843901877,0.21490329829585705,0.07026088467252352,0.06983693577092073,0.876321643934223,0.7998951009985917
free radical scavenger,-0.016455817335852885,-0.1412615663238186,-0.19635916740211407,-0.17708019614135992,0.06884235502027598,0.3426566442914733
fungal squalene epoxidase inhibitor,-0.10062116025307184,-0.16631853583844344,-0.2366741136745606,-0.2237097474603014,-0.002674581112532347,0.22709753759183593
gamma secretase inhibitor,0.011617754881345668,0.023127664596058934,0.1316998246946647,0.14104004208549673,0.19040341160144375,0.2795712790112889
gap junction modulator,0.09903530437402032,0.2771276007581829,0.2620193001779732,0.22245253083096442,-0.024875683973892174,0.3947358773982235
glucocorticoid receptor agonist,0.6866428628314492,0.683745453735588,0.7027612968858051,0.712200214080122,0.7211215135893352,0.7337907111414343
glucose dependent insulinotropic receptor agonist,-0.18020318281202338,0.04033246291617434,-0.0009457697704166359,-0.0997207095517659,0.0554397572387553,0.5381431989591148
glucosidase inhibitor,0.39972566518777,0.1406928103031635,0.1980489773999236,0.2702687488332811,0.16581335451692666,0.05677221577063177
glutamate receptor agonist,-0.09917280996820274,-0.0657690489250263,-0.048489415153172115,0.01278870150320953,-0.12175330931404645,0.03308822562122729
glutamate receptor antagonist,0.11874395331633397,0.16229127269714128,-0.07649611493587104,-0.08376337342070125,0.11912765117458127,-0.04549120624698311
glutamate receptor modulator,-0.033463994919378286,0.0006402218877770219,-0.20942022893525192,-0.2617519482899279,0.271351502668615,0.2688491551471812
glycine transporter inhibitor,0.29558095694551584,-0.014708105357999558,0.13386176675847772,0.06807842945200938,-0.1628074389599513,-0.21957333275334528
gonadotropin releasing factor hormone receptor agonist,-0.01851624950291447,0.3985439268229525,0.10521719416735249,-0.6009811752773327,-0.5350525545501201,-0.5849624992017803
growth hormone secretagogue receptor agonist,-0.02246544738710589,0.024856270309493007,0.2334910682263461,0.2459100308391285,-0.17339022378619304,-0.10024476820839094
guanylate cyclase stimulant,-0.48214610633265703,-0.3506882028383845,-0.4421434408031311,-0.6474619634822236,-0.657412564024896,-0.2955941167216193
hepatocyte growth factor receptor inhibitor,0.3155203257344938,0.10513298981173776,0.1553883402615587,0.10940231279231706,0.27430832856181564,-0.03445380141251586
histamine receptor agonist,0.5188907040042006,0.44062534113479146,0.6916133394486362,0.578644318730425,0.756836888090111,-0.05879627832418848
histamine receptor antagonist,0.023368502801751782,0.060010842616322946,0.07810938140012916,0.05143964887217375,-0.0038276656083666774,0.02542985249354377
histamine receptor modulator,0.07236950788034253,-0.4802054037638443,0.1958330354959598,0.10551011652357427,0.0913554159066279,0.10099614346737187
hypoxia inducible factor inhibitor,0.18733299789424906,0.03127427459866695,0.5081905268792781,0.6678798555967802,0.5858168247205563,0.5618022652227904
immunostimulant,0.4616013374606589,0.5527657909969506,0.20838529559930674,0.44142830449075854,0.22245359199281908,0.4375450897833279
immunosuppressant,-0.43303724088683326,-0.08043769266653984,-0.03806471818079622,-0.312122789068046,-0.028545411161172117,-0.2306099275699363
inosine monophosphate dehydrogenase inhibitor,-0.21901490946425115,-0.11186894495870016,-0.4830329284128985,0.6045652019298388,0.6222011863081034,0.8154066221913587
insulin secretagogue,-0.046461636717937044,-0.008040125726820427,0.08781773254772303,0.09011778658878578,-0.11485404619865575,0.004960464671124133
insulin sensitizer,-0.5036616093444094,-0.42720622604659436,-0.19147914436831098,-0.168530425370452,-0.40954886031541404,0.09204431221692855
insulin sensitizer|PPAR receptor agonist,0.08998843395599579,0.10775728987790749,-0.07355801379099063,-0.06291265838918118,0.23508910445649261,0.30374636549939577
integrin antagonist,-0.0011086908135051997,-0.047976953506719676,0.11613540788347865,0.05391570913224229,0.0763780041220267,0.16292356944206016
isocitrate dehydrogenase inhibitor,-0.07083563041132163,-0.24213121582481612,0.26009076548698123,-0.19234562858597504,-0.19835460703445723,0.08825209812526116
leukotriene receptor antagonist,0.07004861823502875,0.1246101966179965,0.15484821367750473,0.19763569669193634,0.07533259056370073,-0.017223277087436067
leukotriene synthesis inhibitor,-0.36014161067151085,-0.11202485675273408,-0.05086774093744208,-0.013650664893427365,0.4576152579683651,0.16579955376454014
lipase inhibitor,-0.11197463886042826,0.007920247025951656,0.36281824621510883,-0.1397269119622525,-0.014478411999724227,0.2907049263623373
lipid peroxidase inhibitor,0.30321070992467297,0.2619900996722319,0.17058741466106475,0.11166352258359084,-0.21060560097986938,-0.022394311646850157
lipoxygenase inhibitor,0.09104081414473048,0.2509078675886822,0.17751247575514315,-0.13372929447658224,-0.10136807027137833,-0.444894485582317
mTOR inhibitor,0.32904717062234023,0.528783676173636,0.5191180425654712,0.5665335592618465,0.5322177234334622,0.5297676713817048
mTOR inhibitor|PI3K inhibitor,0.21263592776285348,0.35415515700840866,0.5423024183323041,0.6214594626961298,0.709467230710561,0.6650255009844344
matrix metalloprotease inhibitor,-0.22339396629359548,-0.4312655436542796,-0.12461134036117548,-0.27244535906454753,0.13177681586738707,0.4775471589549247
membrane integrity inhibitor,0.8087547641079792,0.6949187573284348,0.6630598303756637,0.715882746029979,0.7836533045266609,0.7060953369532208
membrane permeability inhibitor,-0.34518928665947685,-0.3672580748740306,-0.5042414666731279,-0.27982152759747486,-0.2948246048740283,-0.07385837416596915
microtubule inhibitor,0.03347720608036451,-0.06513974043365557,0.04644931393563719,0.18356324278807462,0.24887543763824976,0.30352099077263334
mineralocorticoid receptor antagonist,-0.08178590265547897,0.12249295878444262,0.038963797140364846,0.1884783573968563,0.2366491043364384,0.0275202187425421
monoamine oxidase inhibitor,0.05362621850455856,0.35142046190071574,0.29192155341965886,0.4769956005615858,0.44777609782424,0.11773193794790644
mucolytic agent,0.09830309488031333,-0.18632056928203894,-0.13565769560459912,-0.18822904524515754,-0.40841075206261834,-0.5213376024727537
neprilysin inhibitor,-0.1359892223348917,-0.10504916041389868,0.33001477041328475,0.052186602121665135,-0.03260245278305306,0.11550812400345498
neurotrophic agent,0.5750898642303057,0.21456008542609326,0.1313488984472942,0.04506122874043095,0.05421785958370016,0.22240973741459158
nitric oxide donor,-0.509604514546854,-0.24627895432562202,-0.02134182456887971,-0.00036981411740028865,0.039550527714135066,0.24386563159974026
nitric oxide stimulant,-0.2938202653811676,-0.16571676058999346,-0.35892491011483296,-0.47941613385980036,-0.3383506530129265,-0.15878721218395686
nitric oxide synthase inhibitor,-0.09743998364962475,-0.12146227703203458,0.046403582388584455,-0.18330882978127833,-0.030191627877703776,0.062023742218435596
non-nucleoside reverse transcriptase inhibitor,-0.19010061252838056,-0.12570152080243913,-0.18113627188416886,-0.11156768061463501,-0.0883059420271968,0.2836950792277577
norepinephrine reputake inhibitor|tricyclic antidepressant,0.826201612661502,0.7067642312128263,0.3917267785910036,-0.002347401936749597,0.14955883998961367,-0.014025202089165724
nuclear factor erythroid derived|like (NRF2) activator,0.4374233538048044,0.4300038833617675,0.39199120356410133,0.09415014381645297,0.06005044846193565,0.1139325604719042
nucleoside reverse transcriptase inhibitor,-0.07532443826409907,0.04972593950275953,-0.02206192574262331,-0.1370033646118475,0.006561492533786774,-0.04330207134773207
opioid receptor agonist,0.4626581029734568,0.4079997735751909,0.5262645801661516,0.21484760806063302,0.42014296406345486,0.3138304869943199
opioid receptor antagonist,-0.1494825591072184,-0.026709670736752286,0.06740874584534147,0.13364994805947888,-0.09916381187483905,0.06507519443310228
p38 MAPK inhibitor,0.4756920828485915,0.4643322738315081,0.5490643487289262,0.4328693112451325,0.26854233580257086,0.15774326109840642
phosphodiesterase inhibitor,0.021025364350064517,0.05980706737952919,0.04549770688422415,0.028311374346927914,0.060462500123295626,0.06511004966757256
platelet activating factor receptor antagonist,0.3983809623701587,0.4920438030243337,0.5094218872150408,0.07550027517695268,-0.12656583882039,-0.046397235835516686
platelet aggregation inhibitor,0.38567682761606253,0.2965337102283684,-0.05421751547552408,-0.2746482746698788,-0.22145021474216417,0.001717789567368397
potassium channel activator,0.266651154405846,0.189876955988317,-0.23738632828302753,0.0007213462397058987,-0.1501483029504872,-0.24479097974609743
potassium channel blocker,0.1914620443193935,0.02583212957623415,0.2400013046054647,0.30296480328287206,-0.17582355051185813,0.010632261990780285
progesterone receptor agonist,0.031848471078379834,-0.10313291443440127,0.012992988944369961,-0.014881330056154878,0.23865936083861833,0.3203912574755444
progesterone receptor antagonist,0.5341725010938776,0.12529219155813845,-0.2131267179857852,-0.3490158190416711,-0.4484192785011972,0.11328445098563741
prostanoid receptor agonist,-0.30314008950812077,-0.07816536691646513,-0.09935052837453186,-0.22021042739410096,-0.03314389501454881,-0.4344162004333123
prostanoid receptor antagonist,0.4296070749408619,0.4925247182556675,0.5089497615867034,0.13369817386537922,-0.11699345422101025,-0.12143640665979788
protein synthesis inhibitor,-0.052547404901198656,0.12436287582878713,0.021704063880087672,0.04136227599851357,0.021785072026097033,0.12511579909921716
protein synthesis stimulant,0.1525487490507246,0.18056071733008774,0.00604857883782678,-0.023392274792604282,-0.01953289571029674,-0.16714143717390811
protein tyrosine kinase inhibitor,0.36657164704089107,0.11115668882140645,-0.04163643237974098,0.023564224670778226,0.541406421204253,0.31231709370608396
purine antagonist,-0.3098647237737312,-0.0004151366099225288,0.6199888766010797,0.8873894835799577,0.8319206808748502,0.8335388085878771
purinergic receptor antagonist,0.22512638456450873,0.2745450061942163,0.024620620336157806,-0.15185678287225315,-0.11195630013060526,-0.23750561824116267
renin inhibitor,0.4215940010723455,0.3741682631303719,0.6497776836910973,0.6582558437553412,0.5419138685461017,0.6339288193810355
retinoid receptor agonist,0.09644548142095784,0.2514384695688738,-0.003542624320201397,0.1717113431172528,0.19543099299276442,0.40789149437593863
rho associated kinase inhibitor,0.2831816978061823,0.17778898685890335,0.2884034119259909,-0.02599131479887961,0.30914940718348594,0.46632197541763104
ribonucleotide reductase inhibitor,-0.022878782963517735,-0.09713530402645737,0.08760480383627857,-0.03909370749614367,0.11564266268149594,0.5388432137242294
selective serotonin reuptake inhibitor (SSRI),0.03214082831089669,0.10808539269268735,0.11104743519523311,0.21604892969002115,0.11609099936494088,0.22657228899722962
serotonin receptor agonist,0.016473018157964245,0.07258326420726349,-0.0018437426762534632,0.00905997749434072,-0.01670899943261674,-0.09618797881290488
serotonin receptor agonist|serotonin receptor antagonist,0.5458979751328983,0.2766920154666567,0.35903027731363,0.5238637091299543,0.1801655439790147,0.14502326988493228
