,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6
PLK inhibitor,0.8070470312040936,0.7342086830652623,0.6840747496097954,0.7967875626376362,0.803106187643065,0.7834582805192765
PPAR receptor agonist,-0.005724453639835626,-0.07065025278706596,0.06765092894667633,0.2466527871094137,-0.029455830196184026,0.04529410496713886
Pim kinase inhibitor,-0.1312589502360851,-0.34344047540139894,0.3045319168337296,0.2871118538090663,0.28472506779687506,0.46692698108501823
RAF inhibitor,-0.016893407076917406,-0.010916029555838704,0.047588672512576216,-0.1254132017089487,-0.018284553859310992,0.1170976653740651
RNA polymerase inhibitor,0.3615115748415844,0.283916691272112,0.15644239175326177,0.08683552090171728,0.22339998400091393,0.184781354059364
RNA synthesis inhibitor,0.5725089712001414,-0.01813183886156533,-0.33518250451753456,-0.36472066580693957,-0.4287466413941527,-0.3505059674130566
T-type calcium channel blocker,-0.1759750932645869,-0.26390971895103477,-0.1704970879088265,0.13148646668423175,-0.21979069848329144,0.07403566605378652
TGF beta receptor inhibitor,0.26113840219966405,0.3870426592888334,0.26795302447422736,0.37974494009343723,0.2972439157544009,0.3338770215923135
TRPV antagonist,0.19703024488672272,0.03998404437987696,0.1971710138343794,0.441237807439649,0.45282977419124554,0.6672666854412604
VEGFR inhibitor,0.07698537418373355,0.08849347874528848,0.11974438642452978,0.0596682065594802,0.06703969041869826,0.22530469659057756
XIAP inhibitor,0.013661418556742187,0.37805966206046776,0.15307755507961301,0.3399491828285282,0.35388567084876044,0.3050369522625065
acetylcholine receptor agonist,0.0814078523389032,0.10757919699768587,0.10403671349616568,0.021755436646957674,-0.025712956746229365,-0.011283962347409793
acetylcholine receptor antagonist,0.06428508940459488,0.1264029392391633,0.11633747028412825,0.0660311291416535,-0.03392619341888992,0.05559521633894619
acetylcholine release enhancer,-0.1504685926404416,-0.5435893436590904,-0.3544976387042088,-0.2834441572756115,-0.2826327825572192,-0.3453415852012982
acetylcholinesterase inhibitor,-0.07802174099739859,0.1371980033332648,-0.2182264723917509,-0.22147904353895959,-0.22872837148840935,-0.22953201081883357
adenosine receptor agonist,-0.2096713481242355,-0.07864446399132217,0.011883834889821941,0.14164724019742977,0.19930983791106505,0.34576400004491253
adenosine receptor antagonist,0.19712293416619742,0.18618383401845842,0.2261394369223455,-0.07208472301772446,-0.09659416073929183,-0.03262458603430731
adenylyl cyclase activator,0.04076079444718242,0.30397351275394274,0.2540695369807072,0.2448863839947298,0.4452466829843317,0.7453950166559749
adrenergic inhibitor,-0.41153782927905735,-0.18496479280795067,-0.17760503404316308,-0.34660778867696407,-0.373929729865583,-0.21802262624242555
adrenergic receptor agonist,0.03502747345382633,0.09658280318895257,0.08927107417175134,0.08039862889569088,0.012261963544653452,0.02866613694238046
adrenergic receptor antagonist,0.054159656659110045,0.08367763390324277,0.06501488301052939,0.06236804483686979,0.028431871773491775,0.05083830941890721
alcohol dehydrogenase inhibitor,-0.6206391732613813,-0.5279249310432182,-0.017030841521054135,-0.197655480165739,-0.23496247198668233,0.2662896518232865
aldose reductase inhibitor,0.6539917541850736,0.4039521242086301,0.6493078545713655,0.6091992274321284,0.6435182746541356,0.5935750066291985
androgen receptor antagonist,0.17205366451373563,0.19628884470548494,0.042574737432282066,-0.0841269340143398,-0.060334602607656475,0.02112763038441295
androgen receptor modulator,-0.057360293655635164,0.1211700177125017,0.040459437420827804,0.018455219329557473,0.025948979588803232,0.00883215118533317
angiogenesis inhibitor,0.2344420851741894,0.14835369234718787,0.019300081054051305,-0.09710112099179839,-0.23073638976528044,0.08569160122889319
angiogenesis inhibitor|tumor necrosis factor production inhibitor,-0.3925409520478589,-0.2701414498657023,0.0435848013952714,-0.04872524947759949,-0.20860336361246817,-0.1941644760874636
angiotensin converting enzyme inhibitor,0.005216370064439582,0.08837267283381924,0.15385827082104317,0.20769246656826928,0.12843633892814918,0.08450105125652282
angiotensin receptor antagonist,0.12154342243969074,0.11886376758269981,0.0817023321551264,0.05156316444332489,0.0397629201873306,-0.18905562668887024
anthelmintic agent,0.7988378961413611,0.3753817571093383,0.6555612910157373,0.7134556979053519,0.548404301172142,-0.026465066831071343
antimalarial agent,-0.15723582439965886,-0.01447665752051543,-0.36056828372811517,-0.4517906303261942,0.21837273052919756,0.4137563703714712
antioxidant,-0.18011355006116447,0.0652795130115596,-0.13845562022961225,-0.03328454669094945,0.168544907379711,-0.03938176396261019
antithyroid agent,-0.5642108916756075,-0.36122796519438555,-0.48770269968224245,-0.641868074329625,-0.6375357938744949,-0.36193658291719494
aromatase inhibitor,0.26757733710732234,0.11901920715070974,0.05881579450398566,0.03797834493918107,0.26121718604890243,0.08899168212585443
bacterial 30S ribosomal subunit inhibitor,0.18631421323616595,-0.06115224529843809,-0.0733951895604914,-0.11834391495578775,-0.21861483207699384,-0.03085671419950864
bacterial 50S ribosomal subunit inhibitor,-0.017848589290657673,0.03883132404136569,0.022049617203680563,0.04943094449844193,-0.0017235185645042123,-0.1499533350850182
bacterial DNA gyrase inhibitor,0.16557169804257182,0.10359868910115616,0.173659720903382,0.05273291305709551,0.014609055395372134,0.12430193211207462
bacterial antifolate,-0.6492776938064291,-0.27128862935059395,-0.27754805446775616,0.0047256622222564965,-0.07483604615750775,0.12407914892189684
bacterial cell wall synthesis inhibitor,0.1101926468746704,0.03205291388638105,0.07765336942949888,0.02457136511859902,0.04711319943629943,0.09009909763339649
benzodiazepine receptor agonist,0.18992519504275704,0.038010059812455095,0.09052773494555306,0.02902968066510846,0.12281513541143696,0.006545331699289829
benzodiazepine receptor antagonist,-0.044786485777418464,-0.04792744721846731,0.02483898869496733,0.18901660710268858,0.18188904974500497,0.2303371318368815
beta lactamase inhibitor,0.33259083114133325,0.0965804213390394,0.05303291750506618,-0.1699359856959915,0.03772296754409729,-0.30582806211525493
beta-secretase inhibitor,-0.2682145291250368,-0.33652316850146324,-0.03831943958863368,-0.251770593122338,-0.1406333418730063,-0.06848822237555972
c-Met inhibitor,0.21967053297503525,0.17836512687715583,0.3657255323386698,0.3056010353152647,0.35896669215480936,0.01586715390898022
calcineurin inhibitor,0.03716328948008743,-0.33548936131980583,-0.19694444669514805,-0.19224127055272452,0.24228068888363244,0.5047491673161503
calcitonin antagonist,-0.2752008058371761,0.08618351968881852,0.16330055658097237,0.27560128479259216,0.15159719710770175,-0.020709414052760795
calcium channel blocker,0.021758195885357882,0.0854170689546845,0.16227018910499252,0.04815764456487702,0.04391848102739003,0.0952838005409401
calmodulin antagonist,-0.4191846590452346,-0.4031717637742838,-0.1465236976134461,-0.41483282780224956,-0.19429855983611485,0.07966027466286431
cannabinoid receptor agonist,-0.21769027587148362,-0.3065571414714526,-0.1666488723985584,0.178499903468167,-0.13916488061406965,-0.12273900536548772
cannabinoid receptor antagonist,0.27202464669604376,0.2919756756210629,-0.048393919634352585,-0.019704827876158987,0.28070749716399734,0.35533119750684283
cannabinoid receptor inverse agonist,0.09760249034314986,0.05051497493724656,-0.24119911892423052,-0.01649072560395203,0.20673354095528626,0.22474519761923098
carbonic anhydrase inhibitor,-0.034259589002874014,0.009189942208262948,-0.023707190774174748,-0.016610023862800843,-0.12865109466848743,-0.04966564857589042
carnitine palmitoyltransferase inhibitor,0.7529666347028527,0.5356771305584093,0.7351243255017242,0.6900900419863879,0.4345983874247366,0.31362250268204306
cathepsin inhibitor,0.09323660593389183,-0.021899264461886364,-0.4544371260103903,-0.2072109979576393,-0.09232389474881446,-0.2887091152991714
chelating agent,0.18321482814223056,0.21692994360386073,0.2972710220591611,0.26072075003938855,0.35793923857331555,0.445746071591389
cholesterol inhibitor,0.44566199544990037,0.5615600775807057,0.45986774774240163,0.36412942224166167,0.1745578986834566,0.23104138546778236
cholesteryl ester transfer protein inhibitor,0.21621828235960375,0.06679605236495006,0.2507852155935918,-0.07642550805732491,-0.15394415435764552,0.17229304779503168
coagulation factor inhibitor,0.01761947109634171,0.052475778235974935,0.05501603316318966,-0.05210662873964239,0.0062989705832825656,-0.06087482629635352
cyclooxygenase inhibitor,0.09497557073117499,0.05784594355941283,0.02803470832472188,0.05510565675420119,0.03776354427899356,0.044772422209959556
cyclooxygenase inhibitor|prostanoid receptor antagonist,-0.13197985974431975,-0.15775743607602327,0.037085738069372716,0.02891157821605389,-0.18909620833141366,-0.15801666839129389
cytochrome P450 inhibitor,-0.14310842751263708,-0.13188604401553333,-0.10570972719713173,0.029603902887926484,-0.0694152922168268,0.06501558096846995
dehydrogenase inhibitor|inositol monophosphatase inhibitor,-0.2410302237652009,0.7284789239553726,0.9222631627463714,0.9089211248073087,0.9505679908207734,0.9537414015808998
diacylglycerol O acyltransferase inhibitor,0.10571150362189304,0.041640939443245706,0.2797009464048931,0.0837802213824533,0.22328901854968874,-0.06781294265462008
dihydrofolate reductase inhibitor,-0.00015129995927915668,-0.13415468380000617,-0.025391304915408384,-0.04264692507240678,-0.023430308975530972,0.16236656756860396
dihydroorotate dehydrogenase inhibitor,0.19778673378014774,0.0503409837440432,0.020520940112348722,0.05084824791036947,-0.03681566425717235,0.5954784479267334
dipeptidyl peptidase inhibitor,-0.13608937640677338,-0.08559523628877053,0.06614215934484126,-0.015630123201490206,-0.12525555050076456,0.05466837882498411
diuretic,0.21751552867536322,0.21966030202858286,0.2863452032997909,0.37867699527671805,0.3119193578572265,-0.03302030911399071
dopamine receptor agonist,-0.023419933225342394,0.0016444973172385123,0.027909587629426285,0.01682000862595525,0.05396352480608642,0.023701644480889343
dopamine receptor antagonist,0.11814531934551925,0.10646822476578738,0.11146584558803166,0.07362436013317802,0.07730801831993904,0.2062569470285841
dopamine receptor antagonist|serotonin receptor antagonist,0.0601341725466088,0.035753513763632144,-0.005950860450218147,0.06296871592910523,0.030020093812508034,0.09690270603947125
dopamine reuptake inhibitor,-0.03668166114703708,0.09255610642467232,-0.013144698727909205,-0.08707828530660201,-0.07611368735273548,0.0915957049646855
elastase inhibitor,0.047603545872909644,0.03797386224286322,0.13288287819674618,0.32813646116490675,0.3574614947129815,0.3455787018152594
endothelin receptor antagonist,-0.009009355885869014,-0.02634465959894771,-0.20338276189813909,-0.19112281087001554,-0.004840292464967755,0.0453253129806714
estrogen receptor agonist,0.13820519697120218,0.18922334196209628,0.2668018871632749,0.04503497191486531,0.04269955050830084,0.17627376372351344
estrogen receptor agonist|estrogenic hormone,-0.13835767063124416,-0.1900132422394874,-0.21240998477155368,-0.35302906332108186,-0.07102282159639377,0.12389303002929038
estrogen receptor antagonist,0.6439173545760891,0.2796911230647968,0.020522059921251886,0.07683526155103554,0.2957336375400019,0.5827735525951295
estrogen receptor antagonist|selective estrogen receptor modulator (SERM),-0.042893642057882556,0.03746233246511577,0.16715280216889764,0.3388090160126716,0.40877434603364304,0.6295028760451474
farnesyltransferase inhibitor,0.12664274826757338,-0.004344608993944225,0.2064624649318253,0.2531364198237186,0.17417742038521578,0.3556042158708516
fatty acid synthase inhibitor,0.5585607515691091,0.5801841245156034,0.5300578132844006,0.5331188724942793,0.5785853547801697,0.6574578192366597
focal adhesion kinase inhibitor,-0.04053942122077038,0.21003023393482473,0.17236267021609727,0.11741110203067456,0.8393588734209672,0.7827937031134573
free radical scavenger,-0.06861088687550887,-0.09896518631784834,-0.2533927310640758,-0.24611992298628244,-0.018117276489448025,0.18575051257104647
fungal squalene epoxidase inhibitor,0.03795508535087044,-0.12506613436472486,-0.25542026759071124,-0.11015491844741787,0.06635654923329631,0.2889806714583487
gamma secretase inhibitor,-0.049088496778283024,0.09647032823182182,0.12430938107688996,0.18477920961053065,0.2606769653878724,0.25373952157320495
gap junction modulator,0.07577977281033986,0.19750705905233815,0.2685191563580189,-0.13047528174770312,0.17800026810016845,0.16194037590684962
glucocorticoid receptor agonist,0.6451845791085367,0.6592333118750386,0.679815505427867,0.6835920240933424,0.6925293978724565,0.7149254665218541
glucose dependent insulinotropic receptor agonist,-0.055225813127450805,0.014062217420724577,0.14793025777670143,-0.07522338687498976,0.11993007605289321,0.5213414834192472
glucosidase inhibitor,0.2520612353394837,0.11574679018484663,0.14764259737582178,0.12842343121044958,0.09500021139484975,0.05400919460539028
glutamate receptor agonist,-0.07357456961081515,-0.06116964274450286,-0.08100720695164042,-0.030709788315613516,-0.06908031048296323,0.0309408921337472
glutamate receptor antagonist,0.11599045081333377,0.0743686904254933,-0.06860624317959957,0.022043024077161574,0.012020133926945823,0.04487644372691655
glutamate receptor modulator,-0.023622310108741298,0.05478920330953636,-0.07172167359854252,-0.0823546318120968,0.24041677990128824,0.27507261957805984
glycine transporter inhibitor,0.33381249782071465,0.2862663011050711,0.1452692294093222,0.08066482325384358,-0.020539236214674704,0.018959091133120116
gonadotropin releasing factor hormone receptor agonist,0.3219960026822529,0.4387260024606115,0.3794520375193969,-0.051158137565767335,0.013888233055586178,-0.42929093003538293
growth hormone secretagogue receptor agonist,0.15252542469963604,0.17913478057675955,0.07383608732608027,0.2730260306957244,-0.05193929725719765,-0.07800335478538371
guanylate cyclase stimulant,0.01400874197139561,0.12042717542861098,-0.02769070285354683,-0.378963072211953,-0.5255345590373643,-0.32328144052192714
hepatocyte growth factor receptor inhibitor,0.29141546672544294,0.11668983112661632,0.23368062426646521,0.17632960212621598,0.3199806773694698,0.06280498983266887
histamine receptor agonist,0.3975564973325928,0.4239563725675111,0.5087086782875306,0.33899902081391836,0.5845819003956145,0.09402458084375515
histamine receptor antagonist,0.013749639273984461,0.04373691543703208,0.05046051630928406,0.02706970804262007,0.037960997630741344,0.05684981761301405
histamine receptor modulator,0.1826141523829985,0.10847164854767889,0.3088769352598886,0.18001409219795192,-0.06484150931800503,0.296719466766427
hypoxia inducible factor inhibitor,0.09034956287048972,-0.028084879761697733,0.3744054882027575,0.5756819018744885,0.5025584145638834,0.5175281022736511
immunostimulant,0.22796174223545695,0.25088300753748877,-0.07035310267513936,0.21730746354742025,0.11407902331422062,0.28062459287476144
immunosuppressant,-0.02701215175180123,0.1817952936896945,-0.07661560906109285,-0.1468612620501987,0.018451245548002898,-0.07826853028641884
inosine monophosphate dehydrogenase inhibitor,-0.16039643347531632,-0.01719721506714086,-0.2687250106157455,0.5817102762345223,0.6514551071444428,0.8111053206160848
insulin secretagogue,-0.03921345393882977,0.03291975100243408,-0.037622077018170094,0.01944375249536847,-0.12407309523151251,0.009144097857923
insulin sensitizer,-0.31421229825595803,-0.1513733794190621,0.029706796840704618,-0.05379946390508365,-0.29803409219274163,0.06489114227581107
insulin sensitizer|PPAR receptor agonist,-0.013719875577753254,0.03971464885447354,0.035813835018867216,0.07358492917597349,0.21898220521070616,0.36031832486178644
integrin antagonist,-0.0605861719550868,0.038548190601104065,0.08607380719243601,-0.021017777936274604,-0.03138393554211656,0.17850689821501875
isocitrate dehydrogenase inhibitor,-0.3136402910822843,-0.13923466212456515,0.07791050849560045,-0.25108981302602423,-0.3225375982669003,0.03828351850566178
leukotriene receptor antagonist,0.1389580851188718,0.21448236478423133,0.13835894881424077,0.0998455995135176,0.04968768102129003,0.018301634122885685
leukotriene synthesis inhibitor,-0.2671874373939972,-0.0842057609137674,-0.02577418905219361,0.07814183447916681,0.3117995820934468,0.002663745470538869
lipase inhibitor,0.035402271869269517,0.13421177092963482,0.42405444879431253,-0.0348926791932939,-0.023109299422333078,0.14678394994249555
lipid peroxidase inhibitor,0.07577436578744288,0.2054985989116313,0.1542022533655445,0.19737014606888198,-0.05392784422067665,0.10398520123360402
lipoxygenase inhibitor,0.2633406419153951,0.4415830984701673,0.23658340795071497,0.04610803324829073,0.06288508998522732,-0.3353211145313683
mTOR inhibitor,0.3144197412911529,0.46167207509153807,0.5633004826310105,0.596217321582815,0.5496089764188954,0.5014430561348038
mTOR inhibitor|PI3K inhibitor,0.21174621923575954,0.38870489859304413,0.5536224493572866,0.6612652308409943,0.698901061828373,0.6882601812215877
matrix metalloprotease inhibitor,-0.38105349046719683,-0.3736437849289259,-0.35098160442075493,-0.1960704551665477,0.11739844251756962,0.24713470420446337
membrane integrity inhibitor,0.7239468166374258,0.5926879779084829,0.6704816067636288,0.7048180325408919,0.6833419275602581,0.6407904839961992
membrane permeability inhibitor,-0.38715029771233556,-0.333778926973394,-0.44055557578309557,-0.3172403096731758,-0.30689594684717525,-0.09401113827115089
microtubule inhibitor,0.10391548334081688,0.003722298408924657,0.05711910855108594,0.17039802449968278,0.24303969970656325,0.3309061998866663
mineralocorticoid receptor antagonist,-0.09192465541132208,0.0889430898342956,0.12126434948719833,0.14992665068115635,0.3007401829651628,0.10327826114518257
monoamine oxidase inhibitor,0.1233792763861314,0.23005353263440612,0.31216518359263606,0.36471211961701855,0.34399627365143315,0.13608886935206374
mucolytic agent,0.11554897662286641,-0.08833410568825815,-0.12464253316170346,-0.004487136987187223,-0.28705039690684986,-0.3649827584442226
neprilysin inhibitor,-0.14066648469455473,-0.09703791264040097,0.274374725932708,-0.0799858124134675,-0.22045451079312772,-0.13786936750199705
neurotrophic agent,0.3334642835711872,0.3281191375721683,0.17976873443062358,0.1362640476651928,0.2193092651425215,0.1755617255238824
nitric oxide donor,-0.38727033697215557,-0.23574988327713778,0.0734220729600661,0.07734948493227257,-0.05224471863803887,0.35080255575664193
nitric oxide stimulant,-0.3769623257999866,-0.35787794932215505,-0.40678339834783717,-0.5677718842779881,-0.2996249973851591,-0.09087768879048401
nitric oxide synthase inhibitor,-0.07733007065064036,-0.01698580107086883,-0.0030849445884887604,-0.1687435192054556,-0.03950153716266374,0.13797625929396304
non-nucleoside reverse transcriptase inhibitor,-0.1157868692177154,-0.2237846214457084,-0.014431490923100787,-0.03302930531668319,0.04402567561439488,0.2988632687553958
norepinephrine reputake inhibitor|tricyclic antidepressant,0.72779469287261,0.5142003689709336,0.3965072507509753,0.05401247808930995,0.10760665916931508,0.19526537694695528
nuclear factor erythroid derived|like (NRF2) activator,0.29048761749722435,0.2673741179114178,0.2574197580574973,0.13979742342320314,0.10417159794283487,0.09376343129027119
nucleoside reverse transcriptase inhibitor,-0.008586552306402442,0.05897968614264974,0.07826767872759403,0.019724979613269585,0.021886251900030414,-0.10654341251236026
opioid receptor agonist,0.35430168902672876,0.3516361740312554,0.31527442670952444,0.1829860193062148,0.248793126641919,0.2315800829793268
opioid receptor antagonist,-0.029238768075269952,0.11492947605103879,0.08318747037117097,0.0621766131898198,-0.059147355005162036,0.08382686993841815
p38 MAPK inhibitor,0.3580799257696539,0.41561088038377947,0.4057581696524927,0.38020231118443115,0.2334775384426323,0.10647571723835687
phosphodiesterase inhibitor,0.06781461218957262,0.08046978029191694,0.03254735208988388,0.03788142577104897,0.04167089550972763,0.06481365619082756
platelet activating factor receptor antagonist,0.20628404667351707,0.1605006114266002,0.5062202432745917,-0.18293771155464922,-0.35278512258786093,-0.22328859750216332
platelet aggregation inhibitor,0.22157012508691687,0.20495171036578197,-0.07367129893016608,-0.09506138670367408,-0.22957464075654843,-0.07030071074897118
potassium channel activator,0.33555499131613087,0.2596335052724619,-0.10879354554334006,0.06041728515703359,-0.003499846834743515,-0.0887240402411753
potassium channel blocker,0.13726714205230708,0.12881558865326778,0.25203081723605336,0.242951445754565,-0.12264678221377355,-0.04147253975097444
progesterone receptor agonist,0.07204293795393356,0.04009078642750439,0.07413653141224393,0.05014050484204545,0.21758830787254535,0.3550177697670966
progesterone receptor antagonist,0.3945572646957778,0.24004999752944348,0.04175855984919645,-0.08466962785846514,-0.18372754804154046,0.19263963728172706
prostanoid receptor agonist,-0.11325803715962816,-0.08449895846957026,-0.11888136921842893,-0.13945016809512212,-0.2412359894433651,-0.4486037008940656
prostanoid receptor antagonist,0.41885297055780757,0.4566763639563525,0.49725573651943616,0.26235932191850947,-0.1219747657765189,-0.12535996906190336
protein synthesis inhibitor,-0.1118072162164859,0.13043810023990127,0.0961031252705416,0.07335652027489642,0.02688611451184349,0.09879239180590221
protein synthesis stimulant,0.2537173518242873,0.35808184797302184,0.1894546063727573,0.058692011299821864,-0.06040823556292542,0.0889160354192075
protein tyrosine kinase inhibitor,0.25222455188453463,0.0577327467553726,-0.1392589020671465,-0.08618802051783762,0.44574863960955474,0.36314901146880035
purine antagonist,-0.013886794102847684,0.12363467389883097,0.3971245432183959,0.8074531924646309,0.8014492066797574,0.770728642587158
purinergic receptor antagonist,-0.05158358879026738,0.1325978812530094,-0.1491980634481785,-0.1475053004349281,-0.25329248882150046,-0.19899629681297626
renin inhibitor,0.2721733234378815,0.22026942605347555,0.42510686703838074,0.42947556620532423,0.22333574181802668,0.31548817144658864
retinoid receptor agonist,0.087519100821415,0.317145155845035,0.09498674800957639,0.21812249666319058,0.1661458700394187,0.29572180322255903
rho associated kinase inhibitor,0.23056764348619163,0.15827864892738236,0.1977751959485298,0.0014723382360394138,0.2635281614002217,0.42007890232370143
ribonucleotide reductase inhibitor,0.06367916081005173,0.050304903944712306,0.08776323510644438,0.03471709155851654,0.2105220281909752,0.47175985773795226
selective serotonin reuptake inhibitor (SSRI),-0.042966752604002255,-0.007454822512790303,-0.021971267660173887,0.07482608882125966,0.10231010933015659,0.30526681447462045
serotonin receptor agonist,0.011354201261014262,0.04089950576838777,0.019717345898615866,0.05630947865150908,-0.01974892376723522,-0.031238562305408054
serotonin receptor agonist|serotonin receptor antagonist,0.2676654185237614,0.10411052152013721,0.09748320966475502,0.3156108109800892,0.1405920457159019,0.3175360442905649
serotonin receptor antagonist,0.04268173668810919,0.04245142892968241,0.03487988364732506,0.007085184378383139,0.004191460182693796,0.027073755505738713
