compound	no_of_replicates	dose	p_value	matching_score	assay	normalization	category
am-24	3	0.04 uM	0.939	-0.0233180208378655	L1000	spherized	all_data
amantadine	3	0.04 uM	0.851	0.0223887327844752	L1000	spherized	all_data
ambrisentan	3	0.04 uM	0.902	-0.0014977067674778	L1000	spherized	all_data
ambroxol	2	0.04 uM	0.946	-0.0396895072435256	L1000	spherized	all_data
amd11070	3	0.04 uM	0.777	0.0422768219030848	L1000	spherized	all_data
amg-208	3	0.04 uM	0.947	-0.0286415040854501	L1000	spherized	all_data
amg-232	3	0.04 uM	0.975	-0.0628384683894585	L1000	spherized	all_data
amg-517	3	0.04 uM	0.504	0.0906654679153848	L1000	spherized	all_data
amikacin	3	0.04 uM	0.699	0.0589420002682775	L1000	spherized	all_data
amiloride	3	0.04 uM	0.959	-0.036644960431732	L1000	spherized	all_data
aminocaproic-acid	3	0.04 uM	0.891	0.0023367649666397	L1000	spherized	all_data
aminoglutethimide	3	0.04 uM	0.891	0.0023592406780983	L1000	spherized	all_data
aminoguanidine	3	0.04 uM	0.825	0.0308832224905041	L1000	spherized	all_data
aminolevulinic-acid	3	0.04 uM	0.92	-0.0115096465432369	L1000	spherized	all_data
aminosalicylic-acid	3	0.04 uM	0.887	0.0028477013461059	L1000	spherized	all_data
amiodarone	3	0.04 uM	0.741	0.0488793036747624	L1000	spherized	all_data
amiprilose	3	0.04 uM	0.892	0.0014866584584887	L1000	spherized	all_data
amitifadine	3	0.04 uM	0.547	0.0845328106944833	L1000	spherized	all_data
amlexanox	3	0.04 uM	0.793	0.0378479825830151	L1000	spherized	all_data
amlodipine	3	0.04 uM	0.572	0.0789019651067344	L1000	spherized	all_data
ammonium-glycyrrhizinate	3	0.04 uM	0.457	0.0972340932433105	L1000	spherized	all_data
amonafide	3	0.04 uM	0.844	0.0260559763950546	L1000	spherized	all_data
amoxapine	4	0.04 uM	0.89	0.0341394172341277	L1000	spherized	all_data
ampalex	2	0.04 uM	0.455	0.1090932269851946	L1000	spherized	all_data
amrinone	3	0.04 uM	0.966	-0.0503337064229331	L1000	spherized	all_data
amsacrine	3	0.04 uM	0.003	0.2714810174988578	L1000	spherized	all_data
amtolmetin-guacil	3	0.04 uM	0.775	0.0431571029102234	L1000	spherized	all_data
amuvatinib	2	0.04 uM	0.852	0.0111646089399587	L1000	spherized	all_data
anamorelin	4	0.04 uM	0.842	0.0433843759115395	L1000	spherized	all_data
anandamide	3	0.04 uM	0.867	0.0157172423212337	L1000	spherized	all_data
andrographolide	3	0.04 uM	0.873	0.0128563592160698	L1000	spherized	all_data
anecortave-acetate	2	0.04 uM	0.6	0.0791961099509298	L1000	spherized	all_data
anidulafungin	3	0.04 uM	0.907	-0.0052234271416198	L1000	spherized	all_data
aniracetam	3	0.04 uM	0.875	0.0118340551878129	L1000	spherized	all_data
anisodamine	2	0.04 uM	0.796	0.0301637906673947	L1000	spherized	all_data
ap26113	2	0.04 uM	0.965	-0.0595679731908809	L1000	spherized	all_data
apafant	3	0.04 uM	0.155	0.1454077174522565	L1000	spherized	all_data
apd668	3	0.04 uM	0.896	3.887351393884806e-06	L1000	spherized	all_data
aphidicolin	3	0.04 uM	0.608	0.0741391032042906	L1000	spherized	all_data
api-001	3	0.04 uM	0.181	0.1383711442625324	L1000	spherized	all_data
apixaban	3	0.04 uM	0.871	0.0145865652097942	L1000	spherized	all_data
apocynin	3	0.04 uM	0.309	0.1191049144583606	L1000	spherized	all_data
apremilast	3	0.04 uM	0.276	0.1231470404158669	L1000	spherized	all_data
aprepitant	3	0.04 uM	0.923	-0.0143775683985211	L1000	spherized	all_data
arbutin	3	0.04 uM	0.849	0.022955681263545	L1000	spherized	all_data
argatroban	3	0.04 uM	0.818	0.0321120752853661	L1000	spherized	all_data
arglabin	2	0.04 uM	0.86	0.0069909228600488	L1000	spherized	all_data
aripiprazole	3	0.04 uM	0.928	-0.0183830604311925	L1000	spherized	all_data
arofylline	3	0.04 uM	0.838	0.0266855689867319	L1000	spherized	all_data
arry-334543	3	0.04 uM	0.914	-0.0085379910380959	L1000	spherized	all_data
artesunate	3	0.04 uM	0.183	0.138004460143242	L1000	spherized	all_data
asa-404	3	0.04 uM	0.724	0.0529484456404389	L1000	spherized	all_data
asc-j9	3	0.04 uM	0.874	0.0120412750389782	L1000	spherized	all_data
asenapine	3	0.04 uM	0.94	-0.0241493709997098	L1000	spherized	all_data
aspirin	3	0.04 uM	0.916	-0.0094302009672922	L1000	spherized	all_data
at13387	3	0.04 uM	0.943	-0.0267539526930048	L1000	spherized	all_data
ataluren	2	0.04 uM	0.928	-0.0314554608290062	L1000	spherized	all_data
atenolol	2	0.04 uM	0.903	-0.0158387458703679	L1000	spherized	all_data
atipamezole	3	0.04 uM	0.86	0.0197954512223128	L1000	spherized	all_data
atn-161	3	0.04 uM	0.872	0.0133165860919178	L1000	spherized	all_data
atomoxetine	3	0.04 uM	0.88	0.0084071385431768	L1000	spherized	all_data
atorvastatin	3	0.04 uM	0.612	0.072801177583539	L1000	spherized	all_data
atracurium	3	0.04 uM	0.756	0.0459502692797845	L1000	spherized	all_data
atrasentan	3	0.04 uM	0.861	0.019394957212888	L1000	spherized	all_data
av-608	3	0.04 uM	0.16	0.1442771142206838	L1000	spherized	all_data
avagacestat	3	0.04 uM	0.878	0.0098759847541451	L1000	spherized	all_data
avanafil	2	0.04 uM	0.887	-0.0067333823276106	L1000	spherized	all_data
avasimibe	3	0.04 uM	0.556	0.0827941189444158	L1000	spherized	all_data
avl-292	3	0.04 uM	0.771	0.0435163316463293	L1000	spherized	all_data
avn-944	3	0.04 uM	0.803	0.0356808019741546	L1000	spherized	all_data
azacitidine	2	0.04 uM	0.501	0.0997482181720694	L1000	spherized	all_data
azathioprine	3	0.04 uM	0.797	0.0363321819532472	L1000	spherized	all_data
azd1208	3	0.04 uM	0.916	-0.009911201423407	L1000	spherized	all_data
azd1480	3	0.04 uM	0.56	0.081617965397442	L1000	spherized	all_data
azd1981	3	0.04 uM	0.868	0.0153208227395496	L1000	spherized	all_data
azd2014	3	0.04 uM	0.914	-0.0082506492451489	L1000	spherized	all_data
azd3514	2	0.04 uM	0.859	0.0075812143940572	L1000	spherized	all_data
azd4547	2	0.04 uM	0.791	0.0318691535385658	L1000	spherized	all_data
azd5363	3	0.04 uM	0.703	0.0576552238754998	L1000	spherized	all_data
azd7545	3	0.04 uM	0.864	0.0174902458513902	L1000	spherized	all_data
azd7687	3	0.04 uM	0.539	0.0854427977952025	L1000	spherized	all_data
azd7762	3	0.04 uM	0.734	0.0504567470478844	L1000	spherized	all_data
azd8931	3	0.04 uM	0.952	-0.0302107751396722	L1000	spherized	all_data
azd9668	3	0.04 uM	0.039	0.1910738922735993	L1000	spherized	all_data
azelaic-acid	3	0.04 uM	0.934	-0.0208866682603575	L1000	spherized	all_data
azelastine	3	0.04 uM	0.519	0.0891011148329063	L1000	spherized	all_data
balaglitazone	4	0.04 uM	0.929	0.024056649733325	L1000	spherized	all_data
balapiravir	2	0.04 uM	0.936	-0.0364576252544338	L1000	spherized	all_data
balicatib	3	0.04 uM	0.41	0.1043617781041156	L1000	spherized	all_data
balsalazide	3	0.04 uM	0.807	0.0348835581211725	L1000	spherized	all_data
bambuterol	3	0.04 uM	0.912	-0.0072677994131661	L1000	spherized	all_data
bardoxolone-methyl	2	0.04 uM	0.895	-0.0102221287990815	L1000	spherized	all_data
basimglurant	3	0.04 uM	0.758	0.0458259312649245	L1000	spherized	all_data
batimastat	2	0.04 uM	0.734	0.0484624888508374	L1000	spherized	all_data
bavisant	2	0.04 uM	0.968	-0.0654034146490674	L1000	spherized	all_data
bay-87-2243	3	0.04 uM	0.001	0.2890429190645709	L1000	spherized	all_data
bazedoxifene	3	0.04 uM	0.132	0.1509423238963236	L1000	spherized	all_data
bci-540	3	0.04 uM	0.636	0.0686232273627011	L1000	spherized	all_data
beclomethasone-dipropionate	3	0.04 uM	0.003	0.2726724758006281	L1000	spherized	all_data
belinostat	3	0.04 uM	0.906	-0.0041301001630713	L1000	spherized	all_data
bemegride	3	0.04 uM	0.002	0.2776484742921545	L1000	spherized	all_data
benazepril	3	0.04 uM	0.849	0.0229805229810201	L1000	spherized	all_data
bendamustine	3	0.04 uM	0.905	-0.0032913273342804	L1000	spherized	all_data
bendroflumethiazide	2	0.04 uM	0.645	0.0694850093144979	L1000	spherized	all_data
benzbromarone	3	0.04 uM	0.586	0.0771431511664602	L1000	spherized	all_data
benzthiazide	3	0.04 uM	0.547	0.0846104302433096	L1000	spherized	all_data
benzydamine	2	0.04 uM	0.663	0.0640938592543403	L1000	spherized	all_data
benzylpenicillin	2	0.04 uM	0.646	0.0690813859453331	L1000	spherized	all_data
bepotastine	3	0.04 uM	0.923	-0.0146806382494606	L1000	spherized	all_data
berberine	3	0.04 uM	0.818	0.0315712536974619	L1000	spherized	all_data
betahistine	3	0.04 uM	0.407	0.1049194275895383	L1000	spherized	all_data
betulinic-acid	3	0.04 uM	0.893	0.0008484610521985	L1000	spherized	all_data
bevirimat-dimeglumine	3	0.04 uM	0.958	-0.0341420147699044	L1000	spherized	all_data
bexarotene	3	0.04 uM	0.729	0.0524217112823041	L1000	spherized	all_data
bezafibrate	2	0.04 uM	0.76	0.0419386221776657	L1000	spherized	all_data
bicalutamide	3	0.04 uM	0.923	-0.0146529906830389	L1000	spherized	all_data
bifemelane	3	0.04 uM	0.924	-0.0161781415840094	L1000	spherized	all_data
bifonazole	2	0.04 uM	0.854	0.0089472611749192	L1000	spherized	all_data
bimatoprost	3	0.04 uM	0.907	-0.0048800190284762	L1000	spherized	all_data
bindarit	3	0.04 uM	0.623	0.0708195712144675	L1000	spherized	all_data
biperiden	3	0.04 uM	0.939	-0.0232212083787761	L1000	spherized	all_data
birinapant	3	0.04 uM	0.887	0.0030967589166649	L1000	spherized	all_data
bisindolylmaleimide	2	0.04 uM	0.284	0.1420663211927736	L1000	spherized	all_data
bisoprolol	3	0.04 uM	0.68	0.0625739816121043	L1000	spherized	all_data
bitopertin	3	0.04 uM	0.2	0.1344389602734501	L1000	spherized	all_data
blonanserin	3	0.04 uM	0.961	-0.0394775273698041	L1000	spherized	all_data
bms-599626	3	0.04 uM	0.979	-0.0709472780161209	L1000	spherized	all_data
bms-707035	3	0.04 uM	0.885	0.004759735575954	L1000	spherized	all_data
bms-927711	3	0.04 uM	0.708	0.0562101697194353	L1000	spherized	all_data
bopindolol	3	0.04 uM	0.977	-0.0654128789381797	L1000	spherized	all_data
bortezomib	2	0.04 uM	0.0	0.5215736371475617	L1000	spherized	all_data
bosentan	2	0.04 uM	0.205	0.1657122500938077	L1000	spherized	all_data
bosutinib	3	0.04 uM	0.923	-0.0154263909840723	L1000	spherized	all_data
brequinar	2	0.04 uM	0.9	-0.0128241872865819	L1000	spherized	all_data
bretazenil	3	0.04 uM	0.909	-0.0062316121052689	L1000	spherized	all_data
brexpiprazole	3	0.04 uM	0.871	0.0140678009414718	L1000	spherized	all_data
brivanib	3	0.04 uM	0.834	0.0278326469553271	L1000	spherized	all_data
brivudine	3	0.04 uM	0.942	-0.0263946743116092	L1000	spherized	all_data
bromocriptine	3	0.04 uM	0.842	0.0263065181222344	L1000	spherized	all_data
broxuridine	3	0.04 uM	0.921	-0.0126098521058495	L1000	spherized	all_data
bruceantin	2	0.04 uM	0.0	0.7179242538174844	L1000	spherized	all_data
bts-54505	3	0.04 uM	0.034	0.1948394942555412	L1000	spherized	all_data
bucladesine	3	0.04 uM	0.746	0.047785140252649	L1000	spherized	all_data
budipine	2	0.04 uM	0.871	0.000232557755057	L1000	spherized	all_data
bumetanide	2	0.04 uM	0.968	-0.0652355971524744	L1000	spherized	all_data
bupivacaine	3	0.04 uM	0.861	0.0193430342309767	L1000	spherized	all_data
bupropion	3	0.04 uM	0.811	0.0337549140489028	L1000	spherized	all_data
buspirone	2	0.04 uM	0.888	-0.0072223202501176	L1000	spherized	all_data
butoconazole	3	0.04 uM	0.865	0.0174196498019457	L1000	spherized	all_data
butorphanol-(+)-tartrate	3	0.04 uM	0.936	-0.0214277450158048	L1000	spherized	all_data
bvd-523	3	0.04 uM	0.944	-0.0279496839701631	L1000	spherized	all_data
cabazitaxel	3	0.04 uM	0.001	0.3031148947208828	L1000	spherized	all_data
cabergoline	3	0.04 uM	0.781	0.0412429644593954	L1000	spherized	all_data
cabozantinib	3	0.04 uM	0.662	0.0647127586607387	L1000	spherized	all_data
caffeine	4	0.04 uM	0.94	0.0185911267310276	L1000	spherized	all_data
calcitriol	3	0.04 uM	0.886	0.0038630001383446	L1000	spherized	all_data
camicinal	3	0.04 uM	0.934	-0.0208422348466764	L1000	spherized	all_data
camptothecin	3	0.04 uM	0.0	0.3594932216989565	L1000	spherized	all_data
canagliflozin	3	0.04 uM	0.906	-0.0041677376509774	L1000	spherized	all_data
candesartan	3	0.04 uM	0.817	0.0323647072527819	L1000	spherized	all_data
canertinib	3	0.04 uM	0.943	-0.026701820269244	L1000	spherized	all_data
canrenoic-acid	3	0.04 uM	0.735	0.0501830386855749	L1000	spherized	all_data
capecitabine	2	0.04 uM	0.903	-0.0155163763932943	L1000	spherized	all_data
capsaicin	2	0.04 uM	0.78	0.0355495638335508	L1000	spherized	all_data
carbachol	2	0.04 uM	0.968	-0.0671719533227812	L1000	spherized	all_data
carbamazepine	3	0.04 uM	0.846	0.0256315325877253	L1000	spherized	all_data
carbenoxolone	3	0.04 uM	0.871	0.0142903145878314	L1000	spherized	all_data
carbimazole	3	0.04 uM	0.764	0.0444385745524156	L1000	spherized	all_data
carglumic-acid	3	0.04 uM	0.88	0.0089025363891993	L1000	spherized	all_data
cariprazine	2	0.04 uM	0.829	0.0209050108263365	L1000	spherized	all_data
carisoprodol	3	0.04 uM	0.861	0.0193507924009615	L1000	spherized	all_data
carprofen	2	0.04 uM	0.859	0.0075444779039312	L1000	spherized	all_data
carvedilol	2	0.04 uM	0.659	0.0657173938204	L1000	spherized	all_data
cb-10-277-(free-acid)	3	0.04 uM	0.882	0.0071547006442962	L1000	spherized	all_data
cc-401	3	0.04 uM	0.381	0.109208656446552	L1000	spherized	all_data
cc-930	3	0.04 uM	0.792	0.0387540120204155	L1000	spherized	all_data
cediranib	3	0.04 uM	0.876	0.0116490162807693	L1000	spherized	all_data
cefdinir	2	0.04 uM	0.762	0.0415940445928353	L1000	spherized	all_data
cefepime	3	0.04 uM	0.333	0.1162284248701994	L1000	spherized	all_data
cefoperazone	4	0.04 uM	0.973	-0.0030560551872898	L1000	spherized	all_data
cefotetan	2	0.04 uM	0.745	0.0463897418980574	L1000	spherized	all_data
cefozopran	3	0.04 uM	0.929	-0.0190527977007648	L1000	spherized	all_data
celecoxib	3	0.04 uM	0.934	-0.0204823061311414	L1000	spherized	all_data
cep-37440	3	0.04 uM	0.705	0.0571294242741553	L1000	spherized	all_data
cepharanthine	2	0.04 uM	0.951	-0.0431851621888457	L1000	spherized	all_data
cgp12177	3	0.04 uM	0.922	-0.0129078290308258	L1000	spherized	all_data
chlorambucil	3	0.04 uM	0.202	0.1340763565400751	L1000	spherized	all_data
chlormezanone	3	0.04 uM	0.906	-0.0044033234872945	L1000	spherized	all_data
chloroxine	3	0.04 uM	0.519	0.0887742351570971	L1000	spherized	all_data
chlorphenamine	3	0.04 uM	0.969	-0.0583058496896467	L1000	spherized	all_data
chlorpromazine	3	0.04 uM	0.525	0.0873501156296387	L1000	spherized	all_data
chlorpropamide	3	0.04 uM	0.701	0.0580786970152717	L1000	spherized	all_data
chlortalidone	3	0.04 uM	0.958	-0.0336735843092026	L1000	spherized	all_data
cholic-acid	2	0.04 uM	0.568	0.0881408672053565	L1000	spherized	all_data
choline-alfoscerate	3	0.04 uM	0.61	0.0735168166476306	L1000	spherized	all_data
cianidanol	3	0.04 uM	0.94	-0.024222553657593	L1000	spherized	all_data
ciclesonide	3	0.04 uM	0.685	0.0614078194395951	L1000	spherized	all_data
ciglitazone	3	0.04 uM	0.696	0.0598548811469661	L1000	spherized	all_data
cilengitide	3	0.04 uM	0.905	-0.002531316381528	L1000	spherized	all_data
cilomilast	3	0.04 uM	0.928	-0.0182409294144152	L1000	spherized	all_data
cilostazol	3	0.04 uM	0.805	0.0352444086909363	L1000	spherized	all_data
cimetidine	3	0.04 uM	0.847	0.0235702108570379	L1000	spherized	all_data
cinaciguat	3	0.04 uM	0.861	0.0193455300804883	L1000	spherized	all_data
cinepazide	2	0.04 uM	0.967	-0.0646258476406639	L1000	spherized	all_data
cinnarizine	3	0.04 uM	0.968	-0.0522928111574191	L1000	spherized	all_data
cinoxacin	3	0.04 uM	0.274	0.1233406023217704	L1000	spherized	all_data
ciprofloxacin	3	0.04 uM	0.959	-0.0369036785887456	L1000	spherized	all_data
cisapride	3	0.04 uM	0.614	0.0723578649637415	L1000	spherized	all_data
citalopram	3	0.04 uM	0.914	-0.0085618854853893	L1000	spherized	all_data
cladribine	2	0.04 uM	0.664	0.0639591680471152	L1000	spherized	all_data
clarithromycin	3	0.04 uM	0.654	0.066443270888187	L1000	spherized	all_data
clenbuterol	2	0.04 uM	0.783	0.0344350558286773	L1000	spherized	all_data
climbazole	2	0.04 uM	0.834	0.0167786466049375	L1000	spherized	all_data
clinafloxacin	3	0.04 uM	0.968	-0.0525077445559899	L1000	spherized	all_data
clindamycin	3	0.04 uM	0.444	0.0988459494665614	L1000	spherized	all_data
clinofibrate	3	0.04 uM	0.943	-0.0267405229063978	L1000	spherized	all_data
clioquinol	3	0.04 uM	0.961	-0.04319729901278	L1000	spherized	all_data
clobetasol	3	0.04 uM	0.003	0.2723251527745777	L1000	spherized	all_data
clofarabine	3	0.04 uM	0.437	0.0997827528405572	L1000	spherized	all_data
clofazimine	3	0.04 uM	0.892	0.0012770477475531	L1000	spherized	all_data
clofibric-acid	3	0.04 uM	0.759	0.0453208167655308	L1000	spherized	all_data
clofoctol	4	0.04 uM	0.919	0.0276636848589124	L1000	spherized	all_data
clomethiazole	3	0.04 uM	0.556	0.0834641263153825	L1000	spherized	all_data
clomifene	3	0.04 uM	0.717	0.0542639402750455	L1000	spherized	all_data
clonazepam	3	0.04 uM	0.74	0.0493441686350724	L1000	spherized	all_data
clonidine	2	0.04 uM	0.926	-0.0298984472619603	L1000	spherized	all_data
clotrimazole	3	0.04 uM	0.893	0.0010416497308669	L1000	spherized	all_data
clozapine	3	0.04 uM	0.968	-0.0543547682956521	L1000	spherized	all_data
co-102862	3	0.04 uM	0.959	-0.0371642258315722	L1000	spherized	all_data
cobimetinib	4	0.04 uM	0.918	0.0277954664563423	L1000	spherized	all_data
colchicine	3	0.04 uM	0.923	-0.0152824799599838	L1000	spherized	all_data
colforsin-daproate	3	0.04 uM	0.939	-0.0225106533387005	L1000	spherized	all_data
combretastatin-a-4	3	0.04 uM	0.971	-0.0593765589577669	L1000	spherized	all_data
conivaptan	3	0.04 uM	0.839	0.026479074220569	L1000	spherized	all_data
cordycepin	2	0.04 uM	0.089	0.2024330049953611	L1000	spherized	all_data
cp-945,598	3	0.04 uM	0.893	0.0008007074033046	L1000	spherized	all_data
cpi-1189	3	0.04 uM	0.197	0.1351899163271248	L1000	spherized	all_data
cpi-613	2	0.04 uM	0.852	0.011632569242302	L1000	spherized	all_data
cromoglicic-acid	3	0.04 uM	0.806	0.0349347516715088	L1000	spherized	all_data
ct-7758	3	0.04 uM	0.793	0.0376349450982385	L1000	spherized	all_data
cts-1027	3	0.04 uM	0.61	0.0735356998726464	L1000	spherized	all_data
curcumin	3	0.04 uM	0.848	0.0231361220338224	L1000	spherized	all_data
cx-4945	3	0.04 uM	0.922	-0.0131027759667362	L1000	spherized	all_data
cx-5461	3	0.04 uM	0.359	0.1122037204972471	L1000	spherized	all_data
cx516	3	0.04 uM	0.773	0.043285745495548	L1000	spherized	all_data
cyanocobalamin	2	0.04 uM	0.7	0.0569341223048036	L1000	spherized	all_data
cyclizine	2	0.04 uM	0.767	0.04029993803573	L1000	spherized	all_data
cyclobenzaprine	3	0.04 uM	0.672	0.0633441808848415	L1000	spherized	all_data
cyclosporin-a	3	0.04 uM	0.934	-0.0204705615674656	L1000	spherized	all_data
cyproheptadine	3	0.04 uM	0.933	-0.0204010260805246	L1000	spherized	all_data
cyproterone-acetate	2	0.04 uM	0.832	0.0188809244508624	L1000	spherized	all_data
cytarabine	3	0.04 uM	0.564	0.0807142744758982	L1000	spherized	all_data
cytisine	3	0.04 uM	0.78	0.0413757000697731	L1000	spherized	all_data
d-serine	3	0.04 uM	0.88	0.0076370678326149	L1000	spherized	all_data
dabigatran-etexilate	3	0.04 uM	0.923	-0.0151697595274319	L1000	spherized	all_data
dabrafenib	3	0.04 uM	0.78	0.0415639203415672	L1000	spherized	all_data
dacarbazine	2	0.04 uM	0.721	0.0533593673080002	L1000	spherized	all_data
dacinostat	3	0.04 uM	0.088	0.1652106752876464	L1000	spherized	all_data
dacomitinib	3	0.04 uM	0.72	0.0537338931673269	L1000	spherized	all_data
danazol	3	0.04 uM	0.765	0.0441627521201597	L1000	spherized	all_data
danegaptide	3	0.04 uM	0.92	-0.0117769734704316	L1000	spherized	all_data
dantrolene	3	0.04 uM	0.742	0.0485149348599457	L1000	spherized	all_data
danusertib	3	0.04 uM	0.69	0.0603605704523397	L1000	spherized	all_data
dapagliflozin	3	0.04 uM	0.862	0.0189796861217347	L1000	spherized	all_data
dapivirine	3	0.04 uM	0.834	0.0278658731803914	L1000	spherized	all_data
dapsone	3	0.04 uM	0.963	-0.047277294832678	L1000	spherized	all_data
darifenacin	3	0.04 uM	0.333	0.115698687716447	L1000	spherized	all_data
darunavir	3	0.04 uM	0.869	0.0149710217404367	L1000	spherized	all_data
dasabuvir	3	0.04 uM	0.93	-0.0192781213372618	L1000	spherized	all_data
dasatinib	2	0.04 uM	0.835	0.0156497925904779	L1000	spherized	all_data
dazoxiben	3	0.04 uM	0.729	0.0524593990771886	L1000	spherized	all_data
decitabine	3	0.04 uM	0.597	0.0753619216450792	L1000	spherized	all_data
defactinib	3	0.04 uM	0.796	0.0365264613043733	L1000	spherized	all_data
deferasirox	3	0.04 uM	0.868	0.0153029168571938	L1000	spherized	all_data
deferiprone	3	0.04 uM	0.94	-0.0248541418877765	L1000	spherized	all_data
deforolimus	3	0.04 uM	0.001	0.2933469669850302	L1000	spherized	all_data
dehydroepiandrosterone	2	0.04 uM	0.96	-0.050517463789732	L1000	spherized	all_data
delanzomib	3	0.04 uM	0.702	0.0577877689864347	L1000	spherized	all_data
delivert	2	0.04 uM	0.76	0.0420782010307496	L1000	spherized	all_data
deoxycholic-acid	3	0.04 uM	0.181	0.1384733585006559	L1000	spherized	all_data
dequalinium	3	0.04 uM	0.923	-0.0149111996423987	L1000	spherized	all_data
desmopressin-acetate	2	0.04 uM	0.87	0.0019544464630583	L1000	spherized	all_data
dexamethasone	6	0.04 uM	0.0	0.2129588701869987	L1000	spherized	all_data
dexfenfluramine	3	0.04 uM	0.817	0.0325668381032669	L1000	spherized	all_data
dexloxiglumide	3	0.04 uM	0.795	0.0369613553553355	L1000	spherized	all_data
dexniguldipine	3	0.04 uM	0.959	-0.0368111323351962	L1000	spherized	all_data
dextromethorphan	3	0.04 uM	0.737	0.0498229221898081	L1000	spherized	all_data
diacerein	3	0.04 uM	0.68	0.062620791417566	L1000	spherized	all_data
diazepam	2	0.04 uM	0.87	0.0017371212724024	L1000	spherized	all_data
diazoxide	3	0.04 uM	0.05	0.1828079370310465	L1000	spherized	all_data
diclofenac	3	0.04 uM	0.904	-0.0021862009987299	L1000	spherized	all_data
diclofensine	3	0.04 uM	0.939	-0.0234817735089185	L1000	spherized	all_data
dicloxacillin	3	0.04 uM	0.963	-0.0480788454409096	L1000	spherized	all_data
dicoumarol	3	0.04 uM	0.884	0.0052723415936608	L1000	spherized	all_data
