cpd,dose,replicate_correlation,signature_strength,TAS
almitrine,0.04 uM,-0.0205569416996638,270.3333333333333,0.0
almorexant,0.04 uM,0.0128512949303569,348.0,0.06762287638663296
altanserin,0.04 uM,0.0145668827415712,367.0,0.07393446198405593
altrenogest,0.04 uM,0.2026178089105756,210.0,0.20858305655988918
altretamine,0.04 uM,-0.0066765292179468,349.3333333333333,0.0
alvespimycin,0.04 uM,0.1361187036210596,385.3333333333333,0.23158358059442716
alvimopan,0.04 uM,0.1468976458563843,367.3333333333333,0.23489196470520818
alvocidib,0.04 uM,0.1707546224052633,387.0,0.2599395062369247
am-24,0.04 uM,-0.0233180208378655,340.0,0.0
amantadine,0.04 uM,0.0223887327844752,297.6666666666667,0.08254873666628611
ambrisentan,0.04 uM,-0.0014977067674778,243.33333333333334,0.0
ambroxol,0.04 uM,-0.0396895072435256,179.0,0.0
amd11070,0.04 uM,0.0422768219030848,205.33333333333334,0.0942131376227107
amg-208,0.04 uM,-0.0286415040854501,262.3333333333333,0.0
amg-232,0.04 uM,-0.0628384683894585,270.0,0.0
amg-517,0.04 uM,0.0906654679153848,262.0,0.155848336801108
amikacin,0.04 uM,0.0589420002682775,289.3333333333333,0.1320511667693558
amiloride,0.04 uM,-0.036644960431732,333.0,0.0
aminocaproic-acid,0.04 uM,0.0023367649666397,271.3333333333333,0.02546183293110611
aminoglutethimide,0.04 uM,0.0023592406780983,228.33333333333334,0.0234693658434531
aminoguanidine,0.04 uM,0.0308832224905041,228.66666666666666,0.08497541773027159
aminolevulinic-acid,0.04 uM,-0.0115096465432369,215.66666666666666,0.0
aminosalicylic-acid,0.04 uM,0.0028477013461059,328.0,0.030904001394163924
amiodarone,0.04 uM,0.0488793036747624,237.0,0.1088346665031009
amiprilose,0.04 uM,0.0014866584584887,270.0,0.02025900248756979
amitifadine,0.04 uM,0.0845328106944833,223.66666666666666,0.13904131292312338
amlexanox,0.04 uM,0.0378479825830151,242.0,0.09677420743161914
amlodipine,0.04 uM,0.0789019651067344,269.0,0.14731623891190282
ammonium-glycyrrhizinate,0.04 uM,0.0972340932433105,197.0,0.13995002164054982
amonafide,0.04 uM,0.0260559763950546,247.0,0.08112089345783383
amoxapine,0.04 uM,0.0341394172341277,263.25,0.09586118962202916
ampalex,0.04 uM,0.1090932269851946,317.3333333333333,0.18814267462658746
amrinone,0.04 uM,-0.0503337064229331,286.0,0.0
amsacrine,0.04 uM,0.2714810174988578,313.6666666666667,0.2950764100240837
amtolmetin-guacil,0.04 uM,0.0431571029102234,230.66666666666666,0.1008902351132055
amuvatinib,0.04 uM,0.0111646089399587,236.66666666666666,0.05197815710871337
anamorelin,0.04 uM,0.0433843759115395,342.0,0.12317152056489525
anandamide,0.04 uM,0.0157172423212337,235.33333333333334,0.06149792609820289
andrographolide,0.04 uM,0.0128563592160698,330.0,0.0658637633172123
anecortave-acetate,0.04 uM,0.0791961099509298,289.6666666666667,0.15315520411163022
anidulafungin,0.04 uM,-0.0052234271416198,259.6666666666667,0.0
aniracetam,0.04 uM,0.0118340551878129,248.33333333333334,0.054816951123821685
anisodamine,0.04 uM,0.0301637906673947,290.3333333333333,0.09462850564284501
ap26113,0.04 uM,-0.0595679731908809,183.0,0.0
apafant,0.04 uM,0.1454077174522565,201.33333333333334,0.1730143570264455
apd668,0.04 uM,3.887351393884806e-06,294.3333333333333,0.0010816261963497156
aphidicolin,0.04 uM,0.0741391032042906,188.0,0.11938043621346853
api-001,0.04 uM,0.1383711442625324,364.6666666666667,0.22714405386810851
apixaban,0.04 uM,0.0145865652097942,228.33333333333334,0.05835683770903906
apocynin,0.04 uM,0.1191049144583606,385.0,0.21653384020389194
apremilast,0.04 uM,0.1231470404158669,244.33333333333334,0.17540174999343708
aprepitant,0.04 uM,-0.0143775683985211,310.6666666666667,0.0
arbutin,0.04 uM,0.022955681263545,297.3333333333333,0.0835405760187305
argatroban,0.04 uM,0.0321120752853661,206.33333333333334,0.08230940389289067
arglabin,0.04 uM,0.0069909228600488,200.0,0.037810535260653165
aripiprazole,0.04 uM,-0.0183830604311925,319.6666666666667,0.0
arofylline,0.04 uM,0.0266855689867319,249.0,0.08242680757527476
arry-334543,0.04 uM,-0.0085379910380959,241.0,0.0
artesunate,0.04 uM,0.138004460143242,319.3333333333333,0.21227520112988407
asa-404,0.04 uM,0.0529484456404389,243.66666666666666,0.11485641099927732
asc-j9,0.04 uM,0.0120412750389782,229.33333333333334,0.05313741246570484
asenapine,0.04 uM,-0.0241493709997098,295.0,0.0
aspirin,0.04 uM,-0.0094302009672922,277.6666666666667,0.0
at13387,0.04 uM,-0.0267539526930048,280.3333333333333,0.0
ataluren,0.04 uM,-0.0314554608290062,226.33333333333334,0.0
atenolol,0.04 uM,-0.0158387458703679,142.5,0.0
atipamezole,0.04 uM,0.0197954512223128,222.66666666666666,0.0671337457226967
atn-161,0.04 uM,0.0133165860919178,275.6666666666667,0.06126594696070982
atomoxetine,0.04 uM,0.0084071385431768,229.33333333333334,0.04440054148030464
atorvastatin,0.04 uM,0.072801177583539,217.33333333333334,0.12719292222057274
atracurium,0.04 uM,0.0459502692797845,298.0,0.11832669519116455
atrasentan,0.04 uM,0.019394957212888,274.6666666666667,0.07380367096881413
av-608,0.04 uM,0.1442771142206838,308.6666666666667,0.21339004851324025
avagacestat,0.04 uM,0.0098759847541451,221.0,0.04724076424452744
avanafil,0.04 uM,-0.0067333823276106,271.6666666666667,0.0
avasimibe,0.04 uM,0.0827941189444158,334.6666666666667,0.1683203192241902
avl-292,0.04 uM,0.0435163316463293,273.0,0.11021432243860652
avn-944,0.04 uM,0.0356808019741546,249.66666666666666,0.09543950049365903
azacitidine,0.04 uM,0.0997482181720694,228.33333333333334,0.1526046630323998
azathioprine,0.04 uM,0.0363321819532472,274.6666666666667,0.10101347026852617
azd1208,0.04 uM,-0.009911201423407,203.33333333333334,0.0
azd1480,0.04 uM,0.081617965397442,249.66666666666666,0.1443456618785764
azd1981,0.04 uM,0.0153208227395496,262.6666666666667,0.06414666731798667
azd2014,0.04 uM,-0.0082506492451489,221.66666666666666,0.0
azd3514,0.04 uM,0.0075812143940572,261.0,0.04498007917223377
azd4547,0.04 uM,0.0318691535385658,173.0,0.0750825282964717
azd5363,0.04 uM,0.0576552238754998,262.6666666666667,0.12443781748548169
azd7545,0.04 uM,0.0174902458513902,255.33333333333334,0.06757441383367062
azd7687,0.04 uM,0.0854427977952025,212.0,0.13609313969246464
azd7762,0.04 uM,0.0504567470478844,283.6666666666667,0.1209746430440213
azd8931,0.04 uM,-0.0302107751396722,252.33333333333334,0.0
azd9668,0.04 uM,0.1910738922735993,215.66666666666666,0.2052687136894136
azelaic-acid,0.04 uM,-0.0208866682603575,241.0,0.0
azelastine,0.04 uM,0.0891011148329063,220.66666666666666,0.1417883370448504
balaglitazone,0.04 uM,0.024056649733325,279.25,0.08287904458128455
balapiravir,0.04 uM,-0.0364576252544338,259.0,0.0
balicatib,0.04 uM,0.1043617781041156,296.3333333333333,0.17782448545112486
balsalazide,0.04 uM,0.0348835581211725,279.3333333333333,0.09981650121415887
bambuterol,0.04 uM,-0.0072677994131661,308.3333333333333,0.0
bardoxolone-methyl,0.04 uM,-0.0102221287990815,280.3333333333333,0.0
basimglurant,0.04 uM,0.0458259312649245,229.33333333333334,0.10366205499751648
batimastat,0.04 uM,0.0484624888508374,430.0,0.14597136105175118
bavisant,0.04 uM,-0.0654034146490674,156.0,0.0
bay-87-2243,0.04 uM,0.2890429190645709,395.6666666666667,0.34196091620317254
bazedoxifene,0.04 uM,0.1509423238963236,317.3333333333333,0.22130638059746335
bci-540,0.04 uM,0.0686232273627011,299.6666666666667,0.14500579566616834
beclomethasone-dipropionate,0.04 uM,0.2726724758006281,400.6666666666667,0.3342279997222684
belinostat,0.04 uM,-0.0041301001630713,351.6666666666667,0.0
bemegride,0.04 uM,0.2776484742921545,202.33333333333334,0.2396690400769718
benazepril,0.04 uM,0.0229805229810201,278.0,0.08082261996799149
bendamustine,0.04 uM,-0.0032913273342804,223.66666666666666,0.0
bendroflumethiazide,0.04 uM,0.0694850093144979,251.0,0.13354049858645423
benzbromarone,0.04 uM,0.0771431511664602,278.6666666666667,0.14825924067498025
benzthiazide,0.04 uM,0.0846104302433096,253.66666666666666,0.14814064299649848
benzydamine,0.04 uM,0.0640938592543403,313.3333333333333,0.14329864480027385
benzylpenicillin,0.04 uM,0.0690813859453331,360.6666666666667,0.15961146971773946
bepotastine,0.04 uM,-0.0146806382494606,210.33333333333334,0.0
berberine,0.04 uM,0.0315712536974619,209.66666666666666,0.08226994027490797
betahistine,0.04 uM,0.1049194275895383,252.66666666666666,0.16463891840510433
betulinic-acid,0.04 uM,0.0008484610521985,268.0,0.015248036582486836
bevirimat-dimeglumine,0.04 uM,-0.0341420147699044,287.6666666666667,0.0
bexarotene,0.04 uM,0.0524217112823041,343.0,0.13559173869028113
bezafibrate,0.04 uM,0.0419386221776657,248.66666666666666,0.10326340424343772
bicalutamide,0.04 uM,-0.0146529906830389,228.33333333333334,0.0
bifemelane,0.04 uM,-0.0161781415840094,248.0,0.0
bifonazole,0.04 uM,0.0089472611749192,245.33333333333334,0.04737551126623394
bimatoprost,0.04 uM,-0.0048800190284762,263.0,0.0
bindarit,0.04 uM,0.0708195712144675,308.0,0.14934221120330318
biperiden,0.04 uM,-0.0232212083787761,344.0,0.0
birinapant,0.04 uM,0.0030967589166649,274.6666666666667,0.029490847235460388
bisindolylmaleimide,0.04 uM,0.1420663211927736,294.6666666666667,0.20689102204180757
bisoprolol,0.04 uM,0.0625739816121043,239.0,0.12365919591129626
bitopertin,0.04 uM,0.1344389602734501,234.0,0.17934987314727058
blonanserin,0.04 uM,-0.0394775273698041,224.66666666666666,0.0
bms-599626,0.04 uM,-0.0709472780161209,270.0,0.0
bms-707035,0.04 uM,0.004759735575954,311.0,0.03890470981683583
bms-927711,0.04 uM,0.0562101697194353,395.0,0.15067339317278738
bopindolol,0.04 uM,-0.0654128789381797,257.0,0.0
bortezomib,0.04 uM,0.5215736371475617,575.6666666666666,0.5540818573275766
bosentan,0.04 uM,0.1657122500938077,190.5,0.17966164416286254
bosutinib,0.04 uM,-0.0154263909840723,333.6666666666667,0.0
brequinar,0.04 uM,-0.0128241872865819,202.5,0.0
bretazenil,0.04 uM,-0.0062316121052689,321.3333333333333,0.0
brexpiprazole,0.04 uM,0.0140678009414718,278.5,0.06329308721949771
brivanib,0.04 uM,0.0278326469553271,196.0,0.07468542620051566
brivudine,0.04 uM,-0.0263946743116092,253.66666666666666,0.0
bromocriptine,0.04 uM,0.0263065181222344,300.0,0.08983030717177232
broxuridine,0.04 uM,-0.0126098521058495,289.0,0.0
bruceantin,0.04 uM,0.7179242538174844,726.6666666666666,0.7303608826159345
bts-54505,0.04 uM,0.1948394942555412,195.33333333333334,0.19726827641895292
bucladesine,0.04 uM,0.047785140252649,342.6666666666667,0.12939364143708953
budipine,0.04 uM,0.000232557755057,234.0,0.007459400314398461
bumetanide,0.04 uM,-0.0652355971524744,215.66666666666666,0.0
bupivacaine,0.04 uM,0.0193430342309767,305.75,0.0777635548723277
bupropion,0.04 uM,0.0337549140489028,265.0,0.09563613420995745
buspirone,0.04 uM,-0.0072223202501176,231.0,0.0
butoconazole,0.04 uM,0.0174196498019457,282.3333333333333,0.07091389832426823
butorphanol-(+)-tartrate,0.04 uM,-0.0214277450158048,292.6666666666667,0.0
bvd-523,0.04 uM,-0.0279496839701631,198.0,0.0
cabazitaxel,0.04 uM,0.3031148947208828,455.6666666666667,0.37580092205972965
cabergoline,0.04 uM,0.0412429644593954,295.0,0.11153637294761036
cabozantinib,0.04 uM,0.0647127586607387,218.66666666666666,0.12028648159943307
caffeine,0.04 uM,0.0185911267310276,336.0,0.07991955683081596
calcitriol,0.04 uM,0.0038630001383446,333.6666666666667,0.03630357094400798
camicinal,0.04 uM,-0.0208422348466764,231.33333333333334,0.0
camptothecin,0.04 uM,0.3594932216989565,592.0,0.4664840285819738
canagliflozin,0.04 uM,-0.0041677376509774,281.3333333333333,0.0
candesartan,0.04 uM,0.0323647072527819,401.6666666666667,0.11529203641360539
canertinib,0.04 uM,-0.026701820269244,211.66666666666666,0.0
canrenoic-acid,0.04 uM,0.0501830386855749,256.0,0.11461172072307199
capecitabine,0.04 uM,-0.0155163763932943,279.6666666666667,0.0
capsaicin,0.04 uM,0.0355495638335508,426.6666666666667,0.12453518446630352
carbachol,0.04 uM,-0.0671719533227812,162.0,0.0
carbamazepine,0.04 uM,0.0256315325877253,222.66666666666666,0.07639157494624471
carbenoxolone,0.04 uM,0.0142903145878314,221.0,0.05682606767311016
carbimazole,0.04 uM,0.0444385745524156,210.66666666666666,0.09783822031377734
carglumic-acid,0.04 uM,0.0089025363891993,240.66666666666666,0.04680534198694226
cariprazine,0.04 uM,0.0209050108263365,249.33333333333334,0.0730038800037585
carisoprodol,0.04 uM,0.0193507924009615,265.6666666666667,0.07250174890015333
carprofen,0.04 uM,0.0075444779039312,342.3333333333333,0.05138895217890171
carvedilol,0.04 uM,0.0657173938204,232.33333333333334,0.124947191971109
cb-10-277-(free-acid),0.04 uM,0.0071547006442962,201.66666666666666,0.03840991678587736
cc-401,0.04 uM,0.109208656446552,261.3333333333333,0.17082699789149822
cc-930,0.04 uM,0.0387540120204155,260.3333333333333,0.10156727413477504
cediranib,0.04 uM,0.0116490162807693,257.6666666666667,0.05539930524369605
cefdinir,0.04 uM,0.0415940445928353,214.0,0.09540102389809269
cefepime,0.04 uM,0.1162284248701994,241.66666666666666,0.169470895638772
cefoperazone,0.04 uM,-0.0030560551872898,273.0,0.0
cefotetan,0.04 uM,0.0463897418980574,189.0,0.09468309654690471
cefozopran,0.04 uM,-0.0190527977007648,281.3333333333333,0.0
celecoxib,0.04 uM,-0.0204823061311414,289.25,0.0
cep-37440,0.04 uM,0.0571294242741553,224.33333333333334,0.11447414304641977
cepharanthine,0.04 uM,-0.0431851621888457,307.6666666666667,0.0
cgp12177,0.04 uM,-0.0129078290308258,189.66666666666666,0.0
chlorambucil,0.04 uM,0.1340763565400751,278.6666666666667,0.19545607971087792
chlormezanone,0.04 uM,-0.0044033234872945,318.3333333333333,0.0
chloroxine,0.04 uM,0.0887742351570971,277.3333333333333,0.158662786778172
chlorphenamine,0.04 uM,-0.0583058496896467,229.33333333333334,0.0
chlorpromazine,0.04 uM,0.0873501156296387,208.33333333333334,0.1364085825257404
chlorpropamide,0.04 uM,0.0580786970152717,212.0,0.11220363721252277
chlortalidone,0.04 uM,-0.0336735843092026,229.33333333333334,0.0
cholic-acid,0.04 uM,0.0881408672053565,169.0,0.1234134759692934
choline-alfoscerate,0.04 uM,0.0735168166476306,278.3333333333333,0.14464603377027271
cianidanol,0.04 uM,-0.024222553657593,204.66666666666666,0.0
ciclesonide,0.04 uM,0.0614078194395951,327.0,0.14329013339362476
ciglitazone,0.04 uM,0.0598548811469661,278.3333333333333,0.13051576382669414
cilengitide,0.04 uM,-0.002531316381528,287.3333333333333,0.0
cilomilast,0.04 uM,-0.0182409294144152,212.66666666666666,0.0
cilostazol,0.04 uM,0.0352444086909363,230.33333333333334,0.09110749025361492
cimetidine,0.04 uM,0.0235702108570379,229.0,0.07428994684828866
cinaciguat,0.04 uM,0.0193455300804883,283.6666666666667,0.07490745505579835
cinepazide,0.04 uM,-0.0646258476406639,262.0,0.0
cinnarizine,0.04 uM,-0.0522928111574191,230.0,0.0
cinoxacin,0.04 uM,0.1233406023217704,239.0,0.1736131254724186
ciprofloxacin,0.04 uM,-0.0369036785887456,200.66666666666666,0.0
cisapride,0.04 uM,0.0723578649637415,257.6666666666667,0.13807102982307684
citalopram,0.04 uM,-0.0085618854853893,250.0,0.0
cladribine,0.04 uM,0.0639591680471152,243.66666666666666,0.126235073347954
clarithromycin,0.04 uM,0.066443270888187,367.0,0.1579025365827558
clenbuterol,0.04 uM,0.0344350558286773,172.0,0.07782071053565712
climbazole,0.04 uM,0.0167786466049375,270.6666666666667,0.06814381180756657
clinafloxacin,0.04 uM,-0.0525077445559899,268.6666666666667,0.0
clindamycin,0.04 uM,0.0988459494665614,153.0,0.1243528452882035
clinofibrate,0.04 uM,-0.0267405229063978,223.0,0.0
clioquinol,0.04 uM,-0.04319729901278,217.33333333333334,0.0
clobetasol,0.04 uM,0.2723251527745777,389.6666666666667,0.32939809166508177
clofarabine,0.04 uM,0.0997827528405572,240.0,0.1564818363716606
clofazimine,0.04 uM,0.0012770477475531,248.66666666666666,0.018019507906500604
clofibric-acid,0.04 uM,0.0453208167655308,347.0,0.12680727618756582
clofoctol,0.04 uM,0.0276636848589124,326.25,0.09606403999618547
clomethiazole,0.04 uM,0.0834641263153825,234.66666666666666,0.14151621377576434
clomifene,0.04 uM,0.0542639402750455,271.0,0.12262270184892102
clonazepam,0.04 uM,0.0493441686350724,328.6666666666667,0.12877344694765414
clonidine,0.04 uM,-0.0298984472619603,311.6666666666667,0.0
clotrimazole,0.04 uM,0.0010416497308669,284.0,0.017392042804992014
clozapine,0.04 uM,-0.0543547682956521,300.0,0.0
co-102862,0.04 uM,-0.0371642258315722,241.33333333333334,0.0
cobimetinib,0.04 uM,0.0277954664563423,366.75,0.10209456362181271
colchicine,0.04 uM,-0.0152824799599838,258.5,0.0
colforsin-daproate,0.04 uM,-0.0225106533387005,232.33333333333334,0.0
combretastatin-a-4,0.04 uM,-0.0593765589577669,305.6666666666667,0.0
conivaptan,0.04 uM,0.026479074220569,274.6666666666667,0.08623527438730236
cordycepin,0.04 uM,0.2024330049953611,190.5,0.19857232628046093
"cp-945,598",0.04 uM,0.0008007074033046,247.33333333333334,0.014230128435844069
cpi-1189,0.04 uM,0.1351899163271248,231.66666666666666,0.1789511514456744
cpi-613,0.04 uM,0.011632569242302,232.33333333333334,0.05256832721196135
cromoglicic-acid,0.04 uM,0.0349347516715088,254.66666666666666,0.0953773946061206
ct-7758,0.04 uM,0.0376349450982385,228.0,0.09366851595812721
cts-1027,0.04 uM,0.0735356998726464,300.0,0.15018975714448216
curcumin,0.04 uM,0.0231361220338224,215.0,0.07131733167191161
cx-4945,0.04 uM,-0.0131027759667362,276.3333333333333,0.0
cx-5461,0.04 uM,0.1122037204972471,234.0,0.1638483718360639
cx516,0.04 uM,0.043285745495548,246.0,0.10434474377799245
cyanocobalamin,0.04 uM,0.0569341223048036,236.33333333333334,0.11729496711074676
cyclizine,0.04 uM,0.04029993803573,181.5,0.08648107440681606
cyclobenzaprine,0.04 uM,0.0633441808848415,251.66666666666666,0.1276723297318568
cyclosporin-a,0.04 uM,-0.0204705615674656,246.0,0.0
cyproheptadine,0.04 uM,-0.0204010260805246,257.0,0.0
cyproterone-acetate,0.04 uM,0.0188809244508624,252.66666666666666,0.06984192086861704
cytarabine,0.04 uM,0.0807142744758982,226.33333333333334,0.13667214359958638
cytisine,0.04 uM,0.0413757000697731,287.3333333333333,0.11025448263333566
d-serine,0.04 uM,0.0076370678326149,208.66666666666666,0.04036643870799396
dabigatran-etexilate,0.04 uM,-0.0151697595274319,245.33333333333334,0.0
dabrafenib,0.04 uM,0.0415639203415672,294.0,0.11177958418290446
dacarbazine,0.04 uM,0.0533593673080002,257.6666666666667,0.11856732665708583
dacinostat,0.04 uM,0.1652106752876464,376.0,0.25202495637971123
dacomitinib,0.04 uM,0.0537338931673269,270.0,0.12179700482203105
danazol,0.04 uM,0.0441627521201597,431.3333333333333,0.13956134566434342
danegaptide,0.04 uM,-0.0117769734704316,205.66666666666666,0.0
dantrolene,0.04 uM,0.0485149348599457,238.66666666666666,0.10880884058730093
danusertib,0.04 uM,0.0603605704523397,229.0,0.1188844304579134
dapagliflozin,0.04 uM,0.0189796861217347,265.6666666666667,0.07180317013654282
dapivirine,0.04 uM,0.0278658731803914,208.66666666666666,0.07710693495071107
