cpd,dose,replicate_correlation,signature_strength,MAS
CYT-997,0.04 uM,0.5569578745084853,626.6,0.6600701776398546
CYT387,0.04 uM,0.0351446173891114,338.4,0.12185078431649891
D-4476,0.04 uM,0.0452745010133841,323.4,0.13520121236468047
DMP-543,0.04 uM,0.0445465105961687,316.8,0.13273430303459693
ENMD-2076,0.04 uM,0.1070673386757824,289.2,0.1966126198351654
EX-527,0.04 uM,0.001304743758581,296.2,0.021965388199760037
FK-866,0.04 uM,0.6652356935376913,667.2,0.7443882898077662
FK-888,0.04 uM,0.1669728767967721,456.6,0.3085138464314977
FPL-55712,0.04 uM,0.0282514803814433,294.2,0.10186516220566671
GDC-0941,0.04 uM,0.0123950773814527,299.4,0.06806663189138548
GDC-0980,0.04 uM,0.1090002405036098,379.8,0.22733952604850483
GSK-461364,0.04 uM,0.6277378183754099,716.8,0.7495004313831732
GSK1070916,0.04 uM,0.7763156131207561,735.8,0.8444672161007668
GSK923295,0.04 uM,0.0368666465857827,274.4,0.1123809278202991
IKK-2-inhibitor-V,0.04 uM,0.0709400188666909,324.2,0.1694477853374949
JNJ-26854165,0.04 uM,0.6058579090662856,628.2,0.6893155867392299
JNJ-38877605,0.04 uM,0.0191832684207085,269.75,0.08037588548127493
JTC-801,0.04 uM,0.0598901038601996,343.6,0.16028314399880933
JTE-907,0.04 uM,0.0218261228950096,284.0,0.08796931497548925
L-655240,0.04 uM,0.1688016265515985,453.0,0.3089734459415103
L-690330,0.04 uM,0.0319173391427797,461.8,0.13565132663246662
LCQ908,0.04 uM,0.0711358074850327,336.8,0.17294735172333117
LXR-623,0.04 uM,0.0275285218601436,309.4,0.10311820462098444
LY2801653,0.04 uM,0.0716150167652031,312.8,0.16723191505638996
MDL-73005EF,0.04 uM,0.0280507999663761,372.8,0.11426002622238819
MK-1775,0.04 uM,0.1813637138427339,316.4,0.26765612093870805
MK-2206,0.04 uM,0.0952173872435017,390.4,0.21542533481748913
MK-5108,0.04 uM,0.1525773581028701,339.4,0.2542639013126995
MLN-2238,0.04 uM,0.1112721706968533,396.8,0.23478094907398075
MLN-4924,0.04 uM,0.282870819206665,460.8,0.40339828846825215
MLN-8054,0.04 uM,0.1761714510540128,370.0,0.2852675483555743
NF-449,0.04 uM,0.0560069279049567,294.2,0.1434253610569098
NVP-BEZ235,0.04 uM,0.0624827094249395,341.6,0.16323850162854275
OCO-1112,0.04 uM,0.0474541175152007,308.6,0.13521306377609754
PCA-4248,0.04 uM,0.0375140566187527,321.8,0.12276477624723828
PD-0325901,0.04 uM,0.4672986424388467,652.0,0.6167438102067784
PD-184352,0.04 uM,0.0807814382582868,415.6,0.20472802743800536
PF-04217903,0.04 uM,0.0466383316054433,245.6,0.11958299497425345
PF-562271,0.04 uM,0.4088660721791027,593.6,0.5504542448853074
PHA-793887,0.04 uM,0.3079757418252122,399.8,0.39206980063050223
PI-103,0.04 uM,0.0661880995077848,373.4,0.17565513666404114
PK-11195,0.04 uM,-0.0555576414768322,224.5,0.0
PX-12,0.04 uM,0.0087589196484444,326.4,0.05974259572854893
RHO-kinase-inhibitor-III[rockout],0.04 uM,0.1121656182577264,354.2,0.22270906654917388
SB-242235,0.04 uM,0.0473280165690642,304.0,0.13402310828473393
SCH-28080,0.04 uM,0.023256512277359,307.4,0.09447305644776169
SGX523,0.04 uM,0.0634745416421493,292.4,0.15222017357647114
SN-38,0.04 uM,0.6944115250263854,715.6,0.787639282658387
SR-27897,0.04 uM,0.058062743422343,312.4,0.15048320442132007
SR-57227A,0.04 uM,-0.0078030578983253,316.4,0.0
TAK-715,0.04 uM,0.0428364015055992,379.8,0.1425173414851793
TG100-115,0.04 uM,0.0198029388140136,281.4,0.08340855767523171
TH-302,0.04 uM,0.2291335565580431,401.8,0.33902603950426835
THM-I-94,0.04 uM,0.2175403252169202,389.8,0.3253677814726265
TTNPB,0.04 uM,0.2498029154641486,373.8,0.3414303646181302
VP-20629,0.04 uM,0.0557188606199856,353.2,0.1567455438181261
WAY-362450,0.04 uM,0.0228378842220291,341.6,0.09868942223070888
XL-147,0.04 uM,0.0272840837979956,316.4,0.10381417732102494
Y-26763,0.04 uM,0.0268973516583074,325.2,0.10449939375414208
Y-27152,0.04 uM,-0.0206232078978583,286.0,0.0
Y-27632,0.04 uM,0.3611047404895999,500.4,0.4749621341645374
Y-39983,0.04 uM,0.0571975842229631,331.8,0.15392557196367185
YM-155,0.04 uM,0.6444623927073702,691.8,0.7460583758784732
YM-976,0.04 uM,0.0733582242894636,287.4,0.16223760592113354
ZD-7288,0.04 uM,0.328792368330111,592.2,0.49303620028135847
ZK-93423,0.04 uM,0.1113269144554344,297.2,0.20323955280754807
ZK-93426,0.04 uM,0.0484207902528323,286.0,0.13148696318847314
abacavir,0.04 uM,0.0252711152829536,329.4,0.10194307837573006
abiraterone-acetate,0.04 uM,0.1012065108763671,328.2,0.20363726554128836
abt-202,0.04 uM,0.0363639590163168,323.2,0.12113091500265431
abt-239,0.04 uM,0.0620057884315428,310.0,0.15491044657849548
abt-724,0.04 uM,0.0212880019053489,289.0,0.0876395448757281
acarbose,0.04 uM,0.0298690422819356,302.5,0.10620796320684346
acebutolol,0.04 uM,0.0747866873079473,317.0,0.1720384500929549
acecainide,0.04 uM,0.0538338260154856,397.6,0.16346867901351414
acenocoumarol,0.04 uM,0.0479667404522401,314.4,0.1372129540323635
acetazolamide,0.04 uM,0.0881803683674708,412.0,0.21296993793999366
acetylcysteine,0.04 uM,0.0447968678491038,307.6,0.13115979594711674
acexamic-acid,0.04 uM,0.0512085656644904,270.8,0.1315768175014134
acifran,0.04 uM,0.0291207491570698,301.6,0.10471301930371739
acipimox,0.04 uM,0.009870536673298,301.8,0.060983696149107446
acivicin,0.04 uM,0.1201452361605349,410.0,0.2479870189753866
aclidinium,0.04 uM,0.0629404018044775,312.0,0.15657621647073627
acrivastine,0.04 uM,0.0634619794147589,356.8,0.16813300370633164
actarit,0.04 uM,0.0331231728730608,342.6,0.11902642425444775
acy-1215,0.04 uM,0.0617414796342477,354.2,0.16523290446266056
acyclovir,0.04 uM,0.0194566486405708,297.6,0.08502256904923935
adapalene,0.04 uM,0.1642118019557847,398.2,0.28571731037282894
adarotene,0.04 uM,0.0584013748400534,392.5,0.16916678981830155
adatanserin,0.04 uM,0.0621364659512268,274.0,0.1457915313899059
adenosine,0.04 uM,0.0188276616511156,273.75,0.08021562994287464
adoprazine,0.04 uM,0.0964767155145843,364.6,0.209557558043382
afatinib,0.04 uM,0.1002101604602725,459.2,0.23968483697941573
afloqualone,0.04 uM,0.0311833244603846,270.6,0.10263815693810235
agi-5198,0.04 uM,0.0656277727964732,289.2,0.15393122275630436
agi-6780,0.04 uM,-0.003983977322611,341.4,0.0
agomelatine,0.04 uM,0.0313382975146403,280.2,0.10470212765308978
agp-103,0.04 uM,0.0061305070656691,310.6,0.04875651618919664
alagebrium,0.04 uM,0.0864469794614587,307.4,0.1821422030458688
alaproclate,0.04 uM,0.0378916239364136,278.8,0.11484226143095981
albendazole,0.04 uM,0.0441954920750558,335.6,0.13607668002610604
alectinib,0.04 uM,0.0847758062708397,394.0,0.204205679741872
alisertib,0.04 uM,0.2509551379043029,418.4,0.3620575645169156
aliskiren,0.04 uM,0.0430629418961958,310.6,0.12922195749300935
alizapride,0.04 uM,0.0535621853605686,277.0,0.13609832195713306
allopurinol,0.04 uM,0.0552516531704446,307.2,0.14556835897108206
almitrine,0.04 uM,0.0820345554652694,349.8,0.18927447884424842
almorexant,0.04 uM,0.0911606167166353,460.0,0.2288054079751328
alprostadil,0.04 uM,0.0342277732634705,299.6,0.11314724130265705
altanserin,0.04 uM,0.0279808787955205,305.75,0.10334694661887059
altrenogest,0.04 uM,0.1904945618164327,310.8,0.27187266106743657
altretamine,0.04 uM,0.096581019361708,458.8,0.2352021779730907
alvespimycin,0.04 uM,0.6853667796800134,713.4,0.7812891972678507
alvimopan,0.04 uM,0.4829711769265974,664.8,0.6331255705157952
alvocidib,0.04 uM,0.1535908706697675,473.0,0.30115980931237935
am-24,0.04 uM,0.0494150391810735,311.4,0.13860299604659163
amantadine,0.04 uM,0.1066015205432112,290.2,0.19652334415039552
ambrisentan,0.04 uM,0.0149825343009517,163.0,0.05521666653728335
ambroxol,0.04 uM,0.1035147034100142,431.4,0.2361156825465425
amcinonide,0.04 uM,0.5934587804832488,546.4,0.6362596279643533
amd11070,0.04 uM,0.0328039685430618,225.5,0.09609929650933226
amg-208,0.04 uM,0.0346046400851803,300.0,0.11384436462884508
amg-232,0.04 uM,0.0487657494839679,333.4,0.14247018602171577
amg-517,0.04 uM,0.1051759529079922,449.4,0.24291733266263588
amikacin,0.04 uM,0.0405081864626822,348.8,0.13281385431443934
amiloride,0.04 uM,0.0184782776205553,283.2,0.08082786554070781
amineptine,0.04 uM,0.0881041077082574,412.8,0.21308440434073128
aminocaproic-acid,0.04 uM,0.0196274762531872,299.0,0.08559562480580621
aminoglutethimide,0.04 uM,0.0771653030345484,370.6,0.18895025504653826
aminoguanidine,0.04 uM,0.0756159811146291,437.0,0.2031099766274644
aminolevulinic-acid,0.04 uM,0.0417063497622983,343.4,0.133716493035935
aminosalicylic-acid,0.04 uM,0.0490371683151671,279.2,0.13073869352457473
amiodarone,0.04 uM,0.0313364762251674,290.8,0.10666109118316235
amiprilose,0.04 uM,0.0537947733662099,345.4,0.15230527659691256
amitifadine,0.04 uM,0.0246262036855427,283.0,0.0932772413243144
amitriptyline,0.04 uM,0.0537032068704642,311.6,0.1445381782430978
amlexanox,0.04 uM,0.0027302530191375,319.6,0.033005671682173686
amlodipine,0.04 uM,0.0283395327225008,284.4,0.10031015015973059
ammonium-glycyrrhizinate,0.04 uM,0.1247885786470154,339.8,0.23008210829966824
amodiaquine,0.04 uM,0.0501125346745495,284.2,0.1333426136962581
amonafide,0.04 uM,0.0312522299121111,285.2,0.10548701614629308
amoxapine,0.04 uM,0.1055946276630521,287.5,0.19468100433683136
ampalex,0.04 uM,0.0351223883175955,463.2,0.14251482288681314
amrinone,0.04 uM,0.0244644007957634,296.6,0.09517800706435994
amsacrine,0.04 uM,0.4693892259052742,594.6,0.5902863666567009
amtolmetin-guacil,0.04 uM,0.0205036799387299,268.2,0.08285696774007813
amuvatinib,0.04 uM,0.0614038522607339,314.2,0.1551974714886092
anacetrapib,0.04 uM,0.0107751221197941,283.8,0.061787558973809845
anagrelide,0.04 uM,0.0490763260388354,299.8,0.13553004350397121
anamorelin,0.04 uM,0.0561327019529827,358.5,0.15850256538503824
anandamide,0.04 uM,0.0021368395490674,179.0,0.02185225269666567
anastrozole,0.04 uM,0.009212957774104,309.0,0.05961595727902725
andarine,0.04 uM,0.1594743361633369,382.8,0.2760673891461453
andrographolide,0.04 uM,0.1355980834430777,377.6,0.25282878078778803
anecortave-acetate,0.04 uM,0.0778938188237272,306.4,0.17261543239268143
anidulafungin,0.04 uM,0.0172873761289659,312.2,0.08208517566679523
aniracetam,0.04 uM,0.0125926989641999,344.2,0.07356116280691276
anisodamine,0.04 uM,0.0479259715878842,337.8,0.14216707479771268
ap26113,0.04 uM,0.1002618453865336,350.0,0.20930789548585488
apabetalone,0.04 uM,-0.0083432803758394,298.4,0.0
apafant,0.04 uM,-0.0056968416972549,313.6,0.0
apd668,0.04 uM,0.0814683796127658,365.2,0.19272749009010637
aphidicolin,0.04 uM,0.2473790126743067,524.2,0.402358959313279
api-001,0.04 uM,0.0270704325328999,331.2,0.10579776750531729
apixaban,0.04 uM,0.0849848342626579,348.6,0.19231720969149843
apocynin,0.04 uM,0.2903727572454631,623.2,0.47530830038901317
apremilast,0.04 uM,0.0119822751174498,288.6,0.0657054734179252
aprepitant,0.04 uM,0.0466326692631716,291.4,0.1302487767669955
arbutin,0.04 uM,0.0418748073636134,320.2,0.1293810933372602
argatroban,0.04 uM,0.0504536528528865,383.0,0.15532073473950406
arglabin,0.04 uM,0.0437304911877609,294.0,0.12669211457952442
aripiprazole,0.04 uM,0.1437346357888051,282.6,0.22519074470993836
arn-509,0.04 uM,0.0304219087113676,327.6,0.11154469437741243
arofylline,0.04 uM,0.0122383881121167,281.6,0.0655937073765908
arry-334543,0.04 uM,0.0554920984056712,324.6,0.14995935838300586
artesunate,0.04 uM,0.0654130824623833,302.4,0.15714730693106477
asa-404,0.04 uM,0.0197231990249096,315.6,0.08815377561473428
asc-j9,0.04 uM,0.1099070208374195,375.2,0.22689654079000776
asenapine,0.04 uM,0.0068529168651405,315.0,0.05191307452382229
aspirin,0.04 uM,0.0462443726825258,364.2,0.14500506052978224
asymmetrical-dimethylarginine,0.04 uM,0.0725410724126014,458.6,0.20379463791393204
at13387,0.04 uM,0.5595164943446627,489.6,0.5848047527084963
ataluren,0.04 uM,0.069547911588071,295.2,0.16009728433185602
atenolol,0.04 uM,0.0300185748176375,304.2,0.10677224678516518
atipamezole,0.04 uM,0.0462993966394874,131.5,0.08718349683263332
atn-161,0.04 uM,0.0346219540101058,290.0,0.11195887567031768
atomoxetine,0.04 uM,0.0460783434671747,288.4,0.12880413304337388
atorvastatin,0.04 uM,0.0193793138875657,271.6,0.08106209493828682
atovaquone,0.04 uM,0.0688523891581906,300.4,0.16069161423451428
atracurium,0.04 uM,0.0775045065239523,354.4,0.18517999851576303
atrasentan,0.04 uM,0.0972381429385338,397.2,0.2195870326040957
av-608,0.04 uM,0.0522033049398974,354.0,0.1518918152221845
avagacestat,0.04 uM,0.0175586081612448,315.8,0.08320220737763359
avanafil,0.04 uM,0.0094657784378006,382.8,0.06725860786600103
avasimibe,0.04 uM,0.0390739326776691,309.6,0.12289317934428362
avl-292,0.04 uM,0.0732379257847889,391.0,0.18907762504313044
avn-944,0.04 uM,0.0409108548852587,319.6,0.12776338354138647
azacitidine,0.04 uM,0.1083271806438958,305.8,0.20336265473152845
azathioprine,0.04 uM,0.0759301535487124,346.4,0.18120902460513533
azd1208,0.04 uM,0.0477916514892543,306.0,0.13512026065173027
azd1480,0.04 uM,0.1078322802544201,422.8,0.2385753808527291
azd1981,0.04 uM,0.0298626444189152,323.8,0.1098718142159628
azd2014,0.04 uM,0.0786141971849402,325.6,0.17876250505280664
azd3514,0.04 uM,0.0950763190338759,354.8,0.2052162404875018
azd4547,0.04 uM,0.0744557963704969,417.4,0.19697414358173274
azd5363,0.04 uM,0.0494046951908618,285.0,0.13258374560912373
azd7545,0.04 uM,0.0377289337517629,329.6,0.12459901509451493
azd7687,0.04 uM,0.0232057146459693,310.8,0.09489027839453225
azd7762,0.04 uM,0.0944515583699926,315.8,0.19297203142014274
azd8931,0.04 uM,0.0701837517629148,337.6,0.1719900216132665
azd9668,0.04 uM,0.061502225242138,419.2,0.1794071692029851
azelaic-acid,0.04 uM,0.016347065388962,312.6,0.0798726564549811
azelastine,0.04 uM,0.0234129797229772,283.4,0.09101479797292365
azithromycin,0.04 uM,0.0868505935535692,361.4,0.19795396793458972
baicalin,0.04 uM,0.030052245323022,298.6,0.10584421014298313
balaglitazone,0.04 uM,-0.0084958133691987,333.25,0.0
balapiravir,0.04 uM,0.0613559733624739,368.6,0.1680311626967252
balicatib,0.04 uM,0.5318478265945623,613.2,0.6380849618675636
balsalazide,0.04 uM,0.0055923860760084,170.0,0.03445139210727374
bambuterol,0.04 uM,0.0718118094277415,344.4,0.1757167848358585
barasertib,0.04 uM,0.0434504562563628,289.0,0.12520735290343257
bardoxolone-methyl,0.04 uM,0.448606024732177,424.2,0.4874180691629657
baricitinib,0.04 uM,0.0634815466016606,346.8,0.16578568796462043
basimglurant,0.04 uM,0.0161331456004184,327.4,0.08120496923332954
batimastat,0.04 uM,0.1250997973231714,439.6,0.2620238881888552
bavisant,0.04 uM,0.0106395411284522,319.6,0.0651551240738233
bay-87-2243,0.04 uM,0.3450407805392885,564.2,0.49298703350729756
bazedoxifene,0.04 uM,0.0260203190525558,306.8,0.09983153028280639
bci-540,0.04 uM,0.0219994839679826,272.2,0.08646374642472318
beclomethasone-dipropionate,0.04 uM,0.4506461141154604,510.0,0.5356568280641919
belinostat,0.04 uM,0.1415159316129152,381.8,0.2597193883048337
bemegride,0.04 uM,0.0667558281263134,278.4,0.1523221115133558
benazepril,0.04 uM,0.0236843868792438,312.0,0.09604883736389726
bendamustine,0.04 uM,0.0234024722837102,301.8,0.09390186749011975
bendroflumethiazide,0.04 uM,0.0084355590424687,336.0,0.05948539029260902
benfluorex,0.04 uM,0.0210501018054115,290.6,0.08738937779630998
benzamil,0.04 uM,0.0925033390307004,445.2,0.22674620364958242
benzbromarone,0.04 uM,0.3954559528145927,643.2,0.5635154381218677
benzotript,0.04 uM,0.0484878860900184,344.6,0.14443019708837448
benzthiazide,0.04 uM,0.1014918462271288,346.6,0.20956251291530967
benzydamine,0.04 uM,0.0448170538074289,332.6,0.13641637854385297
benzylpenicillin,0.04 uM,0.1521381821663071,400.4,0.2757718215342103
bepotastine,0.04 uM,0.0403282524027011,303.0,0.12351217157375405
berberine,0.04 uM,0.0144457559285307,283.2,0.07146616914341235
betahistine,0.04 uM,0.0798369011927111,342.6,0.18479033686864824
betrixaban,0.04 uM,0.0074909052275677,386.0,0.06008202277283797
betulinic-acid,0.04 uM,0.040974716766137,177.5,0.09528859002132067
bevirimat-dimeglumine,0.04 uM,0.0987377179709901,356.4,0.20960137746275245
bexarotene,0.04 uM,0.1352609347417972,396.6,0.25878928403496887
bezafibrate,0.04 uM,0.0688709523008957,334.6,0.16961519435815053
bicalutamide,0.04 uM,0.0083723509578114,317.2,0.05758031598373039
bifemelane,0.04 uM,0.0881760136176413,353.6,0.19729455540386168
bifonazole,0.04 uM,0.0386895004996871,332.6,0.12674809065480677
bimatoprost,0.04 uM,0.0755186588771516,346.2,0.18066515921558965
bindarit,0.04 uM,0.0641428147795305,321.6,0.16047809824505904
biperiden,0.04 uM,0.0242736090485397,294.0,0.09438969518513085
birinapant,0.04 uM,0.0850385739770424,297.0,0.17757014569789886
bisindolylmaleimide,0.04 uM,0.0550075420064072,371.2,0.15966100008232703
bisoprolol,0.04 uM,0.0310488992873621,309.6,0.10954872372885437
bitopertin,0.04 uM,0.0282862016307545,272.6,0.09811467827528798
blonanserin,0.04 uM,0.0420983589714851,362.0,0.13793377134697474
bms-599626,0.04 uM,0.0377681498500938,376.8,0.1332913738449242
bms-707035,0.04 uM,0.1514820626336779,428.4,0.2846355087200192
bms-927711,0.04 uM,0.0117560266001662,366.4,0.07333170023973981
bopindolol,0.04 uM,0.1994989819458843,521.4,0.3603625050756524
bortezomib,0.04 uM,0.5417198926840203,745.0,0.7098216969846063
bosentan,0.04 uM,0.0100574406679929,330.2,0.06438964282464388
bosutinib,0.04 uM,0.1109087767472704,339.0,0.2166539187183924
brequinar,0.04 uM,0.1131276093474179,392.0,0.2352941232260251
bretazenil,0.04 uM,-0.0049230621947005,333.4,0.0
brexpiprazole,0.04 uM,-0.001948125939832,292.5,0.0
brivanib,0.04 uM,0.0304000765875573,340.4,0.11366214731976057
brivudine,0.04 uM,0.0490159432878477,311.4,0.13804215435627107
bromocriptine,0.04 uM,0.0237553004193635,311.8,0.09616168416562784
bropirimine,0.04 uM,0.1014052999523662,297.4,0.19403699984965192
broxuridine,0.04 uM,0.266955189274006,469.8,0.39569396982259863
bruceantin,0.04 uM,0.5808728413049773,722.0,0.7235905335218868
bts-54505,0.04 uM,0.0171837494279283,276.4,0.07700372367959599
bucladesine,0.04 uM,0.4498903723836476,671.8,0.614266868288793
budipine,0.04 uM,0.0708805467604397,371.0,0.18119000052373663
buflomedil,0.04 uM,0.1016580505664677,319.4,0.20133630151013504
bumetanide,0.04 uM,0.0503782094389494,315.6,0.1408878698959239
buparlisib,0.04 uM,0.0601245248302464,364.4,0.16538600423609234
bupivacaine,0.04 uM,0.0042630315596775,300.25,0.039974636555968016
bupropion,0.04 uM,0.0398004403784546,319.0,0.12589921499155352
buspirone,0.04 uM,0.0299343518544462,317.8,0.10897970248966242
busulfan,0.04 uM,0.2713850556193785,524.2,0.42142977336354775
butaclamol,0.04 uM,0.0312807167474572,317.2,0.11129833799440306
butoconazole,0.04 uM,0.0621058776280273,328.4,0.15957015533367663
butorphanol-(+)-tartrate,0.04 uM,0.0252953991425929,177.5,0.07486928557399122
bvd-523,0.04 uM,0.0505954799331259,328.0,0.14393835125281898
cabazitaxel,0.04 uM,0.50817674913839,725.8,0.6785777560030439
cabergoline,0.04 uM,0.5263951894608049,630.8,0.6438512455194123
cabozantinib,0.04 uM,0.0350312187695555,322.2,0.11870639977589155
caffeine,0.04 uM,0.0270405447056516,268.5,0.09520584344488395
calcitriol,0.04 uM,0.0661331222505534,337.0,0.16680467020004247
camicinal,0.04 uM,0.0252918266132421,342.0,0.10391706996626218
camostat-mesilate,0.04 uM,0.0268015588369899,305.4,0.10108769303884622
camptothecin,0.04 uM,0.4413950610365472,715.5,0.6279170788346154
canagliflozin,0.04 uM,0.0189112074682208,304.4,0.08477458951757402
candesartan,0.04 uM,0.0752221155911718,320.6,0.17351549869623276
canertinib,0.04 uM,0.1115172392053573,374.8,0.2284307352715239
canrenoic-acid,0.04 uM,0.0409890652582028,305.8,0.1250940028858319
capecitabine,0.04 uM,0.0156914128536337,298.4,0.07645645824190883
capsaicin,0.04 uM,0.0468930669580729,348.2,0.14277509056342597
carbachol,0.04 uM,0.0520580921292274,300.2,0.139679673029652
carbamazepine,0.04 uM,0.043616216948266,300.4,0.1278962183207461
carbenoxolone,0.04 uM,0.0372102631996787,323.8,0.12264604137817813
carbimazole,0.04 uM,0.0014698389793306,298.2,0.023392273969062446
carfilzomib,0.04 uM,0.4052148421082125,649.4,0.573168818902981
carglumic-acid,0.04 uM,0.1356544967170089,320.0,0.23279616860390495
cariporide,0.04 uM,0.0567290108063175,294.0,0.14429790059518005
cariprazine,0.04 uM,0.0708575471433775,393.4,0.18654945171545456
carisoprodol,0.04 uM,0.0930765665424454,332.8,0.196650736818587
carprofen,0.04 uM,0.046086270746355,292.8,0.12979413294514588
carvedilol,0.04 uM,0.0479632963471471,300.4,0.13411835486600548
castanospermine,0.04 uM,0.0223609048539699,300.0,0.09151431981839746
cb-10-277-(free-acid),0.04 uM,0.0998466030616343,289.8,0.19006387508758835
cc-401,0.04 uM,0.0491520613260855,365.0,0.14965838079222232
cc-930,0.04 uM,0.0243352059925093,312.4,0.0974219387375895
cediranib,0.04 uM,0.0748700930258623,351.0,0.18113045854116563
cefdinir,0.04 uM,0.0099396756236748,350.6,0.06595926440898021
cefepime,0.04 uM,0.131276303622965,374.6,0.247776890442101
cefoperazone,0.04 uM,0.0779350897101814,374.0,0.19075945056414736
cefotetan,0.04 uM,0.0710521215687373,341.0,0.17391997189194705
cefozopran,0.04 uM,0.1051583237598886,427.2,0.23682153478644472
celecoxib,0.04 uM,0.0256655295282393,273.75,0.09365606793805388
cep-37440,0.04 uM,0.0122928750221823,294.0,0.0671713598282447
cepharanthine,0.04 uM,0.0931104238467501,322.6,0.1936489182432502
cgp12177,0.04 uM,-0.0110274174115273,209.0,0.0
chenodeoxycholic-acid,0.04 uM,0.0336893837503619,290.8,0.11059295859205445
chlorambucil,0.04 uM,0.062975286502844,414.2,0.18045705486634123
chloramphenicol,0.04 uM,0.0215282603416552,307.6,0.09092459512622446
chlormezanone,0.04 uM,0.040592712974119,349.8,0.1331427992483781
chloroquine,0.04 uM,0.04411467819216,308.0,0.13024188043677412
chloroxine,0.04 uM,0.0310030284774954,290.8,0.1060920894189241
chlorphenamine,0.04 uM,0.0266627555642728,314.8,0.10236550173085943
chlorpromazine,0.04 uM,-5.33310917462896e-05,290.2,0.0
chlorpropamide,0.04 uM,0.1685526235908356,406.4,0.29243432679797055
chlorprothixene,0.04 uM,0.055035573519385,308.8,0.1456612847195504
chlortalidone,0.04 uM,0.0425283700860209,329.4,0.13224671976766558
cholic-acid,0.04 uM,0.0400310086207701,253.5,0.11255660629071011
choline-alfoscerate,0.04 uM,0.0713330904947369,287.4,0.15998256072323874
chrysin,0.04 uM,0.0405574196531144,303.0,0.12386260639127343
cianidanol,0.04 uM,0.0550952557744216,255.0,0.1324374877739948
ciclesonide,0.04 uM,0.4604973171005072,486.0,0.5285857229961513
ciglitazone,0.04 uM,0.0353638142471536,319.4,0.11874921523121126
cilengitide,0.04 uM,0.0556152455938804,354.4,0.15686553255562252
cilomilast,0.04 uM,0.0004953206870464,162.0,0.01000885695795928
cilostazol,0.04 uM,0.0767665573892982,384.4,0.19193822046420062
cimetidine,0.04 uM,0.0391660595701756,390.4,0.1381635827587891
cinaciguat,0.04 uM,0.5433964596934631,652.2,0.665169828043877
cinepazide,0.04 uM,0.1314679126154651,419.8,0.26249125713036225
cinnarizine,0.04 uM,0.0463459212455752,317.6,0.13555943450803482
cinoxacin,0.04 uM,0.083791446010442,279.0,0.1708384750734882
ciprofloxacin,0.04 uM,0.060034335976538,353.8,0.16284053177001112
cisapride,0.04 uM,0.0790127677062026,294.0,0.1702966263783128
citalopram,0.04 uM,0.0153694649144927,314.4,0.07767019304589051
cladribine,0.04 uM,0.0004278162272222,303.4,0.012729758275075062
clarithromycin,0.04 uM,0.054063717111715,301.2,0.1425818274558854
clemizole,0.04 uM,0.0478266879617435,298.6,0.13352537212256768
