cpd,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,no_of_replicates
PD-0325901,0.0,0.0,0.0,0.0,0.0,0.0,5
PD-184352,0.0,0.0,0.001,0.0,0.0,0.0,5
PF-04217903,0.004,0.002,0.009,0.03,0.026,0.003,5
PF-562271,0.0,0.0,0.0,0.0,0.0,0.0,5
PHA-793887,0.0,0.0,0.0,0.0,0.0,0.0,5
PI-103,0.001,0.0,0.0,0.0,0.0,0.0,5
PK-11195,0.944,0.802,0.171,0.536,0.706,0.715,2
PX-12,0.339,0.344,0.003,0.067,0.0,0.0,5
RHO-kinase-inhibitor-III[rockout],0.0,0.0,0.001,0.0,0.0,0.0,5
SB-242235,0.013,0.015,0.001,0.0,0.0,0.0,5
SCH-28080,0.199,0.095,0.025,0.117,0.085,0.013,5
SGX523,0.0,0.001,0.062,0.001,0.0,0.0,5
SN-38,0.0,0.0,0.0,0.0,0.0,0.0,5
SR-27897,0.0,0.006,0.011,0.121,0.0,0.0,5
SR-57227A,0.539,0.018,0.174,0.011,0.001,0.149,5
TAK-715,0.008,0.0,0.002,0.0,0.0,0.0,5
TG100-115,0.256,0.006,0.666,0.164,0.002,0.01,5
TH-302,0.0,0.0,0.0,0.0,0.0,0.0,5
THM-I-94,0.0,0.0,0.0,0.0,0.0,0.0,5
TTNPB,0.0,0.0,0.001,0.0,0.0,0.0,5
VP-20629,0.003,0.006,0.0,0.003,0.0,0.003,5
WAY-362450,0.187,0.011,0.002,0.003,0.0,0.0,5
XL-147,0.018,0.215,0.005,0.0,0.0,0.0,5
Y-26763,0.229,0.05,0.252,0.166,0.09,0.302,5
Y-27152,0.712,0.448,0.203,0.648,0.833,0.34,2
Y-27632,0.0,0.0,0.0,0.0,0.0,0.0,5
Y-39983,0.0,0.0,0.0,0.0,0.0,0.0,5
YM-155,0.0,0.0,0.0,0.0,0.0,0.0,5
YM-976,0.0,0.0,0.002,0.003,0.0,0.0,5
ZD-7288,0.0,0.0,0.002,0.003,0.0,0.0,5
ZK-93423,0.0,0.0,0.0,0.0,0.0,0.0,5
ZK-93426,0.044,0.01,0.003,0.091,0.01,0.0,5
abacavir,0.173,0.035,0.189,0.036,0.007,0.007,5
abiraterone-acetate,0.0,0.0,0.002,0.0,0.0,0.0,5
abt-202,0.062,0.667,0.186,0.02,0.436,0.443,5
abt-239,0.0,0.002,0.002,0.001,0.0,0.0,5
abt-724,0.373,0.003,0.002,0.228,0.098,0.007,5
acarbose,0.056,0.259,0.313,0.422,0.273,0.074,4
acebutolol,0.001,0.104,0.23,0.036,0.002,0.275,5
acecainide,0.003,0.0,0.002,0.218,0.0,0.026,5
acenocoumarol,0.001,0.01,0.023,0.115,0.024,0.301,5
acetazolamide,0.011,0.002,0.005,0.004,0.879,0.567,2
acetylcysteine,0.008,0.001,0.005,0.031,0.225,0.06,5
acexamic-acid,0.026,0.0,0.001,0.0,0.0,0.0,5
acifran,0.12,0.011,0.009,0.001,0.087,0.007,5
acipimox,0.437,0.047,0.006,0.016,0.008,0.004,5
acivicin,0.0,0.0,0.001,0.0,0.0,0.0,5
aclidinium,0.0,0.029,0.1,0.158,0.09,0.034,5
acrivastine,0.001,0.019,0.002,0.286,0.083,0.033,5
actarit,0.028,0.003,0.139,0.031,0.528,0.619,5
acy-1215,0.013,0.002,0.001,0.0,0.0,0.0,5
acyclovir,0.399,0.006,0.118,0.031,0.0,0.003,5
adapalene,0.0,0.0,0.001,0.0,0.0,0.0,5
adarotene,0.028,0.0,0.0,0.0,0.0,0.0,4
adatanserin,0.003,0.103,0.005,0.002,0.027,0.018,5
adenosine,0.138,0.319,0.346,0.118,0.022,0.211,4
adoprazine,0.0,0.026,0.002,0.001,0.0,0.0,5
afatinib,0.0,0.0,0.001,0.0,0.0,0.0,5
afloqualone,0.046,0.003,0.013,0.031,0.0,0.0,5
agi-5198,0.003,0.003,0.011,0.252,0.002,0.0,5
agi-6780,0.443,0.044,0.025,0.011,0.0,0.0,5
agomelatine,0.047,0.028,0.006,0.001,0.0,0.007,5
agp-103,0.609,0.132,0.205,0.155,0.054,0.126,5
alagebrium,0.0,0.0,0.109,0.121,0.002,0.001,5
alaproclate,0.013,0.003,0.005,0.002,0.012,0.002,5
albendazole,0.045,0.0,0.0,0.0,0.0,0.0,5
alectinib,0.0,0.001,0.0,0.0,0.0,0.0,5
alisertib,0.0,0.0,0.0,0.0,0.0,0.0,5
aliskiren,0.016,0.793,0.798,0.137,0.306,0.6,5
alizapride,0.007,0.1,0.014,0.109,0.053,0.112,4
allopurinol,0.013,0.19,0.203,0.036,0.306,0.018,5
almitrine,0.0,0.0,0.001,0.0,0.0,0.0,5
almorexant,0.001,0.001,0.003,0.022,0.037,0.203,5
alprostadil,0.096,0.544,0.005,0.121,0.0,0.0,5
altanserin,0.02,0.0,0.08,0.046,0.0,0.0,4
altrenogest,0.0,0.0,0.001,0.0,0.0,0.0,5
altretamine,0.0,0.0,0.025,0.003,0.236,0.0,5
alvespimycin,0.0,0.0,0.0,0.0,0.0,0.0,5
alvimopan,0.0,0.0,0.011,0.0,0.0,0.0,5
alvocidib,0.0,0.0,0.0,0.0,0.0,0.0,5
am-24,0.003,0.001,0.004,0.074,0.0,0.068,5
amantadine,0.0,0.01,0.002,0.001,0.008,0.005,5
ambrisentan,0.434,0.218,0.872,0.523,0.13,0.281,2
ambroxol,0.0,0.12,0.001,0.027,0.0,0.004,5
amcinonide,0.0,0.0,0.0,0.0,0.0,0.0,5
amd11070,0.376,0.45,0.385,0.258,0.023,0.067,2
amg-208,0.009,0.003,0.005,0.012,0.0,0.009,5
amg-232,0.016,0.0,0.001,0.0,0.0,0.0,5
amg-517,0.0,0.097,0.002,0.003,0.0,0.0,5
amikacin,0.013,0.0,0.004,0.065,0.001,0.007,5
amiloride,0.229,0.45,0.025,0.677,0.057,0.161,5
amineptine,0.0,0.0,0.0,0.0,0.028,0.009,5
aminocaproic-acid,0.399,0.04,0.023,0.193,0.365,0.319,5
aminoglutethimide,0.0,0.001,0.003,0.01,0.01,0.011,5
aminoguanidine,0.0,0.002,0.004,0.096,0.009,0.23,5
aminolevulinic-acid,0.003,0.055,0.136,0.012,0.037,0.013,5
aminosalicylic-acid,0.003,0.132,0.126,0.04,0.028,0.01,5
amiodarone,0.186,0.707,0.005,0.0,0.0,0.0,5
amiprilose,0.003,0.015,0.002,0.136,0.078,0.141,5
amitifadine,0.023,0.011,0.556,0.755,0.09,0.06,5
amitriptyline,0.002,0.003,0.002,0.016,0.0,0.0,5
amlexanox,0.632,0.335,0.051,0.031,0.022,0.003,5
amlodipine,0.021,0.002,0.912,0.257,0.487,0.0,5
ammonium-glycyrrhizinate,0.0,0.001,0.008,0.002,0.013,0.006,5
amodiaquine,0.013,0.311,0.014,0.04,0.0,0.0,5
amonafide,0.097,0.025,0.039,0.0,0.0,0.0,5
amoxapine,0.0,0.002,0.014,0.029,0.001,0.0,4
ampalex,0.044,0.382,0.252,0.09,0.043,0.001,5
amrinone,0.112,0.095,0.021,0.016,0.014,0.001,5
amsacrine,0.0,0.0,0.0,0.0,0.0,0.0,5
amtolmetin-guacil,0.163,0.004,0.089,0.383,0.4,0.01,5
amuvatinib,0.008,0.0,0.001,0.0,0.0,0.0,5
anacetrapib,0.089,0.262,0.072,0.067,0.0,0.0,5
anagrelide,0.013,0.001,0.002,0.001,0.095,0.007,5
anamorelin,0.005,0.0,0.001,0.107,0.005,0.002,4
anandamide,0.334,0.061,0.022,0.255,0.128,0.009,2
anastrozole,0.11,0.311,0.006,0.002,0.03,0.009,5
andarine,0.0,0.0,0.002,0.0,0.0,0.0,5
andrographolide,0.0,0.0,0.003,0.007,0.0,0.0,5
anecortave-acetate,0.0,0.0,0.002,0.001,0.0,0.0,5
anidulafungin,0.237,0.023,0.097,0.055,0.003,0.0,5
aniracetam,0.087,0.12,0.25,0.026,0.01,0.334,5
anisodamine,0.046,0.006,0.002,0.0,0.002,0.049,5
ap26113,0.0,0.0,0.001,0.0,0.0,0.0,5
apabetalone,0.662,0.003,0.011,0.007,0.0,0.0,5
apafant,0.773,0.109,0.235,0.004,0.049,0.295,5
apd668,0.0,0.001,0.002,0.002,0.0,0.0,5
aphidicolin,0.0,0.0,0.0,0.0,0.0,0.0,5
api-001,0.057,0.001,0.023,0.016,0.009,0.001,5
apixaban,0.0,0.0,0.0,0.0,0.077,0.033,5
apocynin,0.0,0.0,0.005,0.011,0.0,0.0,5
apremilast,0.442,0.144,0.016,0.354,0.015,0.006,5
aprepitant,0.005,0.033,0.055,0.004,0.232,0.0,5
arbutin,0.045,0.317,0.011,0.017,0.002,0.017,5
argatroban,0.002,0.008,0.003,0.02,0.03,0.257,5
arglabin,0.021,0.012,0.678,0.306,0.232,0.0,5
aripiprazole,0.0,0.0,0.001,0.0,0.0,0.0,5
arn-509,0.087,0.073,0.005,0.017,0.0,0.018,5
arofylline,0.545,0.407,0.058,0.1,0.018,0.007,5
arry-334543,0.013,0.0,0.002,0.0,0.0,0.0,5
artesunate,0.0,0.001,0.002,0.0,0.0,0.0,5
asa-404,0.038,0.041,0.002,0.011,0.0,0.0,5
asc-j9,0.0,0.0,0.0,0.0,0.0,0.0,5
asenapine,0.608,0.203,0.0,0.0,0.012,0.0,5
aspirin,0.002,0.003,0.01,0.002,0.012,0.001,5
asymmetrical-dimethylarginine,0.005,0.0,0.002,0.005,0.1,0.032,5
at13387,0.0,0.0,0.0,0.0,0.0,0.0,5
ataluren,0.001,0.257,0.052,0.046,0.01,0.007,5
atenolol,0.092,0.008,0.017,0.055,0.028,0.332,5
atipamezole,0.065,0.759,0.338,0.763,0.179,0.003,2
atn-161,0.087,0.426,0.0,0.051,0.124,0.08,4
atomoxetine,0.003,0.003,0.009,0.011,0.012,0.0,5
atorvastatin,0.089,0.162,0.203,0.107,0.0,0.0,5
atovaquone,0.0,0.001,0.034,0.155,0.049,0.01,5
atracurium,0.0,0.0,0.002,0.002,0.028,0.0,5
atrasentan,0.0,0.0,0.002,0.087,0.0,0.003,5
av-608,0.012,0.006,0.012,0.001,0.165,0.0,5
avagacestat,0.466,0.0,0.001,0.0,0.0,0.0,5
avanafil,0.184,0.711,0.332,0.002,0.049,0.0,5
avasimibe,0.005,0.002,0.002,0.0,0.0,0.0,5
avl-292,0.0,0.109,0.149,0.001,0.0,0.0,5
avn-944,0.097,0.003,0.005,0.0,0.0,0.0,5
azacitidine,0.0,0.0,0.0,0.0,0.0,0.0,5
azathioprine,0.0,0.0,0.003,0.001,0.0,0.0,5
azd1208,0.002,0.006,0.002,0.0,0.0,0.001,5
azd1480,0.0,0.0,0.004,0.002,0.0,0.0,5
azd1981,0.044,0.0,0.003,0.0,0.051,0.003,5
azd2014,0.0,0.0,0.0,0.0,0.0,0.0,5
azd3514,0.0,0.0,0.011,0.0,0.0,0.0,5
azd4547,0.0,0.003,0.005,0.001,0.0,0.0,5
azd5363,0.005,0.183,0.002,0.0,0.0,0.0,5
azd7545,0.014,0.115,0.188,0.006,0.014,0.0,5
azd7687,0.237,0.004,0.195,0.001,0.015,0.261,5
azd7762,0.0,0.0,0.0,0.0,0.0,0.0,5
azd8931,0.0,0.0,0.001,0.0,0.0,0.0,5
azd9668,0.0,0.006,0.023,0.167,0.002,0.002,5
azelaic-acid,0.123,0.001,0.026,0.228,0.103,0.927,5
azelastine,0.05,0.035,0.005,0.047,0.0,0.0,5
azithromycin,0.0,0.001,0.002,0.016,0.759,0.0,5
baicalin,0.024,0.302,0.198,0.002,0.007,0.492,5
balaglitazone,0.603,0.002,0.112,0.034,0.001,0.001,4
balapiravir,0.0,0.0,0.001,0.0,0.0,0.0,5
balicatib,0.0,0.0,0.005,0.002,0.0,0.003,5
balsalazide,0.727,0.963,0.134,0.362,0.333,0.07,2
bambuterol,0.0,0.0,0.004,0.0,0.0,0.41,5
barasertib,0.013,0.012,0.002,0.0,0.0,0.0,5
bardoxolone-methyl,0.0,0.0,0.0,0.0,0.0,0.0,5
baricitinib,0.003,0.12,0.005,0.0,0.0,0.0,5
basimglurant,0.376,0.209,0.006,0.007,0.0,0.0,5
batimastat,0.0,0.0,0.002,0.0,0.0,0.0,5
bavisant,0.112,0.09,0.137,0.023,0.231,0.039,5
bay-87-2243,0.0,0.0,0.0,0.0,0.0,0.0,5
bazedoxifene,0.191,0.088,0.058,0.006,0.009,0.0,5
bci-540,0.347,0.488,0.075,0.1,0.049,0.172,5
beclomethasone-dipropionate,0.0,0.0,0.0,0.0,0.0,0.0,5
belinostat,0.0,0.0,0.0,0.0,0.0,0.0,5
bemegride,0.002,0.044,0.011,0.077,0.006,0.009,5
benazepril,0.24,0.003,0.333,0.172,0.349,0.032,5
bendamustine,0.206,0.024,0.002,0.0,0.002,0.002,5
bendroflumethiazide,0.361,0.031,0.707,0.077,0.013,0.035,5
benfluorex,0.062,0.072,0.005,0.048,0.035,0.068,5
benzamil,0.0,0.003,0.014,0.003,0.029,0.0,5
benzbromarone,0.0,0.0,0.002,0.001,0.0,0.0,5
benzotript,0.001,0.003,0.009,0.0,0.0,0.0,5
benzthiazide,0.0,0.002,0.002,0.011,0.0,0.001,5
benzydamine,0.044,0.096,0.005,0.036,0.019,0.0,5
benzylpenicillin,0.0,0.0,0.005,0.011,0.0,0.016,5
bepotastine,0.016,0.012,0.027,0.011,0.0,0.003,5
berberine,0.669,0.004,0.005,0.0,0.0,0.0,5
betahistine,0.0,0.003,0.238,0.023,0.165,0.004,5
betrixaban,0.186,0.011,0.069,0.036,0.008,0.0,5
betulinic-acid,0.088,0.533,0.888,0.059,0.627,0.013,2
bevirimat-dimeglumine,0.0,0.001,0.001,0.0,0.0,0.0,5
bexarotene,0.0,0.0,0.001,0.0,0.0,0.0,5
bezafibrate,0.0,0.02,0.006,0.158,0.006,0.034,5
bicalutamide,0.182,0.04,0.195,0.011,0.002,0.014,5
bifemelane,0.0,0.018,0.074,0.012,0.0,0.0,5
bifonazole,0.046,0.001,0.005,0.001,0.002,0.0,5
bimatoprost,0.0,0.003,0.013,0.102,0.002,0.01,5
bindarit,0.003,0.151,0.146,0.001,0.017,0.01,5
biperiden,0.104,0.032,0.232,0.058,0.082,0.825,4
birinapant,0.0,0.0,0.001,0.0,0.0,0.0,5
bisindolylmaleimide,0.008,0.075,0.118,0.001,0.0,0.0,5
bisoprolol,0.182,0.051,0.051,0.085,0.257,0.01,5
bitopertin,0.033,0.935,0.082,0.001,0.0,0.0,5
blonanserin,0.003,0.145,0.006,0.012,0.042,0.0,5
bms-599626,0.06,0.0,0.002,0.0,0.0,0.0,5
bms-707035,0.0,0.0,0.002,0.002,0.0,0.003,5
bms-927711,0.236,0.006,0.306,0.002,0.032,0.0,5
bopindolol,0.0,0.0,0.0,0.0,0.013,0.276,5
bortezomib,0.0,0.0,0.0,0.0,0.0,0.0,5
bosentan,0.308,0.095,0.108,0.01,0.013,0.004,5
bosutinib,0.0,0.0,0.0,0.0,0.0,0.0,5
brequinar,0.0,0.0,0.0,0.0,0.0,0.0,5
bretazenil,0.507,0.157,0.003,0.031,0.008,0.004,5
brexpiprazole,0.652,0.041,0.327,0.106,0.001,0.0,4
brivanib,0.044,0.589,0.189,0.015,0.0,0.0,5
brivudine,0.008,0.249,0.322,0.001,0.043,0.021,5
bromocriptine,0.062,0.023,0.023,0.02,0.002,0.0,5
bropirimine,0.0,0.001,0.006,0.001,0.002,0.0,5
broxuridine,0.0,0.0,0.0,0.0,0.0,0.0,5
bruceantin,0.0,0.0,0.0,0.0,0.0,0.0,5
bts-54505,0.184,0.003,0.023,0.286,0.009,0.023,5
bucladesine,0.0,0.0,0.002,0.0,0.0,0.0,5
budipine,0.0,0.0,0.0,0.0,0.002,0.004,5
buflomedil,0.0,0.0,0.005,0.003,0.001,0.016,5
bumetanide,0.022,0.231,0.136,0.498,0.001,0.001,5
buparlisib,0.001,0.018,0.001,0.0,0.0,0.0,5
bupivacaine,0.423,0.216,0.023,0.0,0.0,0.0,4
bupropion,0.004,0.003,0.002,0.062,0.0,0.008,5
buspirone,0.137,0.014,0.119,0.001,0.0,0.0,5
busulfan,0.0,0.0,0.004,0.001,0.0,0.0,5
butaclamol,0.03,0.009,0.003,0.012,0.013,0.0,5
butoconazole,0.0,0.0,0.005,0.0,0.0,0.0,5
butorphanol-(+)-tartrate,0.529,0.437,0.216,0.213,0.575,0.497,2
bvd-523,0.003,0.002,0.004,0.0,0.0,0.0,5
cabazitaxel,0.0,0.0,0.0,0.0,0.0,0.0,5
cabergoline,0.0,0.0,0.005,0.002,0.0,0.0,5
cabozantinib,0.062,0.0,0.002,0.0,0.0,0.0,5
caffeine,0.17,0.999,0.631,0.293,0.042,0.001,4
calcitriol,0.001,0.003,0.005,0.0,0.0,0.0,5
camicinal,0.155,0.004,0.004,0.001,0.028,0.0,5
camostat-mesilate,0.032,0.332,0.696,0.025,0.002,0.002,5
camptothecin,0.0,0.002,0.002,0.0,0.0,0.001,2
canagliflozin,0.072,0.08,0.002,0.001,0.76,0.287,5
candesartan,0.001,0.004,0.073,0.011,0.146,0.055,5
canertinib,0.0,0.0,0.002,0.0,0.0,0.0,5
canrenoic-acid,0.001,0.739,0.005,0.011,0.631,0.264,5
capecitabine,0.391,0.09,0.599,0.1,0.013,0.0,5
capsaicin,0.003,0.006,0.0,0.0,0.018,0.01,5
carbachol,0.003,0.056,0.221,0.313,0.818,0.039,5
carbamazepine,0.02,0.031,0.005,0.001,0.0,0.004,5
carbenoxolone,0.016,0.018,0.003,0.073,0.0,0.001,5
carbimazole,0.611,0.154,0.086,0.158,0.018,0.007,5
carfilzomib,0.0,0.0,0.0,0.0,0.0,0.0,5
carglumic-acid,0.0,0.0,0.004,0.011,0.0,0.032,5
cariporide,0.002,0.124,0.718,0.152,0.099,0.115,5
cariprazine,0.0,0.002,0.002,0.011,0.0,0.007,5
carisoprodol,0.0,0.003,0.005,0.015,0.034,0.16,5
carprofen,0.001,0.0,0.006,0.031,0.013,0.001,5
carvedilol,0.021,0.696,0.569,0.036,0.002,0.0,5
castanospermine,0.035,0.243,0.226,0.472,0.824,0.016,5
cb-10-277-(free-acid),0.001,0.018,0.006,0.002,0.0,0.274,5
cc-401,0.033,0.006,0.0,0.012,0.0,0.0,5
cc-930,0.127,0.0,0.006,0.0,0.0,0.0,5
cediranib,0.0,0.003,0.002,0.0,0.0,0.0,5
cefdinir,0.509,0.001,0.002,0.001,0.0,0.001,5
cefepime,0.0,0.0,0.002,0.0,0.0,0.004,5
cefoperazone,0.003,0.002,0.227,0.005,0.002,0.0,4
cefotetan,0.0,0.001,0.142,0.1,0.059,0.115,5
cefozopran,0.0,0.026,0.003,0.002,0.0,0.011,5
celecoxib,0.132,0.206,0.078,0.057,0.046,0.002,4
cep-37440,0.245,0.215,0.004,0.0,0.0,0.0,5
cepharanthine,0.0,0.004,0.0,0.0,0.0,0.0,5
cgp12177,0.564,0.023,0.786,0.108,0.023,0.369,2
chenodeoxycholic-acid,0.003,0.025,0.01,0.036,0.758,0.019,5
chlorambucil,0.001,0.01,0.003,0.002,0.0,0.0,5
chloramphenicol,0.013,0.073,0.006,0.001,0.0,0.0,5
chlormezanone,0.013,0.205,0.1,0.001,0.018,0.1,5
chloroquine,0.077,0.498,0.028,0.671,0.024,0.01,5
chloroxine,0.196,0.135,0.002,0.07,0.0,0.0,5
chlorphenamine,0.067,0.188,0.057,0.011,0.01,0.019,5
chlorpromazine,0.164,0.751,0.256,0.129,0.049,0.0,5
chlorpropamide,0.0,0.0,0.004,0.0,0.0,0.004,5
chlorprothixene,0.021,0.008,0.004,0.016,0.0,0.0,5
chlortalidone,0.024,0.006,0.002,0.045,0.012,0.077,5
cholic-acid,0.315,0.878,0.809,0.212,0.438,0.41,2
choline-alfoscerate,0.0,0.001,0.002,0.017,0.584,0.267,5
chrysin,0.021,0.003,0.002,0.0,0.0,0.0,5
cianidanol,0.001,0.477,0.771,0.008,0.043,0.023,5
ciclesonide,0.0,0.0,0.0,0.0,0.0,0.0,5
ciglitazone,0.013,0.075,0.005,0.211,0.041,0.003,5
cilengitide,0.024,0.0,0.003,0.0,0.0,0.0,5
cilomilast,0.566,0.359,0.009,0.217,0.158,0.13,2
cilostazol,0.0,0.0,0.003,0.553,0.096,0.034,5
cimetidine,0.013,0.001,0.006,0.022,0.002,0.167,5
cinaciguat,0.0,0.0,0.002,0.0,0.0,0.0,5
cinepazide,0.0,0.0,0.256,0.062,0.0,0.01,5
cinnarizine,0.003,0.039,0.023,0.001,0.002,0.002,5
cinoxacin,0.0,0.01,0.002,0.001,0.0,0.007,5
ciprofloxacin,0.024,0.008,0.08,0.004,0.0,0.0,5
cisapride,0.0,0.0,0.001,0.0,0.0,0.0,5
citalopram,0.194,0.006,0.021,0.355,0.012,0.118,5
cladribine,0.374,0.0,0.0,0.0,0.0,0.0,5
clarithromycin,0.001,0.023,0.013,0.225,0.078,0.009,5
clemizole,0.003,0.822,0.023,0.017,0.267,0.004,5
clenbuterol,0.7,0.002,0.122,0.001,0.196,0.01,5
climbazole,0.003,0.0,0.081,0.031,0.022,0.002,5
clinafloxacin,0.226,0.033,0.118,0.006,0.002,0.005,5
clindamycin,0.0,0.022,0.082,0.0,0.002,0.034,5
clinofibrate,0.001,0.279,0.253,0.199,0.012,0.007,5
clioquinol,0.399,0.004,0.276,0.032,0.0,0.0,5
clobetasol,0.0,0.0,0.0,0.0,0.0,0.0,5
clofarabine,0.0,0.0,0.0,0.0,0.0,0.0,5
clofazimine,0.151,0.172,0.006,0.0,0.0,0.0,5
clofibrate,0.008,0.01,0.479,0.332,0.308,0.115,5
clofibric-acid,0.0,0.0,0.006,0.059,0.056,0.014,5
clofoctol,0.0,0.002,0.001,0.005,0.0,0.0,4
clomethiazole,0.0,0.086,0.282,0.012,0.012,0.01,5
clomifene,0.002,0.09,0.013,0.0,0.0,0.0,5
clomipramine,0.044,0.042,0.074,0.023,0.004,0.0,5
clonazepam,0.631,0.758,0.873,0.464,0.536,0.015,2
clonidine,0.0,0.0,0.002,0.0,0.004,0.019,5
closantel,0.0,0.002,0.1,0.0,0.024,0.001,5
clotrimazole,0.0,0.002,0.002,0.0,0.0,0.0,5
clozapine,0.184,0.865,0.357,0.506,0.407,0.061,2
co-102862,0.0,0.314,0.179,0.001,0.0,0.0,5
cobicistat,0.013,0.004,0.005,0.001,0.0,0.0,5
cobimetinib,0.0,0.0,0.0,0.0,0.0,0.0,4
colchicine,0.0,0.0,0.0,0.0,0.0,0.0,4
colforsin-daproate,0.067,0.0,0.002,0.0,0.0,0.0,5
combretastatin-a-4,0.0,0.0,0.0,0.0,0.0,0.0,5
conivaptan,0.152,0.597,0.399,0.742,0.508,0.007,2
cordycepin,0.579,0.279,0.046,0.425,0.035,0.215,5
"cp-945,598",0.0,0.04,0.0,0.226,0.0,0.0,5
cpi-1189,0.003,0.017,0.493,0.203,0.002,0.44,5
cpi-613,0.475,0.43,0.046,0.047,0.335,0.009,5
crizotinib,0.23,0.107,0.013,0.0,0.0,0.0,5
cromoglicic-acid,0.245,0.006,0.013,0.003,0.381,0.013,5
