cpd,dose,replicate_correlation,signature_strength,MAS
REV-5901,0.04 uM,0.1617192797190338,471.7,0.31998948020348567
RHO-kinase-inhibitor-III[rockout],0.04 uM,0.4678472588620869,368.4,0.4809874214052353
SB-242235,0.04 uM,0.4515901576260984,269.2,0.403953732537279
SCH-28080,0.04 uM,0.2570441383199111,312.2,0.32820271192061873
SGX523,0.04 uM,0.1385259770467967,226.2,0.20508494232333502
SN-38,0.04 uM,0.914950449402151,670.0,0.9071060267452968
SR-27897,0.04 uM,0.539117041040143,248.2,0.4238032492506248
SR-57227A,0.04 uM,0.2379539181096825,240.6,0.2772146037031505
TAK-715,0.04 uM,0.060631138587762,397.0,0.17974837751866535
TG100-115,0.04 uM,0.1867632385497814,253.2,0.2519413269311829
TH-302,0.04 uM,0.5956277011417555,354.4,0.5322996296110659
THM-I-94,0.04 uM,0.7002802157447727,434.6,0.6391497936648732
TTNPB,0.04 uM,0.255081211750025,318.0,0.3299701539004874
VP-20629,0.04 uM,0.3275634897258217,300.0,0.3631869504310668
WAY-362450,0.04 uM,0.1338913291872994,296.2,0.23072285505777457
XL-147,0.04 uM,0.5256337446712513,306.4,0.46495172494921466
Y-26763,0.04 uM,0.0149821937551226,267.8,0.07338627678911706
Y-27152,0.04 uM,0.1105720391943331,334.5,0.22281405589422043
Y-27632,0.04 uM,0.7342969331618794,503.4,0.7043918564652899
Y-39983,0.04 uM,0.1965527332658001,324.6,0.2926413321559545
YM-155,0.04 uM,0.8458820207607675,628.4,0.8446851300460393
YM-976,0.04 uM,0.3913572641413385,336.8,0.4206245381545422
ZD-7288,0.04 uM,0.6161388380885482,495.6,0.6402164149164216
ZK-93423,0.04 uM,0.3817767422230612,209.4,0.3275781577346761
ZK-93426,0.04 uM,0.2146534760986594,265.6,0.2766335575634428
abacavir,0.04 uM,0.2365102062060144,307.2,0.3122895218087328
abiraterone-acetate,0.04 uM,0.3995958994090483,253.0,0.3683771093575756
abt-202,0.04 uM,0.1089288536637366,290.2,0.20598805377890067
abt-239,0.04 uM,0.4762890100093821,264.0,0.41082712222091416
abt-724,0.04 uM,0.3276244996806087,260.8,0.3386599520310427
acarbose,0.04 uM,0.1558619280837856,257.25,0.23199016699699526
acebutolol,0.04 uM,0.324914296707981,279.2,0.3489506256123629
acecainide,0.04 uM,0.6435703068604508,451.6,0.6245925926684918
acenocoumarol,0.04 uM,0.306763428226649,264.0,0.3297050645649517
acetazolamide,0.04 uM,0.6082032795691512,400.5,0.5718044128314185
acetylcysteine,0.04 uM,0.2939153243578397,343.2,0.36796509047946085
acexamic-acid,0.04 uM,0.2824790528741941,284.4,0.32838233289916247
acifran,0.04 uM,0.1991843542812113,259.8,0.26355365777488604
acipimox,0.04 uM,0.0417716532087003,301.2,0.12995415787735093
acivicin,0.04 uM,0.4920624981936761,446.6,0.5431144486075684
aclidinium,0.04 uM,0.2117211956062192,343.6,0.31248603256903196
acrivastine,0.04 uM,0.3839863566966199,338.2,0.4175096925849888
actarit,0.04 uM,0.2034193450114231,292.0,0.28236405826600947
acy-1215,0.04 uM,0.2372504584103259,344.4,0.33117455782972377
acyclovir,0.04 uM,0.4917351292347446,307.6,0.45058906374424584
adapalene,0.04 uM,0.3582552095727612,366.2,0.41964039854139407
adarotene,0.04 uM,0.2680708276713011,353.75,0.3567753702500742
adatanserin,0.04 uM,0.1533355848249079,343.8,0.2660089670558089
adenosine,0.04 uM,0.298182501727099,166.5,0.258148769702164
adoprazine,0.04 uM,0.466691045324741,372.0,0.48273419932268063
afatinib,0.04 uM,0.3968361831389225,443.6,0.48609736208232057
afloqualone,0.04 uM,0.4127889022626163,337.0,0.43211647084923405
agi-5198,0.04 uM,0.1839721423707564,304.2,0.274080098293882
agi-6780,0.04 uM,0.1806765450131977,286.4,0.2635477173451238
agomelatine,0.04 uM,0.220111040336103,209.2,0.24861287563322446
agp-103,0.04 uM,0.16403788280455,279.8,0.24820915516894618
alagebrium,0.04 uM,0.3066335773123633,237.2,0.3124561382125521
alaproclate,0.04 uM,0.0938733400742959,268.8,0.18403805344748475
albendazole,0.04 uM,0.1291448331049987,270.8,0.21666297957403224
alectinib,0.04 uM,0.1460671166325682,380.2,0.2730260890346567
alisertib,0.04 uM,0.4760967346364333,400.4,0.5058438793405987
aliskiren,0.04 uM,0.0614517604441979,231.6,0.1382159953392483
alizapride,0.04 uM,0.2534393486695141,183.0,0.24950797436254035
allopurinol,0.04 uM,0.3705121695375025,296.0,0.38367981999659356
almitrine,0.04 uM,0.3600270038992842,431.2,0.45648738242208353
almorexant,0.04 uM,0.5655835861405785,434.4,0.5742687323360748
alprostadil,0.04 uM,0.2853499113848951,296.6,0.33705153394186416
altanserin,0.04 uM,0.2953239058417665,196.25,0.2789176504516799
altrenogest,0.04 uM,0.5153082418562375,315.2,0.4669264889516114
altretamine,0.04 uM,0.4931704946855196,475.0,0.5607473260976523
alvespimycin,0.04 uM,0.9299982161493792,659.4,0.9072717593277618
alvimopan,0.04 uM,0.7984900569644426,574.0,0.7843548134738411
alvocidib,0.04 uM,0.6838307833185305,472.4,0.6584929530228628
am-24,0.04 uM,0.2674052827014473,356.6,0.35776473055811925
amantadine,0.04 uM,0.1547008986451063,357.0,0.27227162911673913
ambrisentan,0.04 uM,0.1510265448756966,64.0,0.11390387370804132
ambroxol,0.04 uM,0.6029699184122344,443.6,0.599191239942403
amcinonide,0.04 uM,0.788992965769558,515.2,0.7386630185584454
amd11070,0.04 uM,-0.0351911650240501,204.5,0.0
amg-208,0.04 uM,0.4701271262627383,334.6,0.4595073762069626
amg-232,0.04 uM,0.3631788528050956,346.4,0.4109330594446543
amg-517,0.04 uM,0.6750641942595963,456.2,0.6429423611491448
amikacin,0.04 uM,0.2275643570925282,191.2,0.24166732104665628
amiloride,0.04 uM,0.3573194530858913,298.8,0.3785650274073469
amineptine,0.04 uM,0.629256264131441,444.0,0.6123886352935728
aminocaproic-acid,0.04 uM,0.3587780744162365,316.0,0.39010215752984145
aminoglutethimide,0.04 uM,0.4128138547735581,260.4,0.37985643311109696
aminoguanidine,0.04 uM,0.5612772979897618,393.6,0.5445504820507507
aminolevulinic-acid,0.04 uM,0.3164345465065036,361.2,0.39168566735449795
aminosalicylic-acid,0.04 uM,0.3179465276501849,216.0,0.3036167886092973
amiodarone,0.04 uM,0.3612240905328716,275.2,0.36528718078956673
amiprilose,0.04 uM,0.2717784331445346,318.2,0.3407057370082332
amitifadine,0.04 uM,0.4325722616816313,357.6,0.4556694916353113
amitriptyline,0.04 uM,0.493627556998685,293.2,0.44076139082307086
amlexanox,0.04 uM,0.0280642961409381,252.8,0.09758599074579193
amlodipine,0.04 uM,0.2892148465111603,179.6,0.2640494829398673
ammonium-glycyrrhizinate,0.04 uM,0.7418557188749785,433.6,0.6570920682675463
amodiaquine,0.04 uM,0.1815742474941807,281.2,0.2617921671588418
amonafide,0.04 uM,-0.0985356434357011,241.4,0.0
amoxapine,0.04 uM,0.3444776381442307,208.0,0.3101230514255645
ampalex,0.04 uM,-0.0380313423836096,489.2,0.0
amrinone,0.04 uM,0.3000786253748535,296.4,0.34552421910491676
amsacrine,0.04 uM,0.9211637702168138,618.8,0.8747127167970037
amtolmetin-guacil,0.04 uM,0.1559380363287799,257.0,0.23193402017258707
amuvatinib,0.04 uM,0.3975332099414718,366.8,0.44240826813415857
anacetrapib,0.04 uM,0.4815564403354811,255.0,0.40599020103483485
anagrelide,0.04 uM,0.4500344844955323,303.0,0.427824916836278
anamorelin,0.04 uM,0.2081102094164709,287.75,0.28351511863760154
anandamide,0.04 uM,-0.0433825168729153,180.5,0.0
anastrozole,0.04 uM,0.2428635417536309,311.0,0.3184074496729315
andarine,0.04 uM,0.5081070635836301,435.8,0.545183988781604
andrographolide,0.04 uM,0.5530494067156526,416.6,0.5561135305336539
anecortave-acetate,0.04 uM,0.2566470374425104,326.6,0.33542704910822996
anidulafungin,0.04 uM,0.1583773235597019,241.8,0.22672348660465025
aniracetam,0.04 uM,0.2010038599506483,233.0,0.25072753030802947
anisodamine,0.04 uM,0.4309772537014884,231.6,0.3660313771661577
ap26113,0.04 uM,0.682772389967333,354.2,0.5697497160698285
apabetalone,0.04 uM,0.2808020262004981,256.4,0.3108715600847729
apafant,0.04 uM,0.2133242352253471,231.4,0.25740894795006414
apd668,0.04 uM,0.6406578716978906,392.0,0.5806012686533186
aphidicolin,0.04 uM,0.6630857604389039,540.8,0.6937852396228986
api-001,0.04 uM,0.3067577311859062,278.6,0.338696086194117
apixaban,0.04 uM,0.3500377400264051,397.6,0.43221763942664565
apocynin,0.04 uM,0.570485750351404,566.6,0.6586922432677352
apremilast,0.04 uM,0.0583225450975555,213.2,0.12919142768120168
aprepitant,0.04 uM,0.000542440404476,206.0,0.012247049956910238
arbutin,0.04 uM,0.2386479185861962,275.2,0.29691005393453923
argatroban,0.04 uM,0.3631076996736469,388.0,0.4348660018460597
arglabin,0.04 uM,0.5016023357607557,288.6,0.4408083393962513
aripiprazole,0.04 uM,0.3342300058725179,341.4,0.39135991434596706
arn-509,0.04 uM,0.1238738282484837,244.2,0.20150437188882117
arofylline,0.04 uM,0.3090678504357365,257.6,0.32690510962816255
arry-334543,0.04 uM,0.3219393311468714,244.8,0.3252479658376808
artesunate,0.04 uM,0.4477450901211302,226.6,0.36903472385581787
asa-404,0.04 uM,0.4640752273997126,245.4,0.39097891394058626
asc-j9,0.04 uM,0.2205914849835201,268.2,0.28180300671580355
asenapine,0.04 uM,0.3089648822765016,280.2,0.34088703872835585
aspirin,0.04 uM,0.4807708100515107,403.2,0.5100951228737203
asymmetrical-dimethylarginine,0.04 uM,0.2789800013116655,455.8,0.41313839694547966
at13387,0.04 uM,0.916370735620594,506.8,0.7895429727308156
ataluren,0.04 uM,0.5729240946325156,322.0,0.4976205913968064
atenolol,0.04 uM,0.1452476890518135,276.2,0.23205360326167318
atipamezole,0.04 uM,-0.1282153583203077,119.0,0.0
atn-161,0.04 uM,0.1505498281251171,176.75,0.1889912540894453
atomoxetine,0.04 uM,0.5944093245625559,193.8,0.3932253944912294
atorvastatin,0.04 uM,0.0663366500425535,156.8,0.11816032065834851
atovaquone,0.04 uM,0.545676860789254,338.4,0.49785722016044315
atracurium,0.04 uM,0.2761800811988973,330.8,0.35018762154404914
atrasentan,0.04 uM,0.5096921653075813,319.4,0.4674587554562147
av-608,0.04 uM,0.2512588736103746,262.6,0.29759794554859437
avagacestat,0.04 uM,0.4427640170287031,309.8,0.42909033243586653
avanafil,0.04 uM,0.3922824074608589,394.4,0.4557112318662746
avasimibe,0.04 uM,0.4750703877586358,304.4,0.44057836611614143
avl-292,0.04 uM,0.4947897649201744,395.2,0.5123192627406319
avn-944,0.04 uM,0.5526870618667374,363.6,0.5193659217392764
azacitidine,0.04 uM,0.3745087109421072,325.0,0.40419832173933185
azathioprine,0.04 uM,0.3844272983364734,275.8,0.37724726884890614
azd1208,0.04 uM,0.5847034074781532,293.8,0.48019272014401043
azd1480,0.04 uM,0.4772054831601573,416.6,0.5165759808644506
azd1981,0.04 uM,0.368491615345801,287.2,0.37690151799223504
azd2014,0.04 uM,0.2884854889472802,262.0,0.3185183780990176
azd3514,0.04 uM,0.3652113913360117,352.4,0.4156348654184626
azd4547,0.04 uM,0.1146837825804747,397.4,0.24733569611723966
azd5363,0.04 uM,0.2497932905976053,232.0,0.2789049618474847
azd7545,0.04 uM,0.1730374048488729,287.2,0.25827601559508556
azd7687,0.04 uM,0.0932535988383457,279.6,0.18707822803029478
azd7762,0.04 uM,0.4911676617078943,290.8,0.4378586637592866
azd8931,0.04 uM,0.6115381087983888,359.2,0.543002451797623
azd9668,0.04 uM,0.0165026095430786,397.6,0.09384720949842718
azelaic-acid,0.04 uM,0.1322652224299787,307.4,0.23361279664940512
azelastine,0.04 uM,0.3914978145535215,307.2,0.40178816521374533
azithromycin,0.04 uM,0.2913815308262576,355.4,0.37283063080885864
baicalin,0.04 uM,0.4822210511937462,328.8,0.461329100647284
balaglitazone,0.04 uM,0.1083274219312881,290.5,0.2055247533909929
balapiravir,0.04 uM,0.48813632401038,335.6,0.46892501702774886
balicatib,0.04 uM,0.7550760539949399,519.6,0.725691077854444
balsalazide,0.04 uM,-0.3113804134106639,130.5,0.0
bambuterol,0.04 uM,0.3609141605178141,311.2,0.3882787463969006
barasertib,0.04 uM,0.1586317033161186,202.6,0.20770003891080804
bardoxolone-methyl,0.04 uM,0.538417882348654,278.4,0.4485555317104082
baricitinib,0.04 uM,0.1756936913418587,248.4,0.24203364603121752
basimglurant,0.04 uM,0.2572670251348001,306.4,0.3252807078938484
batimastat,0.04 uM,0.68284128094217,441.0,0.6357714807213781
bavisant,0.04 uM,0.1279994475068654,273.0,0.21657445724129476
bay-87-2243,0.04 uM,0.8561748815480963,579.8,0.8162857411286285
bazedoxifene,0.04 uM,0.3433596461465299,307.2,0.37627649996305684
bci-540,0.04 uM,0.4191533623792532,188.8,0.3259187423273974
beclomethasone-dipropionate,0.04 uM,0.7901092590715455,472.2,0.7076661634111279
belinostat,0.04 uM,0.6469417072181632,338.8,0.5424080665065996
bemegride,0.04 uM,0.4037682000218889,245.8,0.36498822922158614
benazepril,0.04 uM,0.1951642714397927,274.8,0.2683060002822457
bendamustine,0.04 uM,0.3110891598186815,238.0,0.315248320225759
bendroflumethiazide,0.04 uM,0.0502240744109334,306.6,0.1437685556831221
benfluorex,0.04 uM,0.3186863236766054,273.2,0.3418565648202024
benzamil,0.04 uM,0.2705464637377623,447.8,0.4032597152397716
benzbromarone,0.04 uM,0.7603416163024848,581.8,0.770571784882778
benzotript,0.04 uM,0.1909564581743564,346.2,0.2978876997083517
benzthiazide,0.04 uM,0.3296609593490817,293.8,0.360563298777318
benzydamine,0.04 uM,0.4478489332122349,199.6,0.3463920405125079
benzylpenicillin,0.04 uM,0.4386875849528885,415.2,0.49445663387378846
bepotastine,0.04 uM,0.2628646936012878,268.0,0.30750727144814544
berberine,0.04 uM,0.4032097906430152,279.6,0.38900571494531655
betahistine,0.04 uM,0.2163802720052293,262.0,0.27585530509578754
betrixaban,0.04 uM,0.2516337985099626,350.0,0.3438273124353161
betulinic-acid,0.04 uM,0.0616471879503672,101.0,0.09141957247875004
bevirimat-dimeglumine,0.04 uM,0.3300807189459542,314.4,0.3732271346095696
bexarotene,0.04 uM,0.2873628508313011,360.0,0.37263910298416547
bezafibrate,0.04 uM,0.4354469792484337,297.2,0.41678675318164476
bicalutamide,0.04 uM,0.2388024467616317,261.2,0.28935289778265405
bifemelane,0.04 uM,0.6174525318066169,381.2,0.5620825432285352
bifonazole,0.04 uM,0.4504879974423617,323.6,0.4423517322181983
bimatoprost,0.04 uM,0.3181045168868529,352.0,0.3876842102858061
bindarit,0.04 uM,0.5269542566879386,298.0,0.45910968479784375
biperiden,0.04 uM,0.1755759762091226,168.0,0.1989798276617139
birinapant,0.04 uM,0.123359740855885,332.0,0.2344647881124925
bisindolylmaleimide,0.04 uM,0.4707654504897194,344.4,0.46650438059282406
bisoprolol,0.04 uM,0.1545901086249297,340.4,0.2657709388063238
bitopertin,0.04 uM,0.2551076423818619,285.2,0.3125059990990498
blonanserin,0.04 uM,0.2787349059344515,260.8,0.3123714521490797
bms-599626,0.04 uM,0.2709176632579191,352.4,0.3579797612143009
bms-707035,0.04 uM,0.265428973086438,473.8,0.4108597099655293
bms-927711,0.04 uM,0.250008069656344,388.2,0.36093304263054193
bopindolol,0.04 uM,0.5404500498850647,512.0,0.6094451492859099
bortezomib,0.04 uM,0.8798282943314644,635.2,0.8661160178956964
bosentan,0.04 uM,0.4965347240015979,350.0,0.4829817251681354
bosutinib,0.04 uM,0.4758474989768613,307.0,0.4428176745196324
brequinar,0.04 uM,0.2146121053048663,336.4,0.31129845457084643
bretazenil,0.04 uM,0.1757698354447949,294.0,0.26337084788907766
brexpiprazole,0.04 uM,0.032845606263094,205.25,0.09512662479893651
brivanib,0.04 uM,0.1979230248320095,230.8,0.2476212580221392
brivudine,0.04 uM,0.3000606774864289,341.2,0.37070711165107684
bromocriptine,0.04 uM,0.1947568844008403,250.8,0.25605427960558785
bropirimine,0.04 uM,0.6330201193584393,254.2,0.46474892455358274
broxuridine,0.04 uM,0.6562181818352189,444.2,0.6255114593140241
bruceantin,0.04 uM,0.8188347847114351,659.0,0.8510649650080827
bts-54505,0.04 uM,0.0635135427722062,259.0,0.14859524583433228
bucladesine,0.04 uM,0.8021867674254981,568.8,0.7825992085503636
budipine,0.04 uM,0.2322560200533566,240.8,0.2739892949186112
buflomedil,0.04 uM,0.1706448350873017,292.8,0.25897269352454577
bumetanide,0.04 uM,0.2703054078091529,235.8,0.2924968081312641
buparlisib,0.04 uM,0.1603405724923383,237.0,0.2258487813883653
bupivacaine,0.04 uM,0.2051923282717393,211.0,0.24107026814117993
bupropion,0.04 uM,0.5271438136203228,350.4,0.4979302022359557
buspirone,0.04 uM,0.3064344923449694,275.4,0.3365678710172436
busulfan,0.04 uM,0.7241866857137842,474.0,0.6787913548313181
butaclamol,0.04 uM,0.326255734447041,250.4,0.3311449243866382
butoconazole,0.04 uM,0.2936353591276553,249.6,0.3136521940674188
butorphanol-(+)-tartrate,0.04 uM,-0.1004150005520255,172.5,0.0
bvd-523,0.04 uM,0.1562485015754382,232.2,0.22067894644433317
cabazitaxel,0.04 uM,0.736387652387392,655.2,0.8047519855086784
cabergoline,0.04 uM,0.785151288793698,554.8,0.764657167574558
cabozantinib,0.04 uM,0.2155579888055948,263.6,0.27617008145612537
caffeine,0.04 uM,0.1368599713849726,233.0,0.20688930779881945
calcitriol,0.04 uM,0.5499494155997053,311.4,0.4794491358312438
camicinal,0.04 uM,0.1168202278359789,184.0,0.1698594836632991
camostat-mesilate,0.04 uM,0.1215891564042616,220.0,0.1894875264933301
camptothecin,0.04 uM,0.7495247420878639,627.5,0.794550884631461
canagliflozin,0.04 uM,0.0561385811846909,285.2,0.1465977620248793
candesartan,0.04 uM,0.3085596933672916,278.4,0.3395674679350247
canertinib,0.04 uM,0.2550290345245189,356.2,0.3491914766705711
canrenoic-acid,0.04 uM,0.5480731288119711,214.2,0.39696375198663625
capecitabine,0.04 uM,0.2970191275402845,308.0,0.3504204402468969
capsaicin,0.04 uM,0.3962927251425271,321.2,0.41334975247788625
carbachol,0.04 uM,0.1601550197538618,307.2,0.25698202498544376
carbamazepine,0.04 uM,0.4396678801417495,337.2,0.44609567876087386
carbenoxolone,0.04 uM,0.4879702507611089,351.0,0.4794817644490002
carbimazole,0.04 uM,0.4206825348034894,299.8,0.41144796523915933
carfilzomib,0.04 uM,0.9083584002776736,640.6,0.8837795522282401
carglumic-acid,0.04 uM,0.4561202256726832,318.4,0.44151763872763594
cariporide,0.04 uM,0.1845586199190469,273.6,0.26034370263779383
cariprazine,0.04 uM,0.2226511300131639,418.6,0.35369907777014375
carisoprodol,0.04 uM,0.1368992735079129,306.8,0.23743793851717437
carprofen,0.04 uM,0.3313285061153297,205.0,0.30194524538886697
carvedilol,0.04 uM,0.3572389504240325,208.0,0.3158151308865854
castanospermine,0.04 uM,0.0450156534331322,314.8,0.13791801718446356
cb-10-277-(free-acid),0.04 uM,0.2440870950742023,250.4,0.28642533868305897
cc-401,0.04 uM,0.3131999676198277,373.0,0.395992657924947
cc-930,0.04 uM,0.3400175908313076,257.4,0.3427494983670198
cediranib,0.04 uM,0.292957053104159,313.6,0.3511655221749162
cefdinir,0.04 uM,0.4445494955447384,279.4,0.40831480330448927
cefepime,0.04 uM,0.4993458997191974,437.4,0.5414545368598767
cefoperazone,0.04 uM,0.3456743819621983,298.75,0.372314043690453
cefotetan,0.04 uM,0.0592579309215998,308.4,0.15662182854294632
cefozopran,0.04 uM,0.3444674970795818,443.4,0.4527868784784557
celecoxib,0.04 uM,0.134232439156951,253.25,0.21361184523529897
cep-37440,0.04 uM,0.0451607590376575,232.4,0.1186917523714637
cepharanthine,0.04 uM,0.2246048854584447,254.4,0.27694276020573927
cgp12177,0.04 uM,0.1169347173280408,216.5,0.18434125890202935
chenodeoxycholic-acid,0.04 uM,0.2162597037908009,186.4,0.23261227003307453
chlorambucil,0.04 uM,0.3401662839716433,447.0,0.45177402579496084
chloramphenicol,0.04 uM,-0.0351822655587139,309.6,0.0
chlormezanone,0.04 uM,0.1174286913550871,327.4,0.22716860530107794
chloroquine,0.04 uM,0.2417021332899983,316.0,0.3201884388952865
chloroxine,0.04 uM,0.3320567832176678,204.8,0.3021294206952302
chlorphenamine,0.04 uM,0.3517442029868812,242.8,0.3385787358692784
chlorpromazine,0.04 uM,0.325198067532729,283.8,0.35196707359307894
chlorpropamide,0.04 uM,0.5180030380697263,394.0,0.5234029040799176
chlorprothixene,0.04 uM,0.4388311651168514,322.0,0.435510400507076
chlortalidone,0.04 uM,-0.0302106643174799,218.4,0.0
cholic-acid,0.04 uM,0.2754264642066269,299.0,0.3324759925687958
choline-alfoscerate,0.04 uM,0.339890299457989,308.6,0.37522279093344857
chrysin,0.04 uM,0.2985588374576148,287.8,0.33961137169659034
cianidanol,0.04 uM,0.3178245496997608,238.0,0.3186427652566325
ciclesonide,0.04 uM,0.7183608506943718,428.8,0.6430142240410572
ciglitazone,0.04 uM,0.0633553184277789,294.0,0.15812009545787248
cilengitide,0.04 uM,0.1184342132096854,337.4,0.23159703356397876
cilomilast,0.04 uM,-0.0701384247684379,167.0,0.0
cilostazol,0.04 uM,0.5602640531612193,377.4,0.5327447651386258
cimetidine,0.04 uM,0.3808612337704792,400.6,0.4525439060584912
cinaciguat,0.04 uM,0.8545092893328012,552.6,0.7961331321715924
cinepazide,0.04 uM,0.2821784564592157,423.2,0.40036547527226507
cinnarizine,0.04 uM,-0.1195999975132098,310.0,0.0
cinoxacin,0.04 uM,0.4853556820843858,311.8,0.45070251155802693
ciprofloxacin,0.04 uM,0.1443057014060754,283.0,0.23412987131398347
cisapride,0.04 uM,0.6151800648176469,337.4,0.5278317734210882
citalopram,0.04 uM,0.1251881051860128,240.6,0.2010718196433908
