moa,dose_1,dose_2,dose_3,dose_4,dose_5,dose_6,moa_size
bruton's tyrosine kinase (btk) inhibitor,0.742,0.872,0.907,0.89,0.178,0.174,2
c-met inhibitor,0.07,0.055,0.051,0.036,0.059,0.65,2
calcineurin inhibitor,0.341,0.94,0.842,0.89,0.129,0.013,3
calcitonin antagonist,0.696,0.122,0.116,0.307,0.217,0.215,3
calcium channel activator,0.164,0.397,0.45,0.701,0.226,0.436,2
calcium channel blocker,0.326,0.125,0.01,0.448,0.1,0.462,16
calmodulin antagonist,0.781,0.771,0.545,0.731,0.53,0.331,2
cannabinoid receptor agonist,0.689,0.431,0.535,0.125,0.334,0.752,3
cannabinoid receptor antagonist,0.648,0.166,0.848,0.189,0.144,0.403,2
cannabinoid receptor inverse agonist,0.55,0.525,0.849,0.496,0.302,0.345,2
carbonic anhydrase inhibitor,0.511,0.093,0.207,0.026,0.017,0.411,5
carnitine palmitoyltransferase inhibitor,0.006,0.024,0.002,0.013,0.1,0.253,2
cathepsin inhibitor,0.555,0.638,0.999,0.988,0.696,0.866,2
cc chemokine receptor antagonist,0.108,0.296,0.28,0.162,0.205,0.037,8
cck receptor antagonist,0.362,0.049,0.548,0.307,0.316,0.842,5
cdk inhibitor,0.035,0.0,0.01,0.0,0.0,0.0,7
cftr channel agonist,0.695,0.859,0.608,0.786,0.883,0.305,2
chelating agent,0.021,0.044,0.02,0.221,0.047,0.085,5
cholesterol inhibitor,0.002,0.0,0.0,0.013,0.098,0.079,4
cholesteryl ester transfer protein inhibitor,0.096,0.493,0.176,0.456,0.556,0.282,2
coagulation factor inhibitor,0.888,0.739,0.529,0.732,0.856,0.791,4
cyclooxygenase inhibitor,0.068,0.297,0.14,0.095,0.161,0.842,30
cyclooxygenase inhibitor|prostanoid receptor antagonist,0.195,0.322,0.492,0.817,0.629,0.966,4
cytochrome p450 inhibitor,0.476,0.999,0.849,0.73,0.614,0.457,5
diacylglycerol o acyltransferase inhibitor,0.657,0.282,0.066,0.017,0.061,0.497,3
dihydrofolate reductase inhibitor,0.93,0.913,0.763,0.93,0.856,0.502,4
dihydroorotate dehydrogenase inhibitor,0.189,0.199,0.372,0.19,0.348,0.012,3
dipeptidyl peptidase inhibitor,0.97,0.859,0.317,0.792,0.338,0.111,5
diuretic,0.471,0.786,0.608,0.915,0.807,0.535,3
dna alkylating agent,0.132,0.683,0.062,0.008,0.018,0.002,3
dna alkylating drug,0.268,0.549,0.399,0.857,0.601,0.302,2
dna directed dna polymerase inhibitor,0.744,0.074,0.042,0.046,0.223,0.597,3
dna inhibitor,0.82,0.888,0.463,0.485,0.821,0.007,8
dna methyltransferase inhibitor,0.302,0.248,0.091,0.051,0.085,0.065,3
dna polymerase inhibitor,0.915,0.703,0.609,0.445,0.931,0.743,5
dna synthesis inhibitor,0.656,0.82,0.479,0.719,0.404,0.949,7
dopamine receptor agonist,0.433,0.546,0.654,0.78,0.283,0.579,11
dopamine receptor antagonist,0.123,0.142,0.083,0.125,0.078,0.006,23
dopamine receptor antagonist|serotonin receptor antagonist,0.711,0.576,0.491,0.423,0.108,0.369,10
dopamine reuptake inhibitor,0.472,0.437,0.885,0.997,0.828,0.775,3
dopamine uptake inhibitor,0.374,0.392,0.216,0.454,0.668,0.491,2
egfr inhibitor,0.063,0.014,0.001,0.0,0.0,0.004,14
elastase inhibitor,0.62,0.583,0.483,0.224,0.308,0.277,2
endothelin receptor antagonist,0.38,0.857,0.9,0.558,0.158,0.51,4
estrogen receptor agonist,0.246,0.283,0.202,0.66,0.833,0.112,7
estrogen receptor antagonist,0.102,0.573,0.827,0.766,0.461,0.082,2
estrogen receptor antagonist|selective estrogen receptor modulator (serm),0.641,0.158,0.055,0.005,0.034,0.001,3
farnesyltransferase inhibitor,0.553,0.612,0.205,0.34,0.333,0.141,3
fatty acid synthase inhibitor,0.088,0.119,0.237,0.153,0.093,0.09,2
fgfr inhibitor|vegfr inhibitor,0.188,0.389,0.609,0.501,0.442,0.046,3
focal adhesion kinase inhibitor,0.613,0.289,0.423,0.391,0.0,0.003,2
free radical scavenger,0.537,0.824,0.921,0.896,0.38,0.068,4
fungal squalene epoxidase inhibitor,0.788,0.853,0.958,0.937,0.496,0.147,4
gaba receptor agonist,0.11,0.086,0.109,0.151,0.548,0.286,3
gaba receptor antagonist,0.0,0.0,0.0,0.006,0.002,0.027,2
gaba receptor modulator,0.001,0.058,0.041,0.574,0.067,0.074,4
gamma secretase inhibitor,0.513,0.473,0.195,0.103,0.064,0.063,7
gap junction modulator,0.377,0.238,0.256,0.291,0.545,0.175,2
glucocorticoid receptor agonist,0.0,0.0,0.0,0.0,0.0,0.0,16
"glucose-dependent insulinotropic receptor (gdir, gpr119) agonists",0.671,0.45,0.148,0.196,0.336,0.112,2
glucosidase inhibitor,0.025,0.224,0.145,0.055,0.138,0.446,5
glutamate receptor agonist,0.773,0.669,0.664,0.46,0.795,0.564,4
glutamate receptor antagonist,0.205,0.117,0.812,0.844,0.148,0.835,7
glutamate receptor modulator,0.565,0.464,0.932,0.97,0.058,0.096,4
gonadotropin releasing factor hormone receptor agonist,0.505,0.15,0.375,0.995,0.963,0.992,2
growth hormone secretagogue receptor agonist,0.534,0.456,0.279,0.24,0.686,0.663,2
hcv inhibitor,0.469,0.802,0.185,0.195,0.456,0.364,8
hdac inhibitor,0.51,0.153,0.081,0.008,0.003,0.017,13
hepatocyte growth factor receptor inhibitor,0.258,0.402,0.336,0.39,0.247,0.621,2
histamine receptor agonist,0.031,0.036,0.0,0.004,0.0,0.61,3
histamine receptor antagonist,0.266,0.123,0.161,0.088,0.731,0.825,26
histamine receptor modulator,0.423,0.927,0.298,0.39,0.428,0.46,2
hiv integrase inhibitor,0.417,0.287,0.572,0.636,0.148,0.129,4
hiv protease inhibitor,0.092,0.087,0.367,0.699,0.177,0.264,7
hmgcr inhibitor,0.406,0.676,0.55,0.151,0.287,0.258,6
hsp inhibitor,0.388,0.235,0.0,0.0,0.0,0.0,6
hypoxia inducible factor inhibitor,0.341,0.472,0.108,0.026,0.065,0.086,2
immunostimulant,0.146,0.083,0.291,0.108,0.29,0.126,2
immunosuppressant,0.884,0.563,0.535,0.846,0.568,0.828,2
inosine monophosphate dehydrogenase inhibitor,0.698,0.627,0.954,0.05,0.035,0.003,2
insulin secretagogue,0.664,0.584,0.301,0.234,0.833,0.63,5
insulin sensitizer,0.177,0.469,0.721,0.705,0.141,0.013,2
integrin antagonist,0.533,0.677,0.259,0.319,0.312,0.231,5
isocitrate dehydrogenase inhibitor,0.555,0.742,0.26,0.714,0.701,0.462,2
jak inhibitor,0.712,0.495,0.083,0.138,0.09,0.007,7
jnk inhibitor,0.814,0.745,0.884,0.509,0.241,0.447,2
leukotriene inhibitor,0.858,0.634,0.597,0.545,0.127,0.421,2
leukotriene receptor antagonist,0.377,0.259,0.191,0.132,0.323,0.652,5
lipase inhibitor,0.609,0.522,0.192,0.656,0.563,0.292,2
lipid peroxidase inhibitor,0.26,0.257,0.308,0.361,0.719,0.594,2
lipoxygenase inhibitor,0.331,0.158,0.206,0.687,0.66,0.982,3
matrix metalloprotease inhibitor,0.835,0.993,0.734,0.923,0.292,0.044,3
mdm inhibitor,0.26,0.678,0.092,0.071,0.0,0.001,3
mek inhibitor,0.043,0.004,0.0,0.0,0.0,0.0,9
membrane integrity inhibitor,0.006,0.014,0.028,0.014,0.002,0.021,2
membrane permeability inhibitor,0.82,0.877,0.964,0.813,0.806,0.657,2
microtubule inhibitor,0.417,0.704,0.459,0.152,0.091,0.088,4
mineralocorticoid receptor antagonist,0.596,0.281,0.404,0.164,0.13,0.454,3
monoamine oxidase inhibitor,0.291,0.016,0.043,0.001,0.005,0.295,6
mtor inhibitor,0.009,0.0,0.0,0.0,0.0,0.0,8
mtor inhibitor|pi3k inhibitor,0.088,0.016,0.0,0.0,0.0,0.0,6
mucolytic agent,0.321,0.786,0.681,0.798,0.83,0.984,3
neprilysin inhibitor,0.636,0.648,0.181,0.419,0.556,0.453,2
neurotrophic agent,0.016,0.17,0.264,0.34,0.325,0.205,3
nfkb pathway inhibitor,0.091,0.187,0.254,0.666,0.237,0.576,5
nitric oxide donor,0.937,0.77,0.521,0.488,0.489,0.329,2
nitric oxide stimulant,0.805,0.698,0.875,0.945,0.857,0.763,2
nitric oxide synthase inhibitor,0.741,0.837,0.377,0.923,0.553,0.468,5
non-nucleoside reverse transcriptase inhibitor,0.947,0.911,0.565,0.815,0.757,0.073,4
norepinephrine reputake inhibitor|tricyclic antidepressant,0.003,0.014,0.152,0.494,0.406,0.585,2
nucleoside reverse transcriptase inhibitor,0.561,0.259,0.678,0.767,0.562,0.669,4
o6-alkylguanine-dna alkyltransferase inhibitor,0.331,0.28,0.142,0.565,0.206,0.434,2
opioid receptor agonist,0.016,0.017,0.002,0.091,0.012,0.085,4
opioid receptor agonist|opioid receptor antagonist,0.275,0.272,0.641,0.475,0.308,0.311,2
opioid receptor antagonist,0.865,0.621,0.362,0.204,0.762,0.521,4
orexin receptor antagonist,0.592,0.387,0.012,0.109,0.016,0.841,2
oxidative stress inducer,0.848,0.92,0.977,0.917,0.753,0.804,2
p38 mapk inhibitor,0.002,0.002,0.0,0.001,0.026,0.229,7
parp inhibitor,0.231,0.329,0.652,0.551,0.54,0.651,5
pdgfr tyrosine kinase receptor inhibitor|vegfr inhibitor,0.606,0.027,0.31,0.477,0.314,0.503,2
phosphodiesterase inhibitor,0.52,0.142,0.259,0.275,0.082,0.54,35
pi3k inhibitor,0.233,0.093,0.19,0.035,0.047,0.074,9
pim kinase inhibitor,0.714,0.886,0.168,0.183,0.248,0.109,2
pkc activator,0.0,0.0,0.0,0.0,0.0,0.001,2
pkc inhibitor,0.392,0.172,0.228,0.045,0.161,0.065,5
platelet activating factor receptor antagonist,0.643,0.147,0.294,0.623,0.825,0.331,2
plk inhibitor,0.0,0.0,0.0,0.0,0.0,0.0,4
potassium channel activator,0.477,0.97,0.98,0.879,0.912,0.859,6
potassium channel blocker,0.487,0.635,0.097,0.114,0.988,0.871,8
ppar receptor agonist,0.576,0.966,0.97,0.091,0.602,0.189,5
ppar receptor agonist|insulin sensitizer,0.318,0.218,0.563,0.281,0.115,0.16,3
progesterone receptor agonist,0.384,0.758,0.544,0.409,0.009,0.004,7
progesterone receptor antagonist,0.098,0.395,0.745,0.863,0.911,0.491,2
progestogen hormone,0.196,0.194,0.301,0.201,0.658,0.269,2
prostanoid receptor agonist,0.965,0.774,0.802,0.966,0.618,1.0,5
prostanoid receptor antagonist,0.021,0.007,0.002,0.231,0.743,0.839,4
protein synthesis inhibitor,0.581,0.226,0.271,0.355,0.347,0.361,6
protein synthesis stimulant,0.231,0.218,0.44,0.447,0.449,0.792,3
protein tyrosine kinase inhibitor,0.212,0.377,0.546,0.456,0.079,0.303,2
purine antagonist,0.796,0.488,0.042,0.0,0.0,0.002,2
purinergic receptor antagonist,0.111,0.148,0.418,0.52,0.732,0.849,3
raf inhibitor,0.345,0.31,0.224,0.627,0.657,0.347,6
retinoid receptor agonist,0.198,0.051,0.675,0.075,0.059,0.016,7
reverse transcriptase inhibitor,0.646,0.811,0.318,0.642,0.016,0.007,3
rho associated kinase inhibitor,0.221,0.297,0.371,0.472,0.537,0.106,6
ribonucleoside reductase inhibitor,0.532,0.954,0.978,0.559,0.808,0.109,2
ribonucleotide reductase inhibitor,0.469,0.821,0.872,0.675,0.438,0.66,2
rna polymerase inhibitor,0.024,0.038,0.455,0.617,0.064,0.115,8
rna synthesis inhibitor,0.046,0.4,0.954,0.902,0.956,0.94,2
selective serotonin reuptake inhibitor (ssri),0.47,0.506,0.345,0.156,0.162,0.273,4
serotonin receptor agonist,0.437,0.193,0.284,0.163,0.95,0.933,12
serotonin receptor agonist|serotonin receptor antagonist,0.021,0.124,0.084,0.016,0.165,0.338,3
serotonin receptor antagonist,0.139,0.012,0.112,0.149,0.086,0.169,15
serotonin reuptake inhibitor,0.691,0.564,0.193,0.512,0.153,0.545,5
serotonin transporter (sert) inhibitor,0.984,0.574,0.188,0.146,0.162,0.506,2
sigma receptor agonist,0.561,0.14,0.413,0.337,0.854,0.774,2
sigma receptor antagonist,0.224,0.2,0.599,0.468,0.912,0.834,4
sodium channel blocker,0.71,0.117,0.268,0.246,0.788,0.974,13
sodium/glucose cotransporter inhibitor,0.371,0.124,0.097,0.045,0.034,0.024,3
sodium/potassium/chloride transporter inhibitor,0.875,0.4,0.609,0.97,0.771,0.701,3
sterol demethylase inhibitor,0.283,0.347,0.155,0.356,0.685,0.361,7
sulfonylurea,0.289,0.176,0.122,0.305,0.541,0.363,2
t-type calcium channel blocker,0.508,0.758,0.567,0.419,0.66,0.442,3
tachykinin antagonist,0.714,0.229,0.563,0.272,0.538,0.066,6
tgf beta receptor inhibitor,0.093,0.055,0.143,0.024,0.091,0.08,3
thrombin inhibitor,0.251,0.196,0.226,0.295,0.141,0.544,2
thromboxane receptor antagonist,0.634,0.612,0.908,0.238,0.723,0.723,3
thromboxane synthase inhibitor,0.001,0.0,0.0,0.001,0.012,0.001,3
thymidylate synthase inhibitor,0.159,0.762,0.707,0.655,0.75,0.175,2
thyrotropin releasing hormone receptor agonist,0.209,0.445,0.088,0.182,0.03,0.585,2
topoisomerase inhibitor,0.03,0.889,0.296,0.111,0.0,0.003,17
tricyclic antidepressant,0.536,0.382,0.382,0.364,0.469,0.087,2
trpv antagonist,0.669,0.831,0.557,0.274,0.29,0.032,2
tubulin inhibitor,0.694,0.375,0.301,0.008,0.0,0.0,8
tumor necrosis factor release inhibitor,0.297,0.105,0.523,0.894,0.432,0.871,2
tyrosinase inhibitor,0.194,0.113,0.108,0.178,0.183,0.107,2
tyrosine kinase inhibitor,0.008,0.001,0.678,0.898,0.989,0.846,5
vasopressin receptor antagonist,0.338,0.619,0.821,0.777,0.147,0.095,4
vegfr inhibitor,0.237,0.305,0.263,0.386,0.462,0.152,4
vesicular monoamine transporter inhibitor,0.894,0.31,0.397,0.689,0.865,0.861,2
vitamin d receptor agonist,0.766,0.179,0.161,0.065,0.041,0.026,6
vitamin k antagonist,0.024,0.05,0.101,0.078,0.047,0.078,3
voltage-gated sodium channel blocker,0.934,0.635,0.308,0.977,0.984,1.0,3
xanthine oxidase inhibitor,0.099,0.1,0.082,0.104,0.147,0.501,4
xiap inhibitor,0.375,0.05,0.07,0.074,0.091,0.164,3
